model,rmse_cv,mae_cv,mape_cv,r2_cv,directional_acc_cv
rf,4.949418140888581,3.7059376079051383,543.243817941637,-0.6191556827405569,0.4723320158102767
ridge,11.721958236355501,8.189405211769923,1568.5880206418915,-10.271571655753723,0.5031620553359684
