promedio,mediana,p5,p95,token_symbol
210147.9860878183,169945.08459598833,59680.28252637231,492782.0057366861,btc
210928.07718126217,171034.48971242795,59984.6472683076,493190.15623663366,btc
211806.97310698457,171020.56228054687,59523.240448433025,498696.64176589675,btc
212429.75214844232,171352.55029224447,59263.48443709552,502719.333843704,btc
213213.3176296464,172222.59021387296,59218.497658596585,506056.904010768,btc
214137.28126902404,172390.9537927732,58913.053420722215,506976.12456111336,btc
214740.20967555002,172386.4964452591,58561.06450068751,509957.5398431589,btc
215422.99490113536,172988.24735957704,58899.58398259718,512382.65827639546,btc
216434.34925624513,173599.0747739399,58634.558775933845,516716.4368795049,btc
217254.46427377005,173823.8549042091,58842.16816125001,516485.0320217997,btc
217930.18495286914,174979.65907405078,59018.72269978862,516943.47340879415,btc
218681.3276310358,175054.45882562752,58549.06873984237,517163.29757452174,btc
219797.03900905183,175337.87191126734,58690.698649809994,525393.3449811155,btc
220428.1579440863,176381.51727351692,58734.58539750402,526462.8079594908,btc
221455.73325225015,176705.90283372573,58512.26460040257,537634.43952124,btc
222248.47576050874,177518.0281183912,58731.03262921055,537976.2693644392,btc
223102.68219367872,177673.39175247244,58665.62647282652,538495.135276157,btc
224086.51203437167,177871.58464639564,58643.72976792256,543248.2887457982,btc
224916.46466412573,178258.31924890424,58665.36313018515,546116.3849660319,btc
225955.56080403976,178590.72611673057,58915.26198673683,549586.4536168494,btc
226801.87536690992,179605.6144705565,58218.15949428107,556960.1038245072,btc
227856.23017926892,180066.32332839468,58160.88147733588,557684.3774655933,btc
228759.66046189604,180350.52355291555,58675.33552463991,565191.3150520393,btc
229691.4045238596,180977.00029005384,58743.79348775469,565285.9711287706,btc
230748.01963782922,181340.5838888739,58539.74950269072,563044.3191039792,btc
231648.14835110708,181664.60637373125,58731.076514245586,569919.5031894874,btc
232504.76205483289,182434.7942843362,59011.75605080193,573151.4067711987,btc
233308.4856814806,182616.58042093046,58780.88036233488,575652.6338482428,btc
234254.278519902,183449.45322278203,58689.53471994481,579668.7620427605,btc
235029.23478917495,183570.43829120632,58685.550155121666,579139.6208911537,btc
235689.9312505488,183257.9367030387,58301.223156636384,578908.9276304555,btc
236468.31887967268,184441.19985766266,58475.40450046378,579505.4190489368,btc
237330.12545942896,184212.48794164017,58998.02438841215,584933.472623667,btc
237834.66930197726,184140.26916593208,59341.423756042954,586010.8004240034,btc
238944.0797010045,185345.34832863777,59111.218749357,587139.1563900043,btc
239868.97391149116,186363.47066410305,59118.92012825608,590680.338662279,btc
240858.99828099445,187279.51628472758,59173.86605022867,597321.5260790958,btc
241692.71041767744,187717.3634444711,59226.36346028051,602151.7788248407,btc
242592.0858464657,189069.5172146231,59147.313112589574,602155.4987225638,btc
243409.8908942589,188553.56393260683,59316.008548262434,611116.8122780867,btc
244222.93402703348,189483.37100240152,58895.436786317565,610484.4582759305,btc
245350.98557918123,189627.6901131263,58941.793600537785,613618.6913726993,btc
246328.5153555223,190472.33961334688,59185.48462974368,612932.2764105139,btc
247083.50449903012,190454.1715417736,59077.83300438021,614427.948581202,btc
248223.61401181773,191564.2112262195,58909.143119207656,619931.8974599728,btc
249106.90887827176,191657.244760503,59054.21045443887,621386.8472767007,btc
249791.90875548744,192409.91195529868,59003.56246084609,623168.8444003573,btc
250755.4234016773,192531.03245147952,59135.27200319917,621159.4864187683,btc
251571.1068571908,193576.7159615992,58877.99391440817,627901.7946636514,btc
252536.13575511283,193914.2445964999,58837.19179130334,627775.1653912015,btc
253655.71694654852,193913.2241925922,58650.88072655909,634157.0769025441,btc
254678.31899030256,194038.59485688363,58476.51661422726,642581.5559192089,btc
255396.47563417116,194811.68755401825,57970.89333867048,643162.8737139665,btc
256254.66804145824,194457.78018652124,58649.37666850485,649367.061979646,btc
257327.16599780603,195742.5364679512,58744.456221470275,649909.8450465219,btc
257983.2166410666,195876.08415298298,58754.83354097764,650632.0454740743,btc
259097.2328040065,196530.3116567538,58804.46729931647,656715.0000990621,btc
259870.5079466717,197484.78363735226,58834.90166185952,657002.3095032945,btc
260907.16448113657,198858.15014449152,58688.57319502285,662242.2308337879,btc
261700.16521994668,199322.02941777566,59014.195184661665,665691.3636545101,btc
262524.4992986161,199377.92996723473,58858.30919162131,671567.252243966,btc
263210.05874566315,200058.56302470987,58935.74604872898,674922.6403818378,btc
264166.0030907667,201237.5149152248,58894.630424258125,683947.3569202991,btc
265341.4731743937,201268.5870056734,58631.814744210365,683203.66531448,btc
266223.76092246594,201494.04615021744,58776.64094489569,686466.3452474163,btc
267238.11553511233,200853.10150005858,58673.78627021933,684110.0124761083,btc
267977.50683864014,202563.42247724827,58753.941295469536,688526.2085011575,btc
268886.35693722503,202271.45075630536,59001.09863936676,697222.870117876,btc
269935.1011414188,201972.94125753437,59120.14261835561,697860.8172273735,btc
270797.0911308935,203504.82681109553,59161.65115708201,700033.3150156836,btc
271966.3896400139,204459.54261155473,58911.625518516106,708092.4842214861,btc
272824.07007159735,205225.61905440033,58684.07096827218,709547.4778123362,btc
273904.49148761557,205924.74670457502,59140.072476702735,712648.5348251382,btc
275013.350173249,206015.87598584525,58911.10323178664,717786.2698242045,btc
275801.94785639027,206933.93704585137,59238.029467357504,721375.6417244184,btc
276830.77117986686,206380.3802854956,58920.89089565918,723587.0537759375,btc
278079.5708268367,207081.3642652987,58994.14128211777,727661.5331200286,btc
279007.1565119659,208381.7410987412,58811.6892209094,730753.5168802122,btc
279696.8601492774,208292.57504988526,58551.41800232837,735812.1041194511,btc
280880.2487735684,207892.73403027613,59179.51202997539,742399.0190450113,btc
281668.6116793468,208607.32333823695,59260.35592803048,740194.7564911761,btc
282635.1788353171,209242.9173158745,58978.99684269052,743332.9306728804,btc
283276.6681375779,210445.9641899618,58977.65915778289,737636.6822072794,btc
284364.7068676109,209599.9968256879,59066.13165687579,746351.6651748348,btc
3876.173095703125,3876.173095703125,3876.173095703125,3876.173095703125,eth
3881.0509640070827,3878.781623593645,3589.117673430963,4178.102556332149,eth
3889.4728670149616,3884.848636269632,3486.691471433231,4311.126688307926,eth
3899.6020784040406,3894.690727395053,3420.641094591435,4414.693294302081,eth
3908.9138778824768,3897.4141774212567,3353.985681369855,4502.262483474366,eth
3917.673225016129,3907.7272547482444,3293.758756504183,4599.966724368425,eth
3923.3958106142222,3906.6603454424503,3230.9680094487185,4675.246264630293,eth
3930.7214551427483,3909.8338212595654,3189.545851349943,4743.59098972301,eth
3939.963769194843,3915.369886086911,3152.8748943009805,4817.180219610458,eth
3946.7559087600125,3916.8894868018792,3111.941332421762,4882.512364168562,eth
3953.2868467727626,3916.941962136589,3078.398623328184,4952.61537181696,eth
3959.285492258856,3914.2706082520554,3049.466419362914,4998.341233834836,eth
3966.0480224237003,3916.6284004832855,3007.929701210602,5065.264499032651,eth
3972.648299832212,3919.590130659327,2992.4710317405866,5123.883744436971,eth
3979.642113404819,3926.2321512233284,2964.0383399160196,5192.984486210848,eth
3986.9316223476194,3925.1693572781132,2942.9012722119523,5247.7581363075105,eth
3994.2274857745833,3925.449170947316,2921.387309474498,5296.016287641083,eth
4000.0441642946757,3931.7644317842114,2898.0990472268336,5338.5185337420635,eth
4006.8351833734923,3936.616923284792,2868.010212454401,5383.763972780168,eth
4012.7661830814227,3944.425312673907,2842.0490776747015,5439.880479344018,eth
4019.13749602238,3941.9416656449876,2832.899163280975,5493.341097012845,eth
4028.338383570186,3942.354703726529,2811.842999472972,5535.509042791492,eth
4036.9618453808203,3960.6831484905606,2788.7869555431084,5581.435745626751,eth
4045.742705728011,3955.549873070496,2765.9921071335434,5637.927517680521,eth
4054.033178698345,3958.842398062683,2746.386792848075,5683.043505787851,eth
4065.3061551886476,3964.3609969393838,2735.160081345952,5733.972983990263,eth
4071.3743760003244,3962.849526481543,2726.1838809682217,5777.120717663913,eth
4076.7971784957103,3965.991816814647,2707.8175246709293,5827.766249281364,eth
4083.102727766928,3973.2508764162076,2688.6605509921988,5866.5312853437845,eth
4089.506106304753,3979.99530964946,2661.5705061536305,5890.25375998707,eth
4095.021122505802,3971.8636591013365,2654.335869429173,5939.415126840129,eth
4102.077551851898,3976.0644157479546,2643.6339944757224,5980.471702495368,eth
4110.1552683662885,3985.6567712674905,2627.675039162416,6032.616897404731,eth
4118.538446072229,3990.7268364979027,2601.6528662083274,6073.346964543736,eth
4123.710364697255,3994.301426349605,2589.400255779655,6088.548315513072,eth
4130.169844043128,3994.388947807008,2567.627282189984,6133.552794227268,eth
4140.539512160187,4001.0113318418353,2557.738135474073,6149.301243263563,eth
4146.98654167051,3994.6990733837756,2552.8622134861203,6204.673017389496,eth
4152.751064718864,4011.544677300145,2535.115710121182,6280.522583599626,eth
4159.521245478699,4013.6967934229374,2523.5756373096674,6306.952285419367,eth
4164.9735162248635,4010.4285455670038,2516.2184627055353,6359.968891147493,eth
4173.694870316299,4014.0126331752595,2496.1911251814186,6421.408187978393,eth
4182.444578434647,4020.7346073223507,2482.18735664877,6480.5750016599,eth
4189.6262572045225,4016.7660375891674,2460.4065359113615,6531.354024868829,eth
4198.316147892924,4025.84565115011,2457.403494223436,6566.405357748147,eth
4205.530028566959,4017.680773788049,2447.1921517672026,6647.794703238251,eth
4211.937568083985,4019.251445419023,2422.1681318339256,6649.88176164735,eth
4219.707605944313,4020.1686088865335,2415.7340994192127,6692.282175520723,eth
4227.487801308563,4027.230285874921,2403.161361650476,6710.846600536055,eth
4235.926619515311,4027.0789478073343,2405.714753865351,6775.896747586552,eth
4245.078164317302,4038.7517493384994,2384.314685931828,6760.354107602247,eth
4252.131936616042,4035.958691071951,2384.67307596427,6867.295292990721,eth
4257.871280341662,4035.2339102956194,2373.6688829646696,6881.273584576729,eth
4267.047352093971,4039.915756286591,2365.2477742866813,6915.680239760673,eth
4276.219959655509,4045.5485202179207,2342.2086061873124,6942.29546012271,eth
4284.515562492962,4045.0394776395924,2335.739287327806,6978.327647237184,eth
4292.346841272714,4046.8777219092945,2334.562994635697,7017.244292480311,eth
4302.5417221403595,4051.5475305224886,2319.9214155017116,7042.617317966608,eth
4307.312640909532,4045.8936298789267,2297.152654733427,7096.230960734975,eth
4317.506195724365,4054.58495786209,2290.5037905524186,7174.1678958879875,eth
4326.002174158291,4058.2226244692733,2280.774564009682,7218.820941970597,eth
4335.733029027675,4060.5057069051227,2288.0207067386523,7268.946051833363,eth
4345.047109936904,4076.7665197181395,2287.76735649094,7308.7141682788215,eth
4352.303470014949,4079.6171491375158,2270.825706054724,7343.526679877112,eth
4360.149377989093,4085.757892703551,2265.9026236343,7366.3795986798605,eth
4370.2715038353335,4089.3572808806084,2258.0709986103893,7394.325333456258,eth
4379.0411141336035,4088.5489983009065,2260.4172703588397,7484.506095543532,eth
4389.0837689790105,4099.328973947857,2249.5635610789277,7464.64175026135,eth
4396.432066669076,4104.28121652602,2239.451896688922,7550.54713243603,eth
4404.344004974097,4114.172733766809,2227.641392809717,7599.126560018153,eth
4412.208284006469,4123.270035729462,2222.8293883004585,7645.946253346676,eth
4418.40081545996,4130.858256717387,2218.0717361996212,7667.578411717413,eth
4420.455856731014,4124.264805819514,2211.4575160200643,7696.810531850017,eth
4427.43638778486,4127.8377596077935,2195.0721892676524,7722.875728015849,eth
4435.179999636557,4117.642831149395,2171.6078388646324,7720.520313014586,eth
4441.790192874541,4128.226910887861,2175.950024276139,7785.599331819401,eth
4450.369445203019,4138.321431511,2175.6365408683805,7853.168643796158,eth
4457.845701780197,4141.75516725719,2152.104307632699,7845.0590750957235,eth
4463.838399342861,4140.5382029738885,2143.2946209506963,7904.604074934017,eth
4473.728383721042,4140.984528936562,2142.4497689190653,7971.887659586749,eth
4483.693946302024,4147.116929266775,2129.5598739547095,7963.498198308198,eth
4491.618977676279,4157.7891772372295,2131.0065864569724,8036.8940995767325,eth
4497.294665645443,4151.274835488645,2109.289317654198,8038.187622320146,eth
4507.205302719564,4166.1774514720055,2109.459509966259,8108.251834433368,eth
4519.680063474354,4170.532045312636,2103.710818901407,8157.189905869454,eth
4530.551596927126,4174.541292005309,2097.265365200075,8196.562753128832,eth
4536.387847877938,4180.738240800607,2094.761675876433,8238.62350604949,eth
4543.323244838454,4179.739496887978,2092.241185645731,8255.229723185279,eth
4552.50328779571,4190.674549168651,2083.206636337815,8293.424044276504,eth
4559.003805782089,4193.549060446299,2091.1104610466914,8286.560677874955,eth
4568.864321611636,4185.831234577259,2080.8755167667796,8362.0787715293,eth
4574.688252175165,4179.614529127799,2076.1934102614086,8387.835116958806,eth
4582.424030011691,4186.110901520447,2065.63753336188,8392.639398707139,eth
4590.032834970835,4177.38574731271,2061.721757159406,8440.858121809835,eth
4596.76672123541,4191.063423448671,2056.361791059183,8515.99386137765,eth
4604.92891126877,4186.0635681487,2036.592777364377,8535.880946394069,eth
4614.6608864200625,4186.652030573616,2047.3652196477547,8585.727536519604,eth
4624.800636567202,4192.520549438394,2030.9384713950406,8665.261511471917,eth
4632.84307611247,4192.4397777429185,2030.5149801236062,8697.479322563857,eth
4642.595911292182,4196.145683788175,2031.431991881487,8788.555368253561,eth
4651.355080359807,4200.564324702025,2019.076393979505,8818.635833812054,eth
4660.500182919045,4200.454609522754,2023.4330431847695,8909.327170423448,eth
4672.080054819457,4207.554519024744,2015.5339025303126,8942.93010548261,eth
4681.347064702682,4208.931498704618,2019.2218841786914,8952.11627703603,eth
4687.015739192454,4207.634571937271,2003.7666100341582,8988.898531113355,eth
4694.893653588718,4210.239544266446,1988.1263767849343,9015.378308183646,eth
4708.837332104625,4230.0978472150155,1996.6142361159623,9070.915993087798,eth
4721.057313383101,4231.106972018768,1976.6601403115126,9131.44617918494,eth
4727.924634251349,4228.592939842136,1974.1200870946689,9194.708401194688,eth
4740.751744627288,4237.427363466955,1959.2326451165377,9211.433379513393,eth
4746.712389366149,4237.650772644964,1952.7500082796562,9194.144312494096,eth
4752.890033921882,4247.34524961005,1959.908856862707,9259.178013038343,eth
4763.270078256351,4262.10659692358,1940.8553243089543,9295.239108980557,eth
4775.377102524526,4257.963099813046,1941.5570387642708,9370.408948935315,eth
4779.546973693229,4258.071323567368,1925.7919661065466,9429.414421946072,eth
4785.001824814491,4254.164296212748,1926.2305743013476,9454.156898882078,eth
4797.836535822495,4264.086116634902,1912.200442473077,9510.382891486512,eth
4801.446941724629,4267.071039788038,1911.602211883972,9481.312818601333,eth
4813.143199251888,4264.550628871613,1908.355159541206,9616.491087090651,eth
4821.660319229281,4272.647359176414,1888.5057389893582,9630.193693566167,eth
4828.307034793655,4275.54394989205,1893.6665240609252,9618.08309069127,eth
4841.621075087033,4289.0484766555355,1898.0239248042794,9640.864172751515,eth
4847.5402922385265,4293.76231644508,1890.017555096105,9702.35708331839,eth
4855.13945325444,4303.097695301376,1882.253510720461,9765.491227561162,eth
4865.5982857492545,4301.993441358523,1885.1462731283743,9852.262368035676,eth
