d,unixTs,cdd90dma
2023-07-12,1689120000,7998805.6005
2023-04-02,1680393600,8023716.0387
2017-05-21,1495324800,10491275.7725
2022-12-03,1670025600,10289069.0440
2023-04-21,1682035200,7761415.0726
2022-12-07,1670371200,10374195.9668
2023-04-23,1682208000,7731586.1950
2023-07-17,1689552000,7978794.3180
2021-11-11,1636588800,8710908.3938
2023-06-14,1686700800,8341582.9110
2023-06-15,1686787200,8370642.1743
2023-07-18,1689638400,7962785.4769
2021-12-10,1639094400,9923905.1203
2023-02-06,1675641600,10457620.6440
2022-03-13,1647129600,9363222.1292
2022-03-23,1647993600,9254018.3075
2022-03-25,1648166400,9807717.9030
2022-04-30,1651276800,10036009.3311
2022-05-04,1651622400,8250509.9374
2022-05-30,1653868800,8979895.4927
2022-06-04,1654300800,9257980.8468
2022-07-19,1658188800,9793397.9213
2022-07-20,1658275200,9465502.5869
2022-07-24,1658620800,9881960.1734
2022-07-28,1658966400,9832713.3942
2022-07-29,1659052800,9831629.6110
2022-09-22,1663804800,6324744.0717
2022-09-26,1664150400,6131906.2678
2022-10-26,1666742400,6028924.5672
2022-10-27,1666828800,6109277.1676
2023-06-16,1686873600,8388328.1207
2022-10-31,1667174400,6127313.1911
2022-11-24,1669248000,10471371.1695
2022-11-28,1669593600,10209299.2241
2022-11-29,1669680000,10261103.1167
2022-12-08,1670457600,10390293.7718
2023-02-07,1675728000,10326681.0691
2023-02-13,1676246400,9318962.6348
2023-02-15,1676419200,8855099.7590
2023-02-16,1676505600,8110020.2070
2023-02-20,1676851200,7814826.1522
2023-07-19,1689724800,7998917.1682
2023-03-27,1679875200,7424064.9506
2023-07-07,1688688000,8210604.2974
2023-03-31,1680220800,8045784.4025
2023-04-01,1680307200,8051418.2486
2023-07-11,1689033600,8003304.9360
2023-07-28,1690502400,8821392.3834
2024-06-21,1718928000,16018209.9754
2015-08-13,1439424000,3230069.1689
2016-05-10,1462838400,5562315.7879
2016-10-25,1477353600,4439702.8471
2021-11-18,1637193600,9298024.8573
2021-11-19,1637280000,9304598.1260
2021-12-04,1638576000,9721537.7378
2021-12-08,1638921600,9844428.0423
2024-08-29,1724889600,11384746.0064
2012-11-24,1353715200,1957654.4336
2021-11-17,1637107200,9272607.7938
2022-11-27,1669507200,10201894.1280
2022-03-15,1647302400,9220649.1738
2023-02-23,1677110400,6949385.9646
2022-03-26,1648252800,9798309.1809
2022-07-30,1659139200,9808963.3561
2022-06-06,1654473600,9119489.5855
2023-04-04,1680566400,8050170.5775
2021-11-16,1637020800,9152817.9002
2023-02-09,1675900800,9785497.3535
2022-09-30,1664496000,6067267.4578
2022-10-03,1664755200,6000038.0846
2023-04-25,1682380800,7707066.4935
2016-05-17,1463443200,5525042.3080
2021-12-06,1638748800,9772443.0905
2021-12-12,1639267200,9942840.2723
2022-01-09,1641686400,9555867.7402
2012-12-10,1355097600,1931238.8935
2023-02-14,1676332800,8978436.7155
2022-01-10,1641772800,9438365.6586
2022-01-11,1641859200,9426527.1997
2022-03-27,1648339200,9772012.4831
2022-03-30,1648598400,10021005.6538
2022-05-06,1651795200,8357422.6626
2023-06-21,1687305600,8620666.6364
2022-05-07,1651881600,8339449.7142
2024-07-15,1721001600,15551983.1067
2022-05-08,1651968000,8310304.3945
2023-07-21,1689897600,8094205.6467
2022-06-07,1654560000,9116411.3159
2022-06-08,1654646400,9116418.5500
2017-06-07,1496793600,11580214.0850
2021-11-20,1637366400,9336082.4930
2021-11-24,1637712000,9069415.0274
2022-07-26,1658793600,9901854.1761
2022-07-31,1659225600,9729805.5999
2022-08-01,1659312000,9658935.4185
2022-08-03,1659484800,9567111.7168
2022-09-24,1663977600,6188873.0987
2022-09-29,1664409600,6002904.1620
2022-11-02,1667347200,6251891.9862
2022-11-03,1667433600,6299793.9825
2022-11-04,1667520000,6653951.9874
2022-12-06,1670284800,10374654.7665
2022-12-11,1670716800,10489983.0374
2022-12-12,1670803200,10396480.4705
2023-02-18,1676678400,8036772.1053
2023-02-22,1677024000,6968636.9890
2023-02-24,1677196800,6980804.0478
2023-03-30,1680134400,8108807.8589
2023-04-03,1680480000,8010638.7125
2023-04-07,1680825600,7852066.4939
2023-04-20,1681948800,7745744.3658
2023-04-24,1682294400,7720567.3076
2023-04-28,1682640000,7389940.8694
2023-06-13,1686614400,8318320.7911
2023-07-20,1689811200,8009725.8948
2024-08-10,1723248000,17313127.2251
2024-08-14,1723593600,16883917.4301
2024-09-22,1726963200,10360571.3225
2022-05-05,1651708800,8297325.7873
2021-12-09,1639008000,9877434.5073
2022-05-13,1652400000,8990848.8294
2022-11-08,1667865600,6834165.4396
2022-01-08,1641600000,9597945.4604
2023-03-02,1677715200,6979125.7893
2022-06-05,1654387200,9143029.8832
2022-03-31,1648684800,9907570.4640
2022-11-11,1668124800,7555680.8790
2022-06-15,1655251200,9139097.3679
2023-03-03,1677801600,7009849.8287
2017-06-18,1497744000,12971876.8090
2021-12-15,1639526400,9951809.3156
2021-12-17,1639699200,10022995.9387
2012-12-27,1356566400,1818411.9894
2021-11-25,1637798400,9445104.2001
2021-12-18,1639785600,10031452.4554
2016-05-29,1464480000,5900133.0231
2021-12-19,1639872000,10000279.8126
2022-01-15,1642204800,9312048.9350
2021-11-26,1637884800,9519027.9763
2022-01-16,1642291200,9207128.4903
2021-11-27,1637971200,9516602.0415
2022-01-17,1642377600,8992458.4164
2022-01-18,1642464000,8896193.3922
2022-03-22,1647907200,9313534.6918
2022-04-01,1648771200,9924224.0422
2022-04-03,1648944000,9919262.5084
2022-05-14,1652486400,9471646.2511
2022-05-15,1652572800,9462117.7222
2022-06-12,1654992000,8866487.0998
2022-06-13,1655078400,9059208.7574
2022-06-14,1655164800,9147716.0375
2022-08-04,1659571200,9551967.8299
2022-08-05,1659657600,9557951.1390
2022-08-07,1659830400,9373833.2959
2022-09-27,1664236800,6102819.4554
2022-10-04,1664841600,5977134.4134
2022-10-05,1664928000,5998278.6228
2022-11-01,1667260800,6145982.8912
2022-11-09,1667952000,6963041.8854
2022-11-10,1668038400,7091943.3490
2022-12-15,1671062400,10500124.6624
2022-12-16,1671148800,10554802.4210
2022-12-17,1671235200,10598956.9565
2023-02-12,1676160000,9401445.2895
2023-02-21,1676937600,6975320.0881
2023-02-28,1677542400,7006698.1445
2023-03-01,1677628800,7015666.8125
2023-04-10,1681084800,7731672.8272
2023-04-11,1681171200,7745315.8407
2023-04-29,1682726400,7458634.0776
2023-04-30,1682812800,7433998.5655
2023-05-01,1682899200,7404896.5195
2023-06-22,1687392000,8595256.6601
2023-06-24,1687564800,8772423.6532
2023-06-25,1687651200,8674136.4600
2023-08-15,1692057600,8163981.8624
2024-09-14,1726272000,10847808.2766
2024-08-18,1723939200,16828334.0166
2023-04-13,1681344000,7869267.9105
2023-07-22,1689984000,8136343.1478
2022-03-20,1647734400,9379072.6870
2022-05-17,1652745600,9566605.6411
2023-04-26,1682467200,7435262.3462
2023-05-04,1683158400,7428580.7131
2015-08-25,1440460800,3823934.3390
2023-06-19,1687132800,8450788.6297
2023-06-20,1687219200,8579836.9811
2013-01-01,1356998400,1836240.1710
2022-06-09,1654732800,8760847.6043
2022-06-10,1654819200,8810681.7383
2022-06-16,1655337600,9203699.5712
2022-08-02,1659398400,9609499.8383
2023-06-27,1687824000,8725960.0036
2021-12-13,1639353600,9911350.8647
2022-08-08,1659916800,9300090.3780
2022-08-09,1660003200,9139355.6426
2022-11-05,1667606400,6710505.5462
2022-11-06,1667692800,6760283.2422
2022-11-12,1668211200,7860090.3035
2022-12-13,1670889600,10429558.7613
2022-12-14,1670976000,10480363.7091
2021-12-14,1639440000,9989864.6902
2022-12-19,1671408000,10592833.9040
2022-12-20,1671494400,10569201.9165
2023-02-25,1677283200,6978834.3836
2023-02-26,1677369600,6918394.7403
2023-03-05,1677974400,6932388.4316
2023-04-06,1680739200,7855056.8012
2023-04-12,1681257600,7866178.7036
2023-07-23,1690070400,8123304.2055
2023-08-30,1693353600,7722305.6255
2016-08-17,1471392000,5581944.1425
2017-12-29,1514505600,17617311.9095
2018-07-16,1531699200,5887147.1389
2021-11-23,1637625600,9116925.2219
2021-11-30,1638230400,9558444.6560
2021-12-16,1639612800,10000003.6892
2022-01-13,1642032000,9381919.8850
2022-10-01,1664582400,6012367.5171
2022-01-19,1642550400,8867072.5740
2022-03-28,1648425600,9796005.7134
2022-10-02,1664668800,5999892.3710
2022-10-09,1665273600,5868045.2661
2022-04-05,1649116800,9959094.0738
2022-05-09,1652054400,8387963.5543
2022-05-10,1652140800,8459704.5139
2022-05-16,1652659200,9498815.8371
2023-04-27,1682553600,7349520.6859
2021-11-22,1637539200,9327817.3820
2022-01-20,1642636800,8818067.3281
2024-11-02,1730505600,9442576.9463
2025-01-18,1737158400,18673144.2353
2013-01-10,1357776000,1834222.0947
2023-04-08,1680912000,7829520.5929
2016-08-24,1471996800,5625163.2820
2022-06-11,1654905600,8854755.4888
2022-01-25,1643068800,8810071.0033
2021-12-23,1640217600,10147508.3167
2021-12-26,1640476800,9489832.3188
2021-12-27,1640563200,9486087.0839
2022-01-14,1642118400,9322844.3771
2022-01-21,1642723200,8867310.5373
2022-11-16,1668556800,8412630.7246
2022-06-20,1655683200,10053114.6931
2023-05-06,1683331200,7423005.2716
2022-01-23,1642896000,8738707.4320
2018-05-18,1526601600,7080995.6108
2021-12-02,1638403200,9619469.2624
2021-12-22,1640131200,10081304.0477
2022-04-06,1649203200,9896372.5591
2022-04-07,1649289600,9873654.3556
2022-04-08,1649376000,9895803.3928
2022-04-10,1649548800,9840261.8480
2022-05-18,1652832000,9532122.8898
2022-05-19,1652918400,9643468.9572
2022-05-20,1653004800,9719027.5404
2022-06-17,1655424000,9878719.0323
2022-06-18,1655510400,10028427.8993
2022-06-19,1655596800,10042683.5925
2022-06-21,1655769600,10107294.9413
2022-06-22,1655856000,10147218.9482
2022-08-10,1660089600,9102851.2270
2022-08-11,1660176000,8836729.1575
2022-08-13,1660348800,8352656.2727
2022-08-15,1660521600,8191959.2677
2022-10-10,1665360000,5847824.1342
2022-10-11,1665446400,5886989.4253
2022-10-12,1665532800,5877439.6298
2022-11-07,1667779200,6856435.9136
2022-11-13,1668297600,7874308.6219
2022-11-14,1668384000,7993093.4189
2022-11-15,1668470400,8080031.0238
2022-11-18,1668729600,9314547.6140
2022-12-21,1671580800,10595427.7792
2022-12-23,1671753600,10699600.0333
2022-12-24,1671840000,10714249.7149
2022-12-25,1671926400,10722315.7882
2022-12-26,1672012800,10630881.6505
2023-02-27,1677456000,6927783.1239
2023-03-07,1678147200,7132931.9127
2023-03-08,1678233600,7126072.5482
2023-03-17,1679011200,7211858.8812
2023-04-14,1681430400,7948732.3168
2023-04-15,1681516800,7929527.2900
2023-05-05,1683244800,7444920.4927
2023-05-09,1683590400,7702451.6728
2023-05-10,1683676800,7715905.1724
2023-06-30,1688083200,7958293.0326
2023-07-02,1688256000,8231109.1925
2023-07-03,1688342400,8176718.6118
2023-05-15,1684108800,8092918.4417
2022-01-01,1640995200,9686224.9518
2022-04-14,1649894400,10164820.6258
2022-10-20,1666224000,5751862.8011
2024-07-14,1720915200,15699330.0566
2021-12-20,1639958400,10034708.1619
2016-08-30,1472515200,5269042.3796
2021-12-30,1640822400,9503298.6901
2022-01-26,1643155200,8786283.5311
2023-03-21,1679356800,7159063.8004
2018-06-01,1527811200,6176580.7084
2021-12-29,1640736000,9444598.5826
2022-01-27,1643241600,8822473.6657
2022-01-29,1643414400,8718561.6272
2022-01-30,1643500800,8443405.3762
2022-02-01,1643673600,10130383.8162
2022-04-04,1649030400,9963969.6311
2022-04-11,1649635200,9847546.2114
2022-04-13,1649808000,9838314.4176
2022-04-16,1650067200,10160568.8750
2022-04-17,1650153600,10108459.4005
2022-05-23,1653264000,9563539.0653
2022-05-24,1653350400,9510096.3414
2022-05-26,1653523200,9481542.2029
2022-05-27,1653609600,9543351.9411
2022-05-28,1653696000,9497067.1071
2022-05-29,1653782400,9008702.3664
2022-06-24,1656028800,9632765.8396
2022-06-25,1656115200,9774051.2078
2022-06-27,1656288000,9378641.1698
2022-06-28,1656374400,9410275.7105
2022-06-29,1656460800,9477885.7052
2022-08-16,1660608000,8166364.3831
2022-08-17,1660694400,8066820.5974
2022-08-18,1660780800,8003455.3021
2022-08-21,1661040000,8001713.0227
2022-10-08,1665187200,6034238.0766
2022-10-15,1665792000,5811075.6957
2022-10-16,1665878400,5776996.0286
2022-10-17,1665964800,5652495.6807
2022-10-21,1666310400,5745926.1567
2022-11-19,1668816000,9341427.6605
2022-11-20,1668902400,9391356.2049
2022-11-21,1668988800,9469341.7009
2022-11-22,1669075200,9597696.4556
2022-12-27,1672099200,10613760.1886
2022-12-29,1672272000,10702344.6083
2022-12-31,1672444800,10970564.7949
2023-01-01,1672531200,10968672.4023
2023-03-04,1677888000,6994427.5707
2023-03-18,1679097600,7213194.1852
2023-03-19,1679184000,7116722.4806
2023-03-20,1679270400,7152718.5196
2023-03-22,1679443200,7188795.6261
2023-05-12,1683849600,7788784.0910
2023-05-13,1683936000,7774704.7867
2023-06-26,1687737600,8704716.7379
2023-07-04,1688428800,8096192.9139
2023-07-06,1688601600,8193645.3865
2022-02-04,1643932800,9992537.3640
2022-06-30,1656547200,9557434.9411
2023-01-02,1672617600,10958296.0151
2022-04-09,1649462400,9889271.1863
2023-05-18,1684368000,8112135.3700
2018-06-17,1529193600,5908909.8939
2013-04-12,1365724800,5322560.5606
2013-04-13,1365811200,5357236.6571
2013-04-14,1365897600,5397645.7571
2013-04-15,1365984000,5439537.1769
2013-04-16,1366070400,5556225.2940
2022-08-22,1661126400,7980718.1521
2023-03-24,1679616000,7313069.3264
2013-04-17,1366156800,5581081.0738
2013-04-28,1367107200,5616363.3832
2022-01-24,1642982400,8742099.7956
2013-05-01,1367366400,5490237.1379
2013-05-04,1367625600,5372438.9914
2022-02-02,1643760000,10104692.7310
2013-05-05,1367712000,5350648.7387
2022-02-03,1643846400,10006158.1865
2022-04-18,1650240000,10090155.6634
2013-05-06,1367798400,5324862.8266
2022-04-20,1650412800,10007319.1875
2013-05-07,1367884800,5327301.1121
2013-05-10,1368144000,5249737.6984
2013-05-18,1368835200,5093875.4472
2013-05-21,1369094400,5001321.3493
2013-05-22,1369180800,4994771.1004
2013-05-23,1369267200,4971676.8478
2013-05-24,1369353600,4961189.4360
2013-05-25,1369440000,5015531.5893
2013-05-26,1369526400,4834873.0545
2013-05-27,1369612800,4810021.0140
2013-05-28,1369699200,4812457.0890
2013-05-29,1369785600,4714386.8234
2013-05-30,1369872000,4703375.3914
2013-06-01,1370044800,4722306.7515
2013-06-02,1370131200,4717558.5448
2013-06-03,1370217600,4667118.1521
2013-06-05,1370390400,4563656.7257
2013-04-07,1365292800,4627354.4234
2016-09-06,1473120000,5084288.1648
2022-05-21,1653091200,9685509.4413
2022-07-01,1656633600,9590207.7090
2022-07-02,1656720000,9577378.4009
2022-08-24,1661299200,7951276.4681
2022-08-25,1661385600,7883684.5520
2022-10-13,1665619200,5783398.7733
2022-10-22,1666396800,5838939.0945
2022-10-23,1666483200,5795303.5444
2022-10-24,1666569600,5786961.6048
2023-01-03,1672704000,10968173.6398
2023-01-05,1672876800,11252026.4750
2023-03-25,1679702400,7285586.9427
2023-05-17,1684281600,8110470.8437
2023-05-19,1684454400,8135867.2080
2023-05-20,1684540800,8121738.7854
2013-04-08,1365379200,4701898.3507
2013-04-09,1365465600,4964606.9541
2022-02-10,1644451200,9410015.6371
2022-07-07,1657152000,9508451.5940
2023-05-26,1685059200,8623586.0748
2023-01-12,1673481600,11573406.9193
2013-04-22,1366588800,5591416.8466
2013-04-23,1366675200,5634408.4700
2013-04-24,1366761600,5659378.9465
2013-04-25,1366848000,5673335.6550
2022-08-30,1661817600,8060740.6091
2022-02-11,1644537600,9413466.4824
2022-04-26,1650931200,10100268.0071
2023-01-09,1673222400,11368805.6248
2018-07-01,1530403200,6061341.7113
2021-12-31,1640908800,9665042.3762
2013-04-19,1366329600,5588229.9943
2022-02-06,1644105600,9875345.9521
2022-02-07,1644192000,9846997.7295
2016-09-12,1473638400,4680583.2531
2022-02-12,1644624000,9423865.3849
2022-02-13,1644710400,9354514.2548
2022-02-14,1644796800,9202695.9862
2022-02-15,1644883200,9098400.2105
2022-04-15,1649980800,10171358.3152
2022-04-21,1650499200,10303320.1994
2022-04-22,1650585600,10297813.5621
2022-04-23,1650672000,10229710.6266
2022-04-27,1651017600,10022964.1403
2022-04-28,1651104000,10038908.7865
2022-06-26,1656201600,9706141.2497
2022-07-04,1656892800,9484032.8562
2022-07-05,1656979200,9467350.9124
2022-07-08,1657238400,9549397.9914
2022-07-09,1657324800,9567669.8912
2022-07-10,1657411200,9528508.3899
2022-07-11,1657497600,9659213.9657
2022-07-12,1657584000,9655057.6489
2022-08-19,1660867200,8036376.6343
2022-08-26,1661472000,7920694.5955
2022-08-27,1661558400,7907987.4594
2022-08-28,1661644800,8028741.0761
2022-08-31,1661904000,7888570.2365
2022-09-03,1662163200,7827471.5382
2022-09-04,1662249600,7929749.2831
2022-10-19,1666137600,5813837.8173
2022-10-25,1666656000,5862333.9180
2022-12-30,1672358400,10786976.8607
2023-01-06,1672963200,11310650.7758
2023-01-11,1673395200,11539561.9768
2023-01-13,1673568000,11627165.7967
2023-01-14,1673654400,11645609.4703
2023-05-14,1684022400,7791866.5586
2023-05-21,1684627200,8126906.6341
2023-05-22,1684713600,8337643.5950
2023-05-24,1684886400,8458786.8672
2023-05-27,1685145600,8611364.9460
2023-05-28,1685232000,8565253.1848
2023-05-31,1685491200,8491510.8056
2023-09-29,1695945600,6341030.9795
2013-04-20,1366416000,5604106.3006
2013-04-21,1366502400,5624776.3531
2022-02-19,1645228800,9047741.0109
2013-05-13,1368403200,5233790.9497
2013-05-16,1368662400,5103347.3485
2016-12-12,1481500800,5358272.8044
2018-07-30,1532908800,4964264.3823
2022-02-16,1644969600,9067884.4952
2022-02-17,1645056000,9086493.4524
2022-02-18,1645142400,9070939.1337
2022-02-20,1645315200,9010072.1863
2022-02-21,1645401600,9069654.7359
2022-02-25,1645747200,8751685.7957
2022-02-26,1645833600,8731215.2893
2022-02-28,1646006400,9141610.6849
2022-03-02,1646179200,9137532.2162
2022-03-03,1646265600,9175217.2368
2022-03-04,1646352000,9170627.4102
2022-03-05,1646438400,9135635.6891
2022-03-06,1646524800,9068855.8080
2022-03-07,1646611200,9017307.6902
2022-03-08,1646697600,9044385.8386
2022-03-10,1646870400,9024236.3881
2022-07-16,1657929600,9490177.3731
2022-07-17,1658016000,9472001.9117
2022-09-05,1662336000,7838423.7738
2022-09-06,1662422400,7877862.4566
2022-09-08,1662595200,7812804.7519
2022-09-09,1662681600,7780568.5024
2022-09-10,1662768000,7734483.6378
2022-09-11,1662854400,7512564.9919
2022-09-14,1663113600,7243090.5098
2022-09-15,1663200000,6579560.8494
2022-09-16,1663286400,6437983.8653
2022-09-17,1663372800,6404363.2203
2022-09-19,1663545600,6380029.2000
2022-09-20,1663632000,6343236.7246
2023-01-17,1673913600,11128123.2412
2023-01-18,1674000000,11201976.4599
2023-01-19,1674086400,11235534.7090
2023-01-20,1674172800,11179645.0236
2023-01-22,1674345600,11177889.6546
2023-01-24,1674518400,10971241.3298
2023-01-25,1674604800,10906294.3229
2023-01-26,1674691200,11187799.8572
2023-01-27,1674777600,11287424.0002
2023-01-28,1674864000,11293161.5926
2023-01-30,1675036800,11247988.8085
2023-01-31,1675123200,11126834.1869
2023-02-01,1675209600,11150487.9348
2023-02-02,1675296000,10803823.8829
2023-02-03,1675382400,10788570.8572
2023-02-04,1675468800,10722510.5540
2023-02-05,1675555200,10562427.5711
2023-06-02,1685664000,8574113.8502
2023-06-03,1685750400,8503638.4105
2023-06-04,1685836800,8463713.4100
2023-06-05,1685923200,8314140.6076
2023-10-14,1697241600,6727091.1829
2013-05-14,1368489600,5213875.4606
2013-05-15,1368576000,5214299.9298
2022-08-29,1661731200,8090064.2757
2023-10-30,1698624000,6462474.8531
2013-06-08,1370649600,4569166.2718
2018-12-04,1543881600,12326542.0602
2013-06-09,1370736000,4582974.0538
2013-06-13,1371081600,4486578.8269
2013-06-14,1371168000,4503387.0247
2013-06-07,1370563200,4576737.5515
2023-01-10,1673308800,11435401.4575
2013-06-11,1370908800,4542240.1132
2013-06-15,1371254400,4487765.9575
2013-06-16,1371340800,4483950.0053
2022-03-29,1648512000,10097519.6190
2013-06-17,1371427200,4438306.7974
2022-04-25,1650844800,10079399.2608
2013-06-18,1371513600,4406493.5163
2013-06-19,1371600000,4347960.7017
2013-06-20,1371686400,4277197.5156
2013-06-21,1371772800,4233250.7431
2013-06-22,1371859200,4189534.3308
2013-06-23,1371945600,4128314.3706
2013-06-24,1372032000,4093088.6597
2013-06-25,1372118400,4070549.0543
2013-07-05,1372982400,3493406.7780
2013-07-06,1373068800,3442378.8663
2013-07-07,1373155200,3352173.5369
2013-07-08,1373241600,3081318.5106
2013-07-09,1373328000,2887048.7704
2013-07-10,1373414400,2804698.4471
2013-07-11,1373500800,2749425.0045
2013-07-12,1373587200,2730309.4538
2013-07-13,1373673600,2707594.6254
2013-07-14,1373760000,2657346.7386
2013-07-15,1373846400,2531801.5461
2013-07-16,1373932800,2490915.9479
2013-07-18,1374105600,2474638.2435
2013-07-19,1374192000,2458390.6586
2013-07-22,1374451200,2357004.8171
2013-07-23,1374537600,2300937.1976
2013-07-24,1374624000,2266416.0354
2013-07-25,1374710400,2257477.0064
2013-07-26,1374796800,2234439.9517
2013-07-28,1374969600,2218523.9429
2013-07-29,1375056000,2228505.9388
2013-07-30,1375142400,2215383.5385
2013-07-31,1375228800,2215479.7069
2013-08-01,1375315200,2145752.9163
2013-08-04,1375574400,2307906.4859
2013-08-05,1375660800,2309091.8623
2013-08-06,1375747200,2308998.5600
2013-08-07,1375833600,2308314.6462
2013-08-10,1376092800,2289095.3573
2013-08-11,1376179200,2294421.1461
2013-08-13,1376352000,2406013.1586
2013-08-14,1376438400,2417793.1641
2013-08-16,1376611200,2435778.4534
2013-08-17,1376697600,2442506.7025
2013-08-19,1376870400,2458324.9334
2013-08-20,1376956800,2473742.3721
2010-08-17,1282003200,82633.4013
2022-09-13,1663027200,7268944.0445
2013-08-25,1377388800,2416381.0491
2023-06-06,1686009600,8321576.3350
2023-06-07,1686096000,8298738.6897
2013-08-21,1377043200,2486032.2362
2013-08-26,1377475200,2417116.1564
2021-05-13,1620864000,13181619.3654
2013-08-27,1377561600,2405301.7375
2013-08-28,1377648000,2399036.0848
2013-08-29,1377734400,2413289.9170
2013-08-30,1377820800,2424018.3920
2013-08-31,1377907200,2432461.8651
2023-11-15,1700006400,7101135.8282
2013-08-23,1377216000,2419729.9922
2022-02-23,1645574400,8744780.4817
2013-09-01,1377993600,2437922.9441
2022-09-12,1662940800,7317871.1321
2013-09-02,1378080000,2423116.4732
2013-09-03,1378166400,2403622.6952
2013-09-04,1378252800,2363887.1725
2013-09-05,1378339200,2344455.2335
2013-09-06,1378425600,2345019.4965
2013-09-09,1378684800,2330856.0265
2013-09-18,1379462400,2427560.0561
2013-09-19,1379548800,2491854.0260
2013-09-20,1379635200,2490997.9571
2013-09-21,1379721600,2501880.8194
2013-09-22,1379808000,2506615.1023
2013-09-24,1379980800,2490668.5111
2013-09-25,1380067200,2498444.8407
2013-09-26,1380153600,2476653.3218
2013-09-28,1380326400,2437602.0903
2013-09-29,1380412800,2362210.2781
2013-09-30,1380499200,2343807.8114
2013-10-02,1380672000,2347801.0010
2013-10-03,1380758400,2324981.5202
2013-10-05,1380931200,2321214.9344
2013-10-06,1381017600,2321624.9123
2013-10-07,1381104000,2428562.1250
2013-10-08,1381190400,2391846.6618
2013-10-09,1381276800,2419009.8558
2013-10-10,1381363200,2398386.9645
2013-10-11,1381449600,2382295.3682
2013-10-12,1381536000,2384691.0624
2013-10-15,1381795200,2416138.4692
2013-10-16,1381881600,2485451.0895
2013-10-18,1382054400,2499020.8099
2013-10-19,1382140800,2523204.0782
2013-10-20,1382227200,2538857.5242
2013-10-21,1382313600,2773928.4062
2013-10-24,1382572800,3013632.9414
2013-10-26,1382745600,3362927.9327
2013-10-27,1382832000,3365444.4052
2013-10-28,1382918400,3350817.2945
2013-10-29,1383004800,3367181.0746
2013-10-30,1383091200,3367244.6526
2013-10-31,1383177600,3355730.6366
2013-11-01,1383264000,3232709.5629
2013-11-03,1383436800,3242914.4912
2013-11-04,1383523200,3332362.6753
2013-07-04,1372896000,3516584.4031
2013-11-05,1383609600,3392173.7929
2013-11-06,1383696000,3420103.8017
2013-11-08,1383868800,3599353.2775
2013-11-09,1383955200,3659265.1702
2021-07-28,1627430400,9330583.2603
2013-11-10,1384041600,3708502.4836
2013-11-11,1384128000,3634473.6066
2013-11-12,1384214400,3691804.4734
2013-11-13,1384300800,3751017.8765
2013-06-30,1372550400,3833050.6900
2013-07-02,1372723200,3697555.6400
2013-11-14,1384387200,3873408.6135
2013-07-01,1372636800,3855177.8994
2013-11-16,1384560000,4012470.6505
2013-11-18,1384732800,4213428.6463
2013-11-19,1384819200,4340422.8002
2013-11-20,1384905600,4476827.8785
2013-11-21,1384992000,4512194.6236
2013-11-22,1385078400,4592490.9105
2013-12-15,1387065600,5739634.9023
2013-12-18,1387324800,5832267.4864
2013-12-19,1387411200,5853571.7576
2013-12-20,1387497600,5908991.3580
2013-12-22,1387670400,6738496.6622
2013-12-23,1387756800,6734694.8092
2013-12-24,1387843200,6742484.8046
2013-12-25,1387929600,6913835.6739
2013-12-27,1388102400,6970921.7890
2013-12-28,1388188800,6959787.6359
2013-12-29,1388275200,6954818.2599
2013-12-30,1388361600,6941135.1666
2013-12-31,1388448000,6890936.4058
2014-01-01,1388534400,6883517.1520
2014-01-02,1388620800,6898519.3342
2014-01-03,1388707200,6903743.1748
2014-01-04,1388793600,6964686.7973
2014-01-05,1388880000,6894233.4687
2014-01-12,1389484800,6996698.8505
2014-01-14,1389657600,6954947.7338
2014-01-15,1389744000,6959226.4380
2014-01-17,1389916800,6946773.5844
2014-01-18,1390003200,6924995.4135
2014-01-21,1390262400,6516433.7611
2014-01-22,1390348800,6510483.0007
2014-01-24,1390521600,6172348.7672
2014-01-25,1390608000,6161933.3610
2014-01-26,1390694400,6154563.2290
2014-01-27,1390780800,6138612.7257
2014-01-29,1390953600,6124081.7756
2014-01-31,1391126400,6109382.3273
2014-02-02,1391299200,6028221.3709
2014-02-03,1391385600,5958837.7196
2014-02-05,1391558400,6321838.1035
2014-02-06,1391644800,6683218.2148
2014-02-07,1391731200,6640839.6920
2014-02-08,1391817600,6585520.0269
2014-02-09,1391904000,6530552.7355
2014-02-11,1392076800,6415082.2476
2014-02-12,1392163200,6297889.1605
2014-02-13,1392249600,6219128.4640
2014-02-15,1392422400,6066747.5107
2014-02-16,1392508800,5956410.1670
2014-02-17,1392595200,5817976.7055
2014-02-18,1392681600,5722221.4951
2021-08-22,1629590400,8651010.6946
2014-02-20,1392854400,5632221.5668
2013-09-17,1379376000,2399009.9907
2014-02-21,1392940800,5556811.6781
2014-02-22,1393027200,5508778.0283
2014-02-23,1393113600,5281988.4851
2013-09-11,1378857600,2364828.5332
2013-09-16,1379289600,2400986.4123
2014-02-24,1393200000,5083361.5021
2013-09-14,1379116800,2387859.2312
2014-02-27,1393459200,4802591.1319
2014-02-28,1393545600,4824728.3769
2014-03-01,1393632000,4848958.8362
2014-03-02,1393718400,4803868.7016
2014-03-03,1393804800,4799495.3727
2014-03-04,1393891200,4780995.5006
2014-03-05,1393977600,4767605.6662
2014-03-06,1394064000,4742039.4874
2014-03-07,1394150400,5825339.9794
2014-03-09,1394323200,6486354.5735
2014-03-10,1394409600,6559728.0288
2014-03-11,1394496000,6547015.6282
2014-03-13,1394668800,6566914.1791
