d,outFlows
2015-07-16,221717.069
2015-07-17,180307.547
2015-07-18,150257.201
2015-07-19,104824.564
2015-07-20,182240.296
2015-07-21,191420.104
2015-07-22,155958.229
2015-07-23,147042.805
2015-07-24,209021.636
2015-07-25,189102.967
2015-07-26,103291.465
2015-07-27,211787.271
2015-07-28,258843.506
2015-07-29,201185.838
2015-07-30,185661.774
2015-07-31,206232.968
2015-08-01,149711.623
2015-08-02,179024.328
2015-08-03,160196.453
2015-08-04,171514.389
2015-08-05,235225.254
2015-08-06,150288.825
2015-08-07,192611.375
2015-08-08,215493.565
2015-08-09,293478.467
2015-08-10,296709.923
2015-08-11,249124.068
2015-08-12,265468.017
2015-08-13,194517.602
2015-08-14,200693.039
2015-08-15,168001.804
2015-08-16,167165.706
2015-08-17,215510.219
2015-08-18,304522.916
2015-08-19,237100.101
2015-08-20,242307.224
2015-08-21,199575.545
2015-08-22,230854.318
2015-08-23,119851.141
2015-08-24,310175.304
2015-08-25,286233.528
2015-08-26,269607.639
2015-08-27,200846.674
2015-08-28,309604.738
2015-08-29,163772.195
2015-08-30,139278.878
2015-08-31,256495.346
2015-09-01,330858.776
2015-09-02,163538.819
2015-09-03,214438.875
2015-09-04,202709.983
2015-09-05,137174.889
2015-09-06,260943.231
2015-09-07,212050.337
2015-09-08,211194.064
2015-09-09,233971.623
2015-09-10,162465.187
2015-09-11,202724.501
2015-09-12,106755.493
2015-09-13,146094.991
2015-09-14,225364.319
2015-09-15,197902.472
2015-09-16,197312.154
2015-09-17,222134.99
2015-09-18,245014.118
2015-09-19,266579.917
2015-09-20,224477.812
2015-09-21,337988.506
2015-09-22,246484.306
2015-09-23,204875.12
2015-09-24,175318.218
2015-09-25,199550.564
2015-09-26,134487.362
2015-09-27,101047.761
2015-09-28,221699.204
2015-09-29,273458.426
2015-09-30,220844.204
2015-10-01,166030.221
2015-10-02,186582.21
2015-10-03,97377.869
2015-10-04,106781.967
2015-10-05,129906.588
2015-10-06,200754.587
2015-10-07,248206.494
2015-10-08,203568.314
2015-10-09,159934.628
2015-10-10,104111.928
2015-10-11,89331.493
2015-10-12,164364.104
2015-10-13,182909.251
2015-10-14,235739.258
2015-10-15,294908.21
2015-10-16,295791.438
2015-10-17,242153.448
2015-10-18,174855.81
2015-10-19,242372.973
2015-10-20,255083.583
2015-10-21,251232.174
2015-10-22,285672.991
2015-10-23,212131.6
2015-10-24,235107.793
2015-10-25,300069.5
2015-10-26,288117.923
2015-10-27,256030.052
2015-10-28,267845.868
2015-10-29,304174.287
2015-10-30,422001.094
2015-10-31,301491.6
2015-11-01,266752.775
2015-11-02,429626.771
2015-11-03,591704.185
2015-11-04,578893.264
2015-11-05,709795.148
2015-11-06,370131.235
2015-11-07,324726.91
2015-11-08,285896.155
2015-11-09,471548.621
2015-11-10,476027.514
2015-11-11,541094.207
2015-11-12,401375.34
2015-11-13,385517.686
2015-11-14,323517.553
2015-11-15,323612.169
2015-11-16,398983.476
2015-11-17,363578.213
2015-11-18,389134.532
2015-11-19,292972.469
2015-11-20,327053.893
2015-11-21,254593.909
2015-11-22,208350.304
2015-11-23,235086.114
2015-11-24,223266.729
2015-11-25,270842.201
2015-11-26,360882.586
2015-11-27,365631.881
2015-11-28,330814.977
2015-11-29,223728.781
2015-11-30,381257.501
2015-12-01,573633.341
2015-12-02,443976.761
2015-12-03,359850.845
2015-12-04,268029.149
2015-12-05,495723.393
2015-12-06,421386.502
2015-12-07,418110.357
2015-12-08,455451.885
2015-12-09,432083.505
2015-12-10,365752.375
2015-12-11,347964.611
2015-12-12,392987.091
2015-12-13,324931.225
2015-12-14,361830.17
2015-12-15,468463.16
2015-12-16,429529.31
2015-12-17,477817.533
2015-12-18,357868.171
2015-12-19,325910.501
2015-12-20,303888.797
2015-12-21,453997.113
2015-12-22,427257.659
2015-12-23,358350.137
2015-12-24,396570.718
2015-12-25,340085.609
2015-12-26,371467.79
2015-12-27,168750.164
2015-12-28,244379.161
2015-12-29,171701.045
2015-12-30,164294.261
2015-12-31,184573.227
2016-01-01,110666.247
2016-01-02,87128.361
2016-01-03,105261.916
2016-01-04,142914.284
2016-01-05,154361.453
2016-01-06,177011.117
2016-01-07,238353.276
2016-01-08,153756.043
2016-01-09,88442.416
2016-01-10,181755.891
2016-01-11,183254.89
2016-01-12,173627.1
2016-01-13,207470.103
2016-01-14,166664.619
2016-01-15,193609.421
2016-01-16,234784.533
2016-01-17,137488.36
2016-01-18,199597.055
2016-01-19,170586.437
2016-01-20,251856.027
2016-01-21,274582.501
2016-01-22,202968.957
2016-01-23,164140.463
2016-01-24,158465.957
2016-01-25,257658.234
2016-01-26,262832.256
2016-01-27,259011.96
2016-01-28,250625.699
2016-01-29,272616.866
2016-01-30,243045.654
2016-01-31,182742.037
2016-02-01,241127.359
2016-02-02,270078.915
2016-02-03,182576.612
2016-02-04,296952.084
2016-02-05,348872.413
2016-02-06,245562.149
2016-02-07,179080.115
2016-02-08,138328.394
2016-02-09,205647.531
2016-02-10,224164.338
2016-02-11,234033.761
2016-02-12,238415.548
2016-02-13,246709.385
2016-02-14,218005.867
2016-02-15,365461.47
2016-02-16,321379.337
2016-02-17,305942.145
2016-02-18,301288.746
2016-02-19,264968.518
2016-02-20,289322.352
2016-02-21,288699.416
2016-02-22,276743.062
2016-02-23,362307.874
2016-02-24,310535.292
2016-02-25,290937.336
2016-02-26,312543.271
2016-02-27,310134.195
2016-02-28,315092.195
2016-02-29,405553.483
2016-03-01,541014.598
2016-03-02,561299.145
2016-03-03,334107.363
2016-03-04,330725.41
2016-03-05,321632.781
2016-03-06,208362.039
2016-03-07,404088.35
2016-03-08,246062.046
2016-03-09,214566.634
2016-03-10,197746.422
2016-03-11,262349.783
2016-03-12,201695.683
2016-03-13,177777.912
2016-03-14,225352.552
2016-03-15,200661.63
2016-03-16,250853.071
2016-03-17,210903.64
2016-03-18,254100.3
2016-03-19,166587.863
2016-03-20,190453.704
2016-03-21,190676.949
2016-03-22,231533.985
2016-03-23,194546.463
2016-03-24,256049.378
2016-03-25,172990.09
2016-03-26,131462.484
2016-03-27,193669.716
2016-03-28,211801.513
2016-03-29,157682.697
2016-03-30,214269.484
2016-03-31,186446.193
2016-04-01,191345.124
2016-04-02,156063.332
2016-04-03,137911.175
2016-04-04,160715.328
2016-04-05,231440.718
2016-04-06,181835.092
2016-04-07,182259.988
2016-04-08,215212.228
2016-04-09,210584.579
2016-04-10,179570.731
2016-04-11,154556.189
2016-04-12,194070.419
2016-04-13,200589.146
2016-04-14,157840.805
2016-04-15,177496.321
2016-04-16,226961.774
2016-04-17,163628.203
2016-04-18,167512.914
2016-04-19,179334.944
2016-04-20,202008.866
2016-04-21,252009.98
2016-04-22,213397.887
2016-04-23,192524.196
2016-04-24,159236.463
2016-04-25,217274.266
2016-04-26,253177.127
2016-04-27,199318.581
2016-04-28,187114.289
2016-04-29,171659.381
2016-04-30,128666.614
2016-05-01,118150.716
2016-05-02,180714.561
2016-05-03,171816.542
2016-05-04,149356.364
2016-05-05,163973.278
2016-05-06,156492.792
2016-05-07,115225.521
2016-05-08,93204.242
2016-05-09,157809.871
2016-05-10,164570.471
2016-05-11,162842.746
2016-05-12,176307.759
2016-05-13,168623.926
2016-05-14,119161.362
2016-05-15,124089.977
2016-05-16,159580.904
2016-05-17,225875.41
2016-05-18,161363.174
2016-05-19,179748.272
2016-05-20,172258.299
2016-05-21,125051.079
2016-05-22,114449.402
2016-05-23,195083.228
2016-05-24,193514.781
2016-05-25,270165.51
2016-05-26,289124.223
2016-05-27,512694.572
2016-05-28,386950.758
2016-05-29,315530.795
2016-05-30,294955.502
2016-05-31,303357.387
2016-06-01,204749.595
2016-06-02,157596.719
2016-06-03,154650.531
2016-06-04,128648.112
2016-06-05,161264.751
2016-06-06,158150.916
2016-06-07,183990.771
2016-06-08,147118.12
2016-06-09,398602.678
2016-06-10,376561.348
2016-06-11,194814.679
2016-06-12,291846.264
2016-06-13,341261.555
2016-06-14,238797.947
2016-06-15,326000.432
2016-06-16,417520.281
2016-06-17,269836.449
2016-06-18,166784.973
2016-06-19,114562.544
2016-06-20,200850.16
2016-06-21,249237.862
2016-06-22,388714.5
2016-06-23,316713.393
2016-06-24,190462.648
2016-06-25,142886.518
2016-06-26,146928.118
2016-06-27,205936.082
2016-06-28,176949.647
2016-06-29,284073.352
2016-06-30,198256.588
2016-07-01,162737.118
2016-07-02,139810.658
2016-07-03,167025.058
2016-07-04,161427.375
2016-07-05,167975.874
2016-07-06,213691.227
2016-07-07,295040.605
2016-07-08,160439.382
2016-07-09,105342.359
2016-07-10,68855.529
2016-07-11,139227.111
2016-07-12,171407.957
2016-07-13,166474.916
2016-07-14,142282.415
2016-07-15,155155.311
2016-07-16,114334.818
2016-07-17,112959.76
2016-07-18,156328.193
2016-07-19,131875.761
2016-07-20,223590.522
2016-07-21,115012.929
2016-07-22,153026.891
2016-07-23,102667.622
2016-07-24,102422.817
2016-07-25,116842.688
2016-07-26,127861.294
2016-07-27,157092.146
2016-07-28,133903.001
2016-07-29,106234.54
2016-07-30,75850.604
2016-07-31,118356.285
2016-08-01,147456.165
2016-08-02,254841.668
2016-08-03,252984.533
2016-08-04,235920.758
2016-08-05,165780.989
2016-08-06,96102.961
2016-08-07,105958.9
2016-08-08,99119.122
2016-08-09,157383.753
2016-08-10,144511.008
2016-08-11,138733.797
2016-08-12,123068.061
2016-08-13,105245.388
2016-08-14,93187.573
2016-08-15,126314.069
2016-08-16,174826.298
2016-08-17,208064.838
2016-08-18,127576.354
2016-08-19,164755.977
2016-08-20,83924.582
2016-08-21,66940.661
2016-08-22,141321.211
2016-08-23,173476.579
2016-08-24,154028.196
2016-08-25,134483.204
2016-08-26,100413.025
2016-08-27,87086.625
2016-08-28,70193.219
2016-08-29,133270.02
2016-08-30,112420.967
2016-08-31,130794.93
2016-09-01,184363.515
2016-09-02,121817.892
2016-09-03,95263.295
2016-09-04,103401.389
2016-09-05,127041.122
2016-09-06,136812.894
2016-09-07,187695.102
2016-09-08,129059.324
2016-09-09,132536.087
2016-09-10,65859.195
2016-09-11,86356.595
2016-09-12,124047.644
2016-09-13,99792.293
2016-09-14,104235.222
2016-09-15,152420.292
2016-09-16,109062.365
2016-09-17,89125.382
2016-09-18,105018.364
2016-09-19,106050.227
2016-09-20,148078.561
2016-09-21,154993.8
2016-09-22,89889.44
2016-09-23,154209.902
2016-09-24,85126.083
2016-09-25,429568.467
2016-09-26,126173.983
2016-09-27,162538.302
2016-09-28,159736.926
2016-09-29,160160.977
2016-09-30,156834.091
2016-10-01,128698.984
2016-10-02,116453.293
2016-10-03,158025.203
2016-10-04,129425.114
2016-10-05,164024.867
2016-10-06,133348.643
2016-10-07,172358.731
2016-10-08,185471.269
2016-10-09,127096.661
2016-10-10,119623.068
2016-10-11,190210.898
2016-10-12,184583.159
2016-10-13,144898.875
2016-10-14,131450.587
2016-10-15,143053.27
2016-10-16,191675.105
2016-10-17,201129.69
2016-10-18,305179.44
2016-10-19,211086.993
2016-10-20,198895.739
2016-10-21,144550.904
2016-10-22,127204.623
2016-10-23,103185.149
2016-10-24,142922.539
2016-10-25,184951.992
2016-10-26,171873.734
2016-10-27,202189.513
2016-10-28,147293.739
2016-10-29,140503.641
2016-10-30,110247.847
2016-10-31,156938.56
2016-11-01,185052.204
2016-11-02,135188.743
2016-11-03,232807.886
2016-11-04,154398.385
2016-11-05,100505.606
2016-11-06,109767.859
2016-11-07,147591.442
2016-11-08,146902.292
2016-11-09,166667.685
2016-11-10,148251.097
2016-11-11,106958.176
2016-11-12,88215.676
2016-11-13,110080.512
2016-11-14,117030.248
2016-11-15,120122.26
2016-11-16,216480.965
2016-11-17,193230.75
2016-11-18,152971.743
2016-11-19,137129.289
2016-11-20,105364.767
2016-11-21,138333.642
2016-11-22,116094.83
2016-11-23,164050.196
2016-11-24,162458.421
2016-11-25,159609.292
2016-11-26,264012.717
2016-11-27,116646.981
2016-11-28,184685.353
2016-11-29,116598.806
2016-11-30,151979.004
2016-12-01,144271.786
2016-12-02,148406.823
2016-12-03,102557.222
2016-12-04,63412.64
2016-12-05,157709.067
2016-12-06,118273.576
2016-12-07,146978.346
2016-12-08,124045.236
2016-12-09,140437.531
2016-12-10,87300.207
2016-12-11,71119.2
2016-12-12,150890.306
2016-12-13,106760.432
2016-12-14,113279.986
2016-12-15,129229.531
2016-12-16,163514.939
2016-12-17,107073.629
2016-12-18,85805.494
2016-12-19,119322.632
2016-12-20,130105.927
2016-12-21,164852.358
2016-12-22,163781.11
2016-12-23,209664.614
2016-12-24,132946.288
2016-12-25,121677.308
2016-12-26,101006.134
2016-12-27,144809.027
2016-12-28,167629.87
2016-12-29,140593.913
2016-12-30,147980.83
2016-12-31,89986.439
2017-01-01,81664.502
2017-01-02,140306.702
2017-01-03,148341.05
2017-01-04,165728.756
2017-01-05,415780.665
2017-01-06,265565.464
2017-01-07,178077.58
2017-01-08,129189.731
2017-01-09,142416.032
2017-01-10,163005.591
2017-01-11,257824.84
2017-01-12,202862.452
2017-01-13,163752.702
2017-01-14,84618.739
2017-01-15,77046.079
2017-01-16,114359.866
2017-01-17,181785.758
2017-01-18,131454.117
2017-01-19,124101.181
2017-01-20,140503.026
2017-01-21,205704.17
2017-01-22,179569.09
2017-01-23,105409.591
2017-01-24,87031.067
2017-01-25,104934.61
2017-01-26,91297.575
2017-01-27,75372.841
2017-01-28,42928.726
2017-01-29,49159.533
2017-01-30,65233.787
2017-01-31,79334.094
2017-02-01,99460.11
2017-02-02,81713.445
2017-02-03,113324.069
2017-02-04,90501.887
2017-02-05,68751.119
2017-02-06,76178.127
2017-02-07,84538.078
2017-02-08,114399.561
2017-02-09,134771.785
2017-02-10,93167.676
2017-02-11,63601.321
2017-02-12,56486.867
2017-02-13,54230.789
2017-02-14,77598.534
2017-02-15,55436.051
2017-02-16,80953.836
2017-02-17,54356.188
2017-02-18,38370.643
2017-02-19,45185.621
2017-02-20,43140.531
2017-02-21,61241.289
2017-02-22,64923.355
2017-02-23,74245.413
2017-02-24,89739.174
2017-02-25,47078.496
2017-02-26,38698.643
2017-02-27,60201.782
2017-02-28,70183.711
2017-03-01,85609.436
2017-03-02,125178.369
2017-03-03,99502.768
2017-03-04,44814.573
2017-03-05,48848.791
2017-03-06,58297.067
2017-03-07,68290.766
2017-03-08,70724.288
2017-03-09,65256.737
2017-03-10,94141.679
2017-03-11,95488.494
2017-03-12,53659.079
2017-03-13,112101.414
2017-03-14,96680.734
2017-03-15,83660.887
2017-03-16,140714.374
2017-03-17,150389.924
2017-03-18,116347.155
2017-03-19,94479.721
2017-03-20,87374.479
2017-03-21,101255.699
2017-03-22,137991.077
2017-03-23,133216.649
2017-03-24,133837.589
2017-03-25,118215.817
2017-03-26,77612.01
2017-03-27,108287.544
2017-03-28,107007.306
2017-03-29,121227.083
2017-03-30,144899.136
2017-03-31,157447.976
2017-04-01,90609.688
2017-04-02,83121.098
2017-04-03,98265.765
2017-04-04,111196.795
2017-04-05,109075.423
2017-04-06,95318.875
2017-04-07,110395.647
2017-04-08,57005.217
2017-04-09,51571.536
2017-04-10,74749.334
2017-04-11,99606.557
2017-04-12,87083.633
2017-04-13,93204.205
2017-04-14,99391.788
2017-04-15,73267.005
2017-04-16,50452.327
2017-04-17,68354.611
2017-04-18,96016.487
2017-04-19,108533.752
2017-04-20,93825.15
2017-04-21,96748.156
2017-04-22,63664.622
2017-04-23,52916.108
2017-04-24,88168.807
2017-04-25,87594.237
2017-04-26,99775.581
2017-04-27,105054.774
2017-04-28,110678.384
2017-04-29,85782.535
2017-04-30,74411.863
2017-05-01,119745.051
2017-05-02,114098.614
2017-05-03,124585.35
2017-05-04,172296.504
2017-05-05,175861.235
2017-05-06,95849.568
2017-05-07,98962.367
2017-05-08,161261.187
2017-05-09,186273.719
2017-05-10,171694.372
2017-05-11,143014.274
2017-05-12,146538.23
2017-05-13,94027.519
2017-05-14,81627.767
2017-05-15,131940.454
2017-05-16,144911.542
2017-05-17,247250.702
2017-05-18,146891.026
2017-05-19,186517.193
2017-05-20,125985.116
2017-05-21,110011.516
2017-05-22,219043.185
2017-05-23,198823.813
2017-05-24,191753.271
2017-05-25,198791.285
2017-05-26,191602.666
2017-05-27,143155.957
2017-05-28,111099.984
2017-05-29,133570.772
2017-05-30,160625.881
2017-05-31,203605.483
2017-06-01,188108.822
2017-06-02,157133.914
2017-06-03,191862.692
2017-06-04,150308.565
2017-06-05,175440.851
2017-06-06,159432.388
2017-06-07,175238.925
2017-06-08,157699.817
2017-06-09,132686.568
2017-06-10,116902.467
2017-06-11,126118.101
2017-06-12,164260.388
2017-06-13,210881.671
2017-06-14,152336.671
2017-06-15,207107.304
2017-06-16,122680.13
2017-06-17,125080.633
2017-06-18,271896.319
2017-06-19,135496.878
2017-06-20,162362.08
2017-06-21,156132.907
2017-06-22,142768.744
2017-06-23,119876.922
2017-06-24,103923.8
2017-06-25,109242.326
2017-06-26,183692.631
2017-06-27,177343.615
2017-06-28,176281.616
2017-06-29,107710.107
2017-06-30,157093.34
2017-07-01,107028.655
2017-07-02,91079.239
2017-07-03,146666.155
2017-07-04,107021.953
2017-07-05,117925.993
2017-07-06,101092.835
2017-07-07,158756.702
2017-07-08,127968.253
2017-07-09,87633.78
2017-07-10,131770.065
2017-07-11,142484.938
2017-07-12,139578.341
2017-07-13,155234.893
2017-07-14,109525.559
2017-07-15,120574.228
2017-07-16,125083.651
2017-07-17,138521.706
2017-07-18,175917.49
2017-07-19,181325.603
2017-07-20,146238.649
2017-07-21,138113.338
2017-07-22,110280.294
2017-07-23,97897.299
2017-07-24,106543.876
2017-07-25,266325.924
2017-07-26,166454.935
2017-07-27,165731.503
2017-07-28,248329.672
2017-07-29,85261.617
2017-07-30,217802.793
2017-07-31,212195.41
2017-08-01,213242.51
2017-08-02,209089.565
2017-08-03,162652.068
2017-08-04,150812.62
2017-08-05,173743.841
2017-08-06,157962.427
2017-08-07,221114.244
2017-08-08,184996.546
2017-08-09,132218.328
2017-08-10,252765.829
2017-08-11,217873.959
2017-08-12,196787.403
2017-08-13,159016.005
2017-08-14,142036.864
2017-08-15,217388.761
2017-08-16,151479.407
2017-08-17,141844.924
2017-08-18,170023.803
2017-08-19,173368.11
2017-08-20,116842.765
2017-08-21,162549.403
2017-08-22,172190.471
2017-08-23,144979.643
2017-08-24,134168.59
2017-08-25,119344.489
2017-08-26,112657.199
2017-08-27,100983.027
2017-08-28,167054.467
2017-08-29,152129.3
2017-08-30,163809.386
2017-08-31,128734.541
2017-09-01,141021.493
2017-09-02,107870.548
2017-09-03,92517.346
2017-09-04,209438.393
2017-09-05,203582.22
2017-09-06,144694.685
2017-09-07,166590.493
2017-09-08,181891.904
2017-09-09,139173.456
2017-09-10,132088.783
2017-09-11,142166.276
2017-09-12,138208.896
2017-09-13,181259.85
2017-09-14,216127.692
2017-09-15,298317.916
2017-09-16,149715.34
2017-09-17,78365.854
2017-09-18,158555.198
2017-09-19,123303.718
2017-09-20,98986.706
2017-09-21,102520.238
2017-09-22,86105.003
2017-09-23,62440.832
2017-09-24,46351.063
2017-09-25,87617.387
2017-09-26,96298.398
2017-09-27,135253.399
2017-09-28,117776.746
2017-09-29,104391.443
2017-09-30,73705.987
2017-10-01,56309.959
2017-10-02,98794.164
2017-10-03,95484.156
2017-10-04,80026.003
2017-10-05,75397.55
2017-10-06,72590.068
2017-10-07,63888.019
2017-10-08,53533.813
2017-10-09,110487.643
2017-10-10,106375.762
2017-10-11,86891.298
2017-10-12,98372.451
2017-10-13,120541.714
2017-10-14,60673.009
2017-10-15,60292.229
2017-10-16,77376.321
2017-10-17,87311.564
2017-10-18,115328.08
2017-10-19,90326.781
2017-10-20,90242.497
2017-10-21,70159.858
2017-10-22,68094.517
2017-10-23,272303.026
2017-10-24,133736.326
2017-10-25,86197.046
2017-10-26,85794.586
2017-10-27,62412.116
2017-10-28,65426.623
2017-10-29,68642.05
2017-10-30,76172.548
2017-10-31,93796.253
2017-11-01,90421.37
2017-11-02,132235.205
2017-11-03,97692.909
2017-11-04,59712.908
2017-11-05,62454.156
2017-11-06,78676.051
2017-11-07,102102.967
2017-11-08,103425.375
2017-11-09,117718.439
2017-11-10,130067.258
2017-11-11,105918.745
2017-11-12,121072.793
2017-11-13,271628.755
2017-11-14,207188.332
2017-11-15,205114.884
2017-11-16,221622.421
2017-11-17,205373.869
2017-11-18,184383.358
2017-11-19,108517.348
2017-11-20,148903.236
2017-11-21,194547.581
2017-11-22,154169.983
2017-11-23,150005.394
2017-11-24,166516.448
2017-11-25,102043.001
2017-11-26,111878.569
2017-11-27,131133.921
2017-11-28,140281.267
2017-11-29,175848.09
2017-11-30,152297.675
2017-12-01,111388.356
2017-12-02,89537.976
2017-12-03,73870.147
2017-12-04,94330.994
2017-12-05,117016.85
2017-12-06,173038.816
2017-12-07,237600.121
2017-12-08,193372.713
2017-12-09,142677.798
2017-12-10,148934.829
2017-12-11,139711.264
2017-12-12,159248.387
2017-12-13,220510.511
2017-12-14,133978.328
2017-12-15,173446.158
2017-12-16,119344.021
2017-12-17,169275.465
2017-12-18,162443.086
2017-12-19,148824.78
2017-12-20,142761.337
2017-12-21,153232.322
2017-12-22,178924.196
2017-12-23,124966.965
2017-12-24,120667.588
2017-12-25,136221.417
2017-12-26,136127.647
2017-12-27,184156.787
2017-12-28,169613.538
2017-12-29,179939.616
2017-12-30,171689.418
2017-12-31,209548.85
2018-01-01,156541.951
2018-01-02,200272.318
2018-01-03,191854.438
2018-01-04,205368.651
2018-01-05,196822.35
2018-01-06,160322.557
2018-01-07,132434.945
2018-01-08,241497.024
2018-01-09,204620.545
2018-01-10,231756.225
2018-01-11,199167.377
2018-01-12,182263.555
2018-01-13,132016.057
2018-01-14,137037.449
2018-01-15,165364.999
2018-01-16,213520.137
2018-01-17,217315.153
2018-01-18,194768.08
2018-01-19,178446.593
2018-01-20,144213.181
2018-01-21,152120.565
2018-01-22,133650.162
2018-01-23,127642.839
2018-01-24,121732.377
2018-01-25,119544.515
2018-01-26,146699.351
2018-01-27,84030.599
2018-01-28,94915.436
2018-01-29,105923.267
2018-01-30,126064.099
2018-01-31,111740.832
2018-02-01,159708.481
2018-02-02,192730.435
2018-02-03,111156.631
2018-02-04,89150.996
2018-02-05,200979.914
2018-02-06,220579.811
2018-02-07,135512.091
2018-02-08,151028.471
2018-02-09,247718.379
2018-02-10,91183.41
2018-02-11,75390.456
2018-02-12,103890.855
2018-02-13,78940.929
2018-02-14,111301.839
2018-02-15,110745.935
2018-02-16,93503.272
2018-02-17,72155.131
2018-02-18,68113.74
2018-02-19,66914.264
2018-02-20,87828.297
2018-02-21,99044.27
2018-02-22,117203.031
2018-02-23,170501.161
2018-02-24,118507.748
2018-02-25,50674.531
2018-02-26,81714.327
2018-02-27,101906.935
2018-02-28,115915.057
2018-03-01,98526.754
2018-03-02,105337.387
2018-03-03,68240.746
2018-03-04,60056.054
2018-03-05,79113.771
2018-03-06,90386.56
2018-03-07,114347.634
2018-03-08,109428.537
2018-03-09,124293.164
2018-03-10,100578.829
2018-03-11,87012.794
2018-03-12,78210.735
2018-03-13,94541.801
2018-03-14,89895.227
2018-03-15,103953.819
2018-03-16,73783.119
2018-03-17,65188.426
2018-03-18,70796.822
2018-03-19,95033.018
2018-03-20,92258.396
2018-03-21,83441.62
2018-03-22,70843.363
2018-03-23,88280.823
2018-03-24,58001.009
2018-03-25,49506.125
2018-03-26,85212.769
2018-03-27,79768.039
2018-03-28,115039.952
2018-03-29,104735.712
2018-03-30,123069.344
2018-03-31,88989.508
2018-04-01,78064.08
2018-04-02,83051.001
2018-04-03,141074.891
2018-04-04,97966.383
2018-04-05,119065.894
2018-04-06,74512.775
2018-04-07,84279.404
2018-04-08,50520.988
2018-04-09,96772.006
2018-04-10,102088.593
2018-04-11,137964.415
2018-04-12,153824.463
2018-04-13,139864.306
2018-04-14,57402.377
2018-04-15,55609.977
2018-04-16,147459.963
2018-04-17,185769.549
2018-04-18,113701.478
2018-04-19,115662.039
2018-04-20,173552.824
2018-04-21,120371.964
2018-04-22,89987.132
2018-04-23,101691.455
2018-04-24,260342.617
2018-04-25,245205.786
2018-04-26,122539.814
2018-04-27,108794.466
2018-04-28,160201.647
2018-04-29,108425.003
2018-04-30,122423.164
2018-05-01,80675.861
2018-05-02,107852.415
2018-05-03,128791.97
2018-05-04,114005.808
2018-05-05,67627.517
2018-05-06,82105.0
2018-05-07,107114.006
2018-05-08,116471.283
2018-05-09,92475.299
2018-05-10,104659.684
2018-05-11,146219.122
2018-05-12,93002.951
2018-05-13,63523.249
2018-05-14,109034.549
2018-05-15,98121.43
2018-05-16,95798.939
2018-05-17,146850.89
2018-05-18,123538.737
2018-05-19,52994.65
2018-05-20,52428.78
2018-05-21,74813.276
2018-05-22,78180.775
2018-05-23,109256.682
2018-05-24,100188.274
2018-05-25,106782.214
2018-05-26,44694.985
2018-05-27,40222.407
2018-05-28,130583.152
2018-05-29,106378.273
2018-05-30,79476.409
2018-05-31,105321.8
2018-06-01,84825.904
2018-06-02,62545.754
2018-06-03,57924.755
2018-06-04,73694.46
2018-06-05,80762.768
2018-06-06,82415.79
2018-06-07,76580.759
2018-06-08,81071.705
2018-06-09,44173.053
2018-06-10,111806.094
2018-06-11,111883.957
2018-06-12,105570.961
2018-06-13,139638.488
2018-06-14,104425.397
2018-06-15,100228.846
2018-06-16,51350.476
2018-06-17,44625.671
2018-06-18,83870.644
2018-06-19,87426.121
2018-06-20,71385.218
2018-06-21,86231.351
2018-06-22,119809.556
2018-06-23,59856.255
2018-06-24,79000.223
2018-06-25,83000.068
2018-06-26,75416.952
2018-06-27,86657.724
2018-06-28,72285.838
2018-06-29,85928.223
2018-06-30,72951.473
2018-07-01,48334.717
2018-07-02,87456.684
2018-07-03,88942.663
2018-07-04,73743.693
2018-07-05,68511.669
2018-07-06,73719.163
2018-07-07,46876.854
2018-07-08,47195.907
2018-07-09,71837.539
2018-07-10,85888.06
2018-07-11,69146.15
2018-07-12,70863.403
2018-07-13,90635.314
2018-07-14,42596.676
2018-07-15,45725.959
2018-07-16,73208.476
2018-07-17,77941.056
2018-07-18,106027.083
2018-07-19,99062.854
2018-07-20,85882.363
2018-07-21,43026.921
2018-07-22,41741.397
2018-07-23,101673.607
2018-07-24,107202.486
2018-07-25,103904.957
2018-07-26,74196.247
2018-07-27,68488.463
2018-07-28,46185.592
2018-07-29,49772.529
2018-07-30,78644.343
2018-07-31,99314.168
2018-08-01,63571.893
2018-08-02,87060.073
2018-08-03,99794.586
2018-08-04,55719.042
2018-08-05,36978.434
2018-08-06,68465.663
2018-08-07,69433.913
2018-08-08,132270.148
2018-08-09,105866.717
2018-08-10,71170.355
2018-08-11,60020.422
2018-08-12,43130.181
2018-08-13,79978.818
2018-08-14,98566.455
2018-08-15,100969.083
2018-08-16,69736.321
2018-08-17,75138.789
2018-08-18,45551.41
2018-08-19,28714.919
2018-08-20,61888.533
2018-08-21,74553.295
2018-08-22,82196.134
2018-08-23,67652.222
2018-08-24,71647.571
2018-08-25,44928.299
2018-08-26,41782.978
2018-08-27,65463.171
2018-08-28,114044.207
2018-08-29,68398.493
2018-08-30,71508.797
2018-08-31,82877.006
2018-09-01,55086.36
2018-09-02,47513.926
2018-09-03,60439.871
2018-09-04,67070.629
2018-09-05,85314.249
2018-09-06,110442.153
2018-09-07,72063.605
2018-09-08,40461.952
2018-09-09,41278.575
2018-09-10,60949.475
2018-09-11,63028.255
2018-09-12,77140.681
2018-09-13,71831.532
2018-09-14,64069.956
2018-09-15,33286.257
2018-09-16,26541.779
2018-09-17,55006.093
2018-09-18,55865.918
2018-09-19,57326.515
2018-09-20,64626.05
2018-09-21,90296.835
2018-09-22,48056.248
2018-09-23,36236.73
