d,unixTs,hashrate
2013-06-30,1372550400,162.27
2013-07-01,1372636800,166.51
2013-07-02,1372723200,162.27
2013-07-03,1372809600,195.15
2013-07-04,1372896000,175.00
2013-07-05,1372982400,197.27
2013-07-06,1373068800,198.33
2013-07-07,1373155200,197.27
2013-07-08,1373241600,203.63
2013-07-09,1373328000,196.21
2013-07-10,1373414400,207.53
2013-07-11,1373500800,226.30
2013-07-12,1373587200,200.29
2013-07-13,1373673600,204.19
2013-07-14,1373760000,223.70
2013-07-15,1373846400,213.29
2013-07-16,1373932800,213.29
2013-07-17,1374019200,239.30
2013-07-18,1374105600,209.39
2013-07-19,1374192000,222.40
2013-07-20,1374278400,241.90
2013-07-21,1374364800,258.81
2013-07-22,1374451200,224.22
2013-07-23,1374537600,219.08
2013-07-24,1374624000,247.05
2013-07-25,1374710400,226.85
2013-07-26,1374796800,254.82
2013-07-27,1374883200,281.24
2013-07-28,1374969600,261.04
2013-07-29,1375056000,276.57
2013-07-30,1375142400,306.10
2013-07-31,1375228800,295.22
2013-08-01,1375315200,275.02
2013-08-02,1375401600,298.33
2013-08-03,1375488000,290.07
2013-08-04,1375574400,332.73
2013-08-05,1375660800,351.31
2013-08-06,1375747200,353.17
2013-08-07,1375833600,345.74
2013-08-08,1375920000,381.05
2013-08-09,1376006400,362.47
2013-08-10,1376092800,390.35
2013-08-11,1376179200,401.50
2013-08-12,1376265600,401.50
2013-08-13,1376352000,365.51
2013-08-14,1376438400,424.33
2013-08-15,1376524800,429.39
2013-08-16,1376611200,424.33
2013-08-17,1376697600,479.90
2013-08-18,1376784000,490.00
2013-08-19,1376870400,447.07
2013-08-20,1376956800,479.90
2013-08-21,1377043200,495.06
2013-08-22,1377129600,545.57
2013-08-23,1377216000,495.06
2013-08-24,1377302400,514.21
2013-08-25,1377388800,493.54
2013-08-26,1377475200,542.56
2013-08-27,1377561600,552.37
2013-08-28,1377648000,581.78
2013-08-29,1377734400,617.74
2013-08-30,1377820800,670.03
2013-08-31,1377907200,728.87
2013-09-01,1377993600,722.33
2013-09-02,1378080000,702.72
2013-09-03,1378166400,634.08
2013-09-04,1378252800,667.54
2013-09-05,1378339200,773.54
2013-09-06,1378425600,799.47
2013-09-07,1378512000,626.61
2013-09-08,1378598400,678.47
2013-09-09,1378684800,877.26
2013-09-10,1378771200,825.40
2013-09-11,1378857600,864.29
2013-09-12,1378944000,920.47
2013-09-13,1379030400,881.58
2013-09-14,1379116800,951.02
2013-09-15,1379203200,1013.38
2013-09-16,1379289600,862.21
2013-09-17,1379376000,1002.18
2013-09-18,1379462400,923.80
2013-09-19,1379548800,1063.77
2013-09-20,1379635200,1119.76
2013-09-21,1379721600,1058.17
2013-09-22,1379808000,1136.56
2013-09-23,1379894400,1175.75
2013-09-24,1379980800,1186.94
2013-09-25,1380067200,1297.28
2013-09-26,1380153600,1198.45
2013-09-27,1380240000,1316.82
2013-09-28,1380326400,1309.42
2013-09-29,1380412800,1257.63
2013-09-30,1380499200,1205.85
2013-10-01,1380585600,1383.40
2013-10-02,1380672000,1412.99
2013-10-03,1380758400,1472.17
2013-10-04,1380844800,1331.61
2013-10-05,1380931200,1620.13
2013-10-06,1381017600,1519.45
2013-10-07,1381104000,1467.84
2013-10-08,1381190400,1524.29
2013-10-09,1381276800,1674.84
2013-10-10,1381363200,1806.57
2013-10-11,1381449600,1740.71
2013-10-12,1381536000,2013.57
2013-10-13,1381622400,2079.44
2013-10-14,1381708800,2352.31
2013-10-15,1381795200,2446.40
2013-10-16,1381881600,2315.22
2013-10-17,1381968000,2222.60
2013-10-18,1382054400,2555.33
2013-10-19,1382140800,2967.91
2013-10-20,1382227200,2648.49
2013-10-21,1382313600,2808.20
2013-10-22,1382400000,3260.70
2013-10-23,1382486400,2941.29
2013-10-24,1382572800,2861.43
2013-10-25,1382659200,3127.61
2013-10-26,1382745600,3408.23
2013-10-27,1382832000,3478.54
2013-10-28,1382918400,3400.81
2013-10-29,1383004800,3109.31
2013-10-30,1383091200,3789.47
2013-10-31,1383177600,4100.40
2013-11-01,1383264000,4042.10
2013-11-02,1383350400,3925.50
2013-11-03,1383436800,3731.17
2013-11-04,1383523200,3789.47
2013-11-05,1383609600,3596.12
2013-11-06,1383696000,4139.95
2013-11-07,1383782400,3657.38
2013-11-08,1383868800,3403.39
2013-11-09,1383955200,3758.97
2013-11-10,1384041600,4343.14
2013-11-11,1384128000,4749.51
2013-11-12,1384214400,5105.09
2013-11-13,1384300800,4266.94
2013-11-14,1384387200,4647.92
2013-11-15,1384473600,4216.14
2013-11-16,1384560000,4927.30
2013-11-17,1384646400,5042.55
2013-11-18,1384732800,4726.42
2013-11-19,1384819200,4877.91
2013-11-20,1384905600,4968.80
2013-11-21,1384992000,4544.63
2013-11-22,1385078400,5211.18
2013-11-23,1385164800,5150.58
2013-11-24,1385251200,5089.99
2013-11-25,1385337600,5241.48
2013-11-26,1385424000,4817.31
2013-11-27,1385510400,5241.48
2013-11-28,1385596800,5483.86
2013-11-29,1385683200,5480.00
2013-11-30,1385769600,6189.12
2013-12-01,1385856000,6857.26
2013-12-02,1385942400,5591.31
2013-12-03,1386028800,7033.09
2013-12-04,1386115200,6013.29
2013-12-05,1386201600,5978.13
2013-12-06,1386288000,7314.41
2013-12-07,1386374400,6857.26
2013-12-08,1386460800,6857.26
2013-12-09,1386547200,6189.12
2013-12-10,1386633600,7450.99
2013-12-11,1386720000,7450.47
2013-12-12,1386806400,7360.16
2013-12-13,1386892800,7856.86
2013-12-14,1386979200,8940.56
2013-12-15,1387065600,7992.32
2013-12-16,1387152000,9076.03
2013-12-17,1387238400,9166.34
2013-12-18,1387324800,8985.72
2013-12-19,1387411200,10204.89
2013-12-20,1387497600,8037.48
2013-12-21,1387584000,8611.27
2013-12-22,1387670400,9920.98
2013-12-23,1387756800,10038.39
2013-12-24,1387843200,9920.98
2013-12-25,1387929600,9510.05
2013-12-26,1388016000,10566.72
2013-12-27,1388102400,10801.54
2013-12-28,1388188800,8805.60
2013-12-29,1388275200,9862.27
2013-12-30,1388361600,10155.79
2013-12-31,1388448000,10801.54
2014-01-01,1388534400,12034.32
2014-01-02,1388620800,9425.14
2014-01-03,1388707200,11352.61
2014-01-04,1388793600,9942.35
2014-01-05,1388880000,13609.03
2014-01-06,1388966400,13115.44
2014-01-07,1389052800,12480.82
2014-01-08,1389139200,13609.03
2014-01-09,1389225600,14596.21
2014-01-10,1389312000,13185.95
2014-01-11,1389398400,14807.75
2014-01-12,1389484800,14596.21
2014-01-13,1389571200,14628.24
2014-01-14,1389657600,14411.34
2014-01-15,1389744000,16368.43
2014-01-16,1389830400,16457.39
2014-01-17,1389916800,13521.75
2014-01-18,1390003200,15478.84
2014-01-19,1390089600,15034.05
2014-01-20,1390176000,17346.98
2014-01-21,1390262400,14767.17
2014-01-22,1390348800,17080.10
2014-01-23,1390435200,15745.72
2014-01-24,1390521600,18340.67
2014-01-25,1390608000,17994.37
2014-01-26,1390694400,16576.63
2014-01-27,1390780800,18975.88
2014-01-28,1390867200,16794.74
2014-01-29,1390953600,16576.63
2014-01-30,1391040000,19193.99
2014-01-31,1391126400,20066.45
2014-02-01,1391212800,20611.73
2014-02-02,1391299200,20284.56
2014-02-03,1391385600,19739.28
2014-02-04,1391472000,18757.76
2014-02-05,1391558400,20723.23
2014-02-06,1391644800,23716.55
2014-02-07,1391731200,20198.16
2014-02-08,1391817600,23716.55
2014-02-09,1391904000,17982.88
2014-02-10,1391990400,20328.47
2014-02-11,1392076800,21370.96
2014-02-12,1392163200,23195.31
2014-02-13,1392249600,23195.31
2014-02-14,1392336000,24889.35
2014-02-15,1392422400,24368.11
2014-02-16,1392508800,25486.37
2014-02-17,1392595200,24113.65
2014-02-18,1392681600,25358.22
2014-02-19,1392768000,31114.39
2014-02-20,1392854400,27536.23
2014-02-21,1392940800,23646.93
2014-02-22,1393027200,28002.95
2014-02-23,1393113600,26136.08
2014-02-24,1393200000,29714.24
2014-02-25,1393286400,25047.08
2014-02-26,1393372800,28625.23
2014-02-27,1393459200,29247.52
2014-02-28,1393545600,31125.98
2014-03-01,1393632000,27314.01
2014-03-02,1393718400,26555.29
2014-03-03,1393804800,28072.74
2014-03-04,1393891200,28262.42
2014-03-05,1393977600,29590.18
2014-03-06,1394064000,32814.75
2014-03-07,1394150400,31486.99
2014-03-08,1394236800,31866.35
2014-03-09,1394323200,33952.84
2014-03-10,1394409600,28262.42
2014-03-11,1394496000,31866.35
2014-03-12,1394582400,34521.88
2014-03-13,1394668800,34076.08
2014-03-14,1394755200,28100.17
2014-03-15,1394841600,34861.11
2014-03-16,1394928000,36128.79
2014-03-17,1395014400,34016.00
2014-03-18,1395100800,30846.80
2014-03-19,1395187200,33804.72
2014-03-20,1395273600,37396.47
2014-03-21,1395360000,39297.98
2014-03-22,1395446400,35917.51
2014-03-23,1395532800,45213.81
2014-03-24,1395619200,40096.67
2014-03-25,1395705600,39076.11
2014-03-26,1395792000,39573.89
2014-03-27,1395878400,43058.38
2014-03-28,1395964800,43307.28
2014-03-29,1396051200,43556.17
2014-03-30,1396137600,34844.93
2014-03-31,1396224000,44800.63
2014-04-01,1396310400,42560.60
2014-04-02,1396396800,49031.80
2014-04-03,1396483200,50774.05
2014-04-04,1396569600,48534.02
2014-04-05,1396656000,47539.47
2014-04-06,1396742400,45936.20
2014-04-07,1396828800,45936.20
2014-04-08,1396915200,40764.57
2014-04-09,1397001600,48978.33
2014-04-10,1397088000,47153.05
2014-04-11,1397174400,51412.04
2014-04-12,1397260800,48978.33
2014-04-13,1397347200,56887.87
2014-04-14,1397433600,58713.15
2014-04-15,1397520000,55366.81
2014-04-16,1397606400,48369.90
2014-04-17,1397692800,53376.55
2014-04-18,1397779200,55507.22
2014-04-19,1397865600,55160.30
2014-04-20,1397952000,61751.79
2014-04-21,1398038400,59323.35
2014-04-22,1398124800,53425.70
2014-04-23,1398211200,57241.82
2014-04-24,1398297600,52384.94
2014-04-25,1398384000,63139.47
2014-04-26,1398470400,56547.98
2014-04-27,1398556800,61404.87
2014-04-28,1398643200,52731.86
2014-04-29,1398729600,59983.82
2014-04-30,1398816000,54488.40
2014-05-01,1398902400,69999.69
2014-05-02,1398988800,64033.81
2014-05-03,1399075200,56477.02
2014-05-04,1399161600,60056.55
2014-05-05,1399248000,49715.69
2014-05-06,1399334400,77158.75
2014-05-07,1399420800,63238.36
2014-05-08,1399507200,66420.16
2014-05-09,1399593600,67613.34
2014-05-10,1399680000,71192.87
2014-05-11,1399766400,60454.28
2014-05-12,1399852800,68363.12
2014-05-13,1399939200,71297.13
2014-05-14,1400025600,66015.86
2014-05-15,1400112000,75258.08
2014-05-16,1400198400,79659.13
2014-05-17,1400284800,76138.29
2014-05-18,1400371200,75698.18
2014-05-19,1400457600,73937.76
2014-05-20,1400544000,77898.71
2014-05-21,1400630400,77018.50
2014-05-22,1400716800,75698.18
2014-05-23,1400803200,72617.44
2014-05-24,1400889600,73989.05
2014-05-25,1400976000,83680.82
2014-05-26,1401062400,82121.55
2014-05-27,1401148800,70686.91
2014-05-28,1401235200,87838.88
2014-05-29,1401321600,73285.69
2014-05-30,1401408000,86799.36
2014-05-31,1401494400,76404.23
2014-06-01,1401580800,90957.42
2014-06-02,1401667200,100313.04
2014-06-03,1401753600,92516.69
2014-06-04,1401840000,94075.96
2014-06-05,1401926400,80296.31
2014-06-06,1402012800,81234.57
2014-06-07,1402099200,90585.31
2014-06-08,1402185600,79481.31
2014-06-09,1402272000,91169.73
2014-06-10,1402358400,97598.37
2014-06-11,1402444800,85325.52
2014-06-12,1402531200,100520.47
2014-06-13,1402617600,95260.68
2014-06-14,1402704000,104027.00
2014-06-15,1402790400,111040.06
2014-06-16,1402876800,109871.22
2014-06-17,1402963200,107533.53
2014-06-18,1403049600,103872.34
2014-06-19,1403136000,111761.16
2014-06-20,1403222400,124476.50
2014-06-21,1403308800,124476.50
2014-06-22,1403395200,120461.13
2014-06-23,1403481600,117784.21
2014-06-24,1403568000,125814.96
2014-06-25,1403654400,125145.73
2014-06-26,1403740800,114438.07
2014-06-27,1403827200,131838.01
2014-06-28,1403913600,121799.58
2014-06-29,1404000000,121250.58
2014-06-30,1404086400,110358.63
2014-07-01,1404172800,111194.68
2014-07-02,1404259200,114538.88
2014-07-03,1404345600,116210.98
2014-07-04,1404432000,138784.34
2014-07-05,1404518400,127079.64
2014-07-06,1404604800,118719.14
2014-07-07,1404691200,125407.54
2014-07-08,1404777600,125407.54
2014-07-09,1404864000,138784.34
2014-07-10,1404950400,124571.49
2014-07-11,1405036800,130423.84
2014-07-12,1405123200,131517.32
2014-07-13,1405209600,137886.88
2014-07-14,1405296000,116342.05
2014-07-15,1405382400,137025.09
2014-07-16,1405468800,124098.19
2014-07-17,1405555200,148228.39
2014-07-18,1405641600,148228.39
2014-07-19,1405728000,152537.36
2014-07-20,1405814400,133577.91
2014-07-21,1405900800,133577.91
2014-07-22,1405987200,122374.60
2014-07-23,1406073600,125821.78
2014-07-24,1406160000,123236.40
2014-07-25,1406246400,141655.47
2014-07-26,1406332800,124806.74
2014-07-27,1406419200,142503.21
2014-07-28,1406505600,139709.03
2014-07-29,1406592000,138777.64
2014-07-30,1406678400,160199.69
2014-07-31,1406764800,143434.61
2014-08-01,1406851200,146228.79
2014-08-02,1406937600,151817.15
2014-08-03,1407024000,143434.61
2014-08-04,1407110400,119218.38
2014-08-05,1407196800,125738.13
2014-08-06,1407283200,152748.54
2014-08-07,1407369600,149022.97
2014-08-08,1407456000,153677.35
2014-08-09,1407542400,178499.42
2014-08-10,1407628800,173595.59
2014-08-11,1407715200,178499.42
2014-08-12,1407801600,170653.29
2014-08-13,1407888000,142211.07
2014-08-14,1407974400,176537.88
2014-08-15,1408060800,161826.39
2014-08-16,1408147200,154961.03
2014-08-17,1408233600,166730.22
2014-08-18,1408320000,194191.67
2014-08-19,1408406400,189172.93
2014-08-20,1408492800,200319.92
2014-08-21,1408579200,195578.62
2014-08-22,1408665600,186096.02
2014-08-23,1408752000,192022.65
2014-08-24,1408838400,173057.45
2014-08-25,1408924800,162389.52
2014-08-26,1409011200,205061.22
2014-08-27,1409097600,200319.92
2014-08-28,1409184000,205061.22
2014-08-29,1409270400,201505.25
2014-08-30,1409356800,215729.15
2014-08-31,1409443200,224266.37
2014-09-01,1409529600,185433.91
2014-09-02,1409616000,200432.24
2014-09-03,1409702400,230428.90
2014-09-04,1409788800,215430.57
2014-09-05,1409875200,197705.27
2014-09-06,1409961600,244063.75
2014-09-07,1410048000,211340.12
2014-09-08,1410134400,196341.79
2014-09-09,1410220800,199068.76
2014-09-10,1410307200,214067.09
2014-09-11,1410393600,231792.39
2014-09-12,1410480000,209976.63
2014-09-13,1410566400,250729.58
2014-09-14,1410652800,234289.36
2014-09-15,1410739200,234289.36
2014-09-16,1410825600,253566.34
2014-09-17,1410912000,275809.00
2014-09-18,1410998400,265429.09
2014-09-19,1411084800,253566.34
2014-09-20,1411171200,260980.56
2014-09-21,1411257600,243186.43
2014-09-22,1411344000,249117.80
2014-09-23,1411430400,222426.61
2014-09-24,1411516800,231323.68
2014-09-25,1411603200,261293.98
2014-09-26,1411689600,230885.86
2014-09-27,1411776000,230885.86
2014-09-28,1411862400,223993.75
2014-09-29,1411948800,236054.95
2014-09-30,1412035200,263623.41
2014-10-01,1412121600,267069.47
2014-10-02,1412208000,237777.98
2014-10-03,1412294400,251562.21
2014-10-04,1412380800,265346.44
2014-10-05,1412467200,291191.87
2014-10-06,1412553600,277407.64
2014-10-07,1412640000,230885.86
2014-10-08,1412726400,248116.15
2014-10-09,1412812800,255805.10
2014-10-10,1412899200,269697.34
2014-10-11,1412985600,250557.53
2014-10-12,1413072000,257517.46
2014-10-13,1413158400,269697.34
2014-10-14,1413244800,229677.73
2014-10-15,1413331200,262737.41
2014-10-16,1413417600,257517.46
2014-10-17,1413504000,247077.56
2014-10-18,1413590400,285357.18
2014-10-19,1413676800,231417.71
2014-10-20,1413763200,238377.65
2014-10-21,1413849600,266217.37
2014-10-22,1413936000,276657.27
2014-10-23,1414022400,267771.33
2014-10-24,1414108800,284428.08
2014-10-25,1414195200,277272.66
2014-10-26,1414281600,223606.99
2014-10-27,1414368000,284428.08
2014-10-28,1414454400,246862.11
2014-10-29,1414540800,277272.66
2014-10-30,1414627200,304105.50
2014-10-31,1414713600,336304.91
2014-11-01,1414800000,284428.08
2014-11-02,1414886400,277272.66
2014-11-03,1414972800,302316.64
2014-11-04,1415059200,289794.65
2014-11-05,1415145600,268264.62
2014-11-06,1415232000,303181.17
2014-11-07,1415318400,295306.34
2014-11-08,1415404800,301212.47
2014-11-09,1415491200,295306.34
2014-11-10,1415577600,289400.21
2014-11-11,1415664000,253963.45
2014-11-12,1415750400,289400.21
2014-11-13,1415836800,285462.79
2014-11-14,1415923200,303181.17
2014-11-15,1416009600,275619.25
2014-11-16,1416096000,295306.34
2014-11-17,1416182400,283494.09
2014-11-18,1416268800,303873.50
2014-11-19,1416355200,282468.88
2014-11-20,1416441600,276458.90
2014-11-21,1416528000,254422.32
2014-11-22,1416614400,308512.11
2014-11-23,1416700800,284472.20
2014-11-24,1416787200,294488.83
2014-11-25,1416873600,264438.95
2014-11-26,1416960000,274455.58
2014-11-27,1417046400,282468.88
2014-11-28,1417132800,296492.16
2014-11-29,1417219200,314522.08
2014-11-30,1417305600,320532.06
2014-12-01,1417392000,260432.30
2014-12-02,1417478400,300382.46
2014-12-03,1417564800,230698.73
2014-12-04,1417651200,290362.19
2014-12-05,1417737600,310250.01
2014-12-06,1417824000,272463.15
2014-12-07,1417910400,250586.55
2014-12-08,1417996800,324171.49
2014-12-09,1418083200,282407.06
2014-12-10,1418169600,284395.85
2014-12-11,1418256000,294339.76
2014-12-12,1418342400,280418.28
2014-12-13,1418428800,290362.19
2014-12-14,1418515200,280418.28
2014-12-15,1418601600,280418.28
2014-12-16,1418688000,284395.85
2014-12-17,1418774400,251585.07
2014-12-18,1418860800,253027.24
2014-12-19,1418947200,268718.85
2014-12-20,1419033600,262834.50
2014-12-21,1419120000,258911.60
2014-12-22,1419206400,321678.04
2014-12-23,1419292800,294217.72
2014-12-24,1419379200,300102.08
2014-12-25,1419465600,309909.33
2014-12-26,1419552000,298140.62
2014-12-27,1419638400,298140.62
2014-12-28,1419724800,331485.30
2014-12-29,1419811200,321678.04
2014-12-30,1419897600,306495.48
2014-12-31,1419984000,307081.47
2015-01-01,1420070400,333345.02
2015-01-02,1420156800,333345.02
2015-01-03,1420243200,327284.20
2015-01-04,1420329600,347486.93
2015-01-05,1420416000,315162.56
2015-01-06,1420502400,319203.11
2015-01-07,1420588800,282838.20
2015-01-08,1420675200,296980.11
2015-01-09,1420761600,282838.20
2015-01-10,1420848000,296980.11
2015-01-11,1420934400,313142.29
2015-01-12,1421020800,291349.14
2015-01-13,1421107200,277602.08
2015-01-14,1421193600,316947.26
2015-01-15,1421280000,330062.32
2015-01-16,1421366400,303832.20
2015-01-17,1421452800,301646.36
2015-01-18,1421539200,334434.01
2015-01-19,1421625600,314761.42
2015-01-20,1421712000,257929.49
2015-01-21,1421798400,325690.63
2015-01-22,1421884800,295088.83
2015-01-23,1421971200,271044.55
2015-01-24,1422057600,275416.24
2015-01-25,1422144000,273230.40
2015-01-26,1422230400,277602.08
2015-01-27,1422316800,317507.03
2015-01-28,1422403200,336476.45
2015-01-29,1422489600,336476.45
2015-01-30,1422576000,283132.63
2015-01-31,1422662400,340579.82
2015-02-01,1422748800,318011.28
2015-02-02,1422835200,326218.02
2015-02-03,1422921600,260564.08
2015-02-04,1423008000,326218.02
2015-02-05,1423094400,326218.02
2015-02-06,1423180800,363148.37
2015-02-07,1423267200,326218.02
2015-02-08,1423353600,270822.51
2015-02-09,1423440000,340604.72
2015-02-10,1423526400,318224.26
2015-02-11,1423612800,349162.73
2015-02-12,1423699200,262976.99
2015-02-13,1423785600,322644.04
2015-02-14,1423872000,353582.51
2015-02-15,1423958400,309384.70
2015-02-16,1424044800,346952.84
2015-02-17,1424131200,329273.72
2015-02-18,1424217600,369051.75
2015-02-19,1424304000,366841.86
2015-02-20,1424390400,349162.73
2015-02-21,1424476800,313804.48
2015-02-22,1424563200,334358.31
2015-02-23,1424649600,329538.40
2015-02-24,1424736000,299369.39
2015-02-25,1424822400,368990.18
2015-02-26,1424908800,348103.94
2015-02-27,1424995200,352745.33
2015-02-28,1425081600,329538.40
2015-03-01,1425168000,324897.01
2015-03-02,1425254400,366669.48
2015-03-03,1425340800,366669.48
2015-03-04,1425427200,324897.01
2015-03-05,1425513600,306331.47
2015-03-06,1425600000,343462.55
2015-03-07,1425686400,324897.01
2015-03-08,1425772800,363358.07
2015-03-09,1425859200,339499.66
2015-03-10,1425945600,358360.75
2015-03-11,1426032000,363076.03
2015-03-12,1426118400,308850.39
2015-03-13,1426204800,344214.94
2015-03-14,1426291200,308850.39
2015-03-15,1426377600,337142.03
2015-03-16,1426464000,327711.48
2015-03-17,1426550400,301777.48
2015-03-18,1426636800,360718.39
2015-03-19,1426723200,322996.21
2015-03-20,1426809600,320638.57
2015-03-21,1426896000,356003.12
2015-03-22,1426982400,334537.33
2015-03-23,1427068800,336739.59
2015-03-24,1427155200,401765.16
2015-03-25,1427241600,376219.40
2015-03-26,1427328000,343706.61
2015-03-27,1427414400,397120.48
2015-03-28,1427500800,343706.61
2015-03-29,1427587200,355318.32
2015-03-30,1427673600,329772.56
2015-03-31,1427760000,348351.30
2015-04-01,1427846400,306549.14
2015-04-02,1427932800,385508.77
2015-04-03,1428019200,339061.93
2015-04-04,1428105600,355318.32
2015-04-05,1428192000,361070.00
2015-04-06,1428278400,309707.17
2015-04-07,1428364800,373615.00
2015-04-08,1428451200,307249.18
2015-04-09,1428537600,326913.12
2015-04-10,1428624000,373615.00
2015-04-11,1428710400,344119.08
2015-04-12,1428796800,314623.16
2015-04-13,1428883200,383446.97
2015-04-14,1428969600,366241.02
2015-04-15,1429056000,299875.20
2015-04-16,1429142400,339203.09
2015-04-17,1429228800,309707.17
2015-04-18,1429315200,358867.04
2015-04-19,1429401600,351846.07
2015-04-20,1429488000,364477.04
2015-04-21,1429574400,362110.30
2015-04-22,1429660800,359743.57
2015-04-23,1429747200,307675.42
2015-04-24,1429833600,293475.02
2015-04-25,1429920000,385777.64
2015-04-26,1430006400,340809.70
2015-04-27,1430092800,324242.56
2015-04-28,1430179200,362110.30
2015-04-29,1430265600,300575.22
2015-04-30,1430352000,317142.36
2015-05-01,1430438400,350276.63
2015-05-02,1430524800,347909.90
2015-05-03,1430611200,333776.41
2015-05-04,1430697600,303150.87
2015-05-05,1430784000,364728.39
2015-05-06,1430870400,381306.95
2015-05-07,1430956800,333939.63
2015-05-08,1431043200,355254.92
2015-05-09,1431129600,305519.23
2015-05-10,1431216000,305519.23
2015-05-11,1431302400,374201.85
2015-05-12,1431388800,355254.92
2015-05-13,1431475200,383675.32
2015-05-14,1431561600,364728.39
2015-05-15,1431648000,348149.83
2015-05-16,1431734400,312624.33
2015-05-17,1431820800,410256.53
2015-05-18,1431907200,349377.60
2015-05-19,1431993600,315410.34
2015-05-20,1432080000,351803.84
2015-05-21,1432166400,376066.17
2015-05-22,1432252800,334820.20
2015-05-23,1432339200,271738.14
2015-05-24,1432425600,354230.07
2015-05-25,1432512000,342098.90
2015-05-26,1432598400,349377.60
2015-05-27,1432684800,334820.20
2015-05-28,1432771200,320262.80
2015-05-29,1432857600,373639.94
2015-05-30,1432944000,329967.74
2015-05-31,1433030400,356781.94
2015-06-01,1433116800,312271.27
2015-06-02,1433203200,354853.71
2015-06-03,1433289600,335928.18
2015-06-04,1433376000,333562.49
2015-06-05,1433462400,326465.41
2015-06-06,1433548800,421093.07
2015-06-07,1433635200,352488.02
2015-06-08,1433721600,371413.55
2015-06-09,1433808000,357219.40
2015-06-10,1433894400,399801.85
2015-06-11,1433980800,319368.34
2015-06-12,1434067200,335928.18
2015-06-13,1434153600,376144.93
2015-06-14,1434240000,361934.28
2015-06-15,1434326400,355711.96
2015-06-16,1434412800,291486.19
2015-06-17,1434499200,390295.06
2015-06-18,1434585600,385354.62
2015-06-19,1434672000,363122.62
2015-06-20,1434758400,331009.74
2015-06-21,1434844800,306307.52
2015-06-22,1434931200,377943.95
2015-06-23,1435017600,345831.07
2015-06-24,1435104000,385354.62
2015-06-25,1435190400,375473.73
2015-06-26,1435276800,380414.18
2015-06-27,1435363200,318658.63
2015-06-28,1435449600,346814.54
2015-06-29,1435536000,343810.25
2015-06-30,1435622400,356089.18
2015-07-01,1435708800,331531.31
2015-07-02,1435795200,378191.27
2015-07-03,1435881600,395381.78
2015-07-04,1435968000,373279.70
2015-07-05,1436054400,348721.82
2015-07-06,1436140800,444497.53
2015-07-07,1436227200,329075.52
2015-07-08,1436313600,395381.78
2015-07-09,1436400000,326619.74
2015-07-10,1436486400,378191.27
2015-07-11,1436572800,365703.82
2015-07-12,1436659200,342767.69
2015-07-13,1436745600,375774.95
2015-07-14,1436832000,365618.87
2015-07-15,1436918400,388470.05
2015-07-16,1437004800,340228.67
2015-07-17,1437091200,373235.93
2015-07-18,1437177600,378313.97
2015-07-19,1437264000,385931.03
2015-07-20,1437350400,396087.11
2015-07-21,1437436800,322455.53
2015-07-22,1437523200,391009.07
2015-07-23,1437609600,355462.79
2015-07-24,1437696000,429094.37
2015-07-25,1437782400,395370.73
2015-07-26,1437868800,374222.68
2015-07-27,1437955200,387216.53
2015-07-28,1438041600,353432.53
2015-07-29,1438128000,395012.83
2015-07-30,1438214400,348235.00
2015-07-31,1438300800,392414.06
2015-08-01,1438387200,402809.14
2015-08-02,1438473600,392414.06
2015-08-03,1438560000,408006.67
2015-08-04,1438646400,353432.53
2015-08-05,1438732800,345636.23
2015-08-06,1438819200,371623.91
2015-08-07,1438905600,356031.30
2015-08-08,1438992000,420413.40
2015-08-09,1439078400,372000.72
2015-08-10,1439164800,437493.80
2015-08-11,1439251200,424395.19
2015-08-12,1439337600,330085.15
2015-08-13,1439424000,385099.34
2015-08-14,1439510400,372000.72
2015-08-15,1439596800,358902.10
2015-08-16,1439683200,361521.83
2015-08-17,1439769600,385099.34
2015-08-18,1439856000,369381.00
2015-08-19,1439942400,408676.85
2015-08-20,1440028800,392958.51
2015-08-21,1440115200,432254.36
2015-08-22,1440201600,426143.65
2015-08-23,1440288000,361412.97
2015-08-24,1440374400,418052.32
2015-08-25,1440460800,364110.08
2015-08-26,1440547200,434234.99
2015-08-27,1440633600,369504.31
2015-08-28,1440720000,418052.32
2015-08-29,1440806400,431537.88
2015-08-30,1440892800,404566.76
2015-08-31,1440979200,423446.54
2015-09-01,1441065600,415355.21
2015-09-02,1441152000,431537.88
2015-09-03,1441238400,393778.31
2015-09-04,1441324800,434444.80
2015-09-05,1441411200,416212.87
2015-09-06,1441497600,407718.73
2015-09-07,1441584000,430369.77
2015-09-08,1441670400,385067.69
2015-09-09,1441756800,421875.63
2015-09-10,1441843200,484165.99
2015-09-11,1441929600,447358.05
2015-09-12,1442016000,382236.31
2015-09-13,1442102400,427538.39
2015-09-14,1442188800,430369.77
2015-09-15,1442275200,453020.81
2015-09-16,1442361600,402055.97
2015-09-17,1442448000,410910.03
2015-09-18,1442534400,433587.72
2015-09-19,1442620800,368697.04
2015-09-20,1442707200,377545.77
2015-09-21,1442793600,389344.07
2015-09-22,1442880000,463083.48
2015-09-23,1442966400,466033.06
2015-09-24,1443052800,412940.68
2015-09-25,1443139200,483730.51
2015-09-26,1443225600,433587.72
2015-09-27,1443312000,439486.87
2015-09-28,1443398400,421789.41
2015-09-29,1443484800,513226.28
2015-09-30,1443571200,436537.29
2015-10-01,1443657600,444776.38
2015-10-02,1443744000,417179.76
2015-10-03,1443830400,438341.06
2015-10-04,1443916800,462525.39
