d,unixTs,hashrate
2015-10-05,1444003200,462525.39
2015-10-06,1444089600,429271.93
2015-10-07,1444176000,402064.55
2015-10-08,1444262400,423225.85
2015-10-09,1444348800,380903.26
2015-10-10,1444435200,483686.68
2015-10-11,1444521600,441364.10
2015-10-12,1444608000,429271.93
2015-10-13,1444694400,414156.72
2015-10-14,1444780800,459502.35
2015-10-15,1444867200,502137.29
2015-10-16,1444953600,435823.40
2015-10-17,1445040000,411610.99
2015-10-18,1445126400,438849.95
2015-10-19,1445212800,499380.98
2015-10-20,1445299200,387398.58
2015-10-21,1445385600,435823.40
2015-10-22,1445472000,447929.60
2015-10-23,1445558400,450956.16
2015-10-24,1445644800,438849.95
2015-10-25,1445731200,469115.46
2015-10-26,1445817600,496354.43
2015-10-27,1445904000,444903.05
2015-10-28,1445990400,420690.64
2015-10-29,1446076800,466068.00
2015-10-30,1446163200,529187.25
2015-10-31,1446249600,454915.35
2015-11-01,1446336000,473483.32
2015-11-02,1446422400,473483.32
2015-11-03,1446508800,479672.65
2015-11-04,1446595200,479672.65
2015-11-05,1446681600,451820.69
2015-11-06,1446768000,448726.03
2015-11-07,1446854400,470388.66
2015-11-08,1446940800,430158.05
2015-11-09,1447027200,461104.68
2015-11-10,1447113600,451820.69
2015-11-11,1447200000,537055.80
2015-11-12,1447286400,527006.86
2015-11-13,1447372800,523733.52
2015-11-14,1447459200,464813.50
2015-11-15,1447545600,523733.52
2015-11-16,1447632000,566286.87
2015-11-17,1447718400,487726.84
2015-11-18,1447804800,500820.18
2015-11-19,1447891200,445173.49
2015-11-20,1447977600,546646.86
2015-11-21,1448064000,569560.21
2015-11-22,1448150400,563013.54
2015-11-23,1448236800,533553.53
2015-11-24,1448323200,560533.42
2015-11-25,1448409600,535030.22
2015-11-26,1448496000,636252.15
2015-11-27,1448582400,480804.18
2015-11-28,1448668800,556720.63
2015-11-29,1448755200,538645.29
2015-11-30,1448841600,585641.18
2015-12-01,1448928000,603716.53
2015-12-02,1449014400,582026.11
2015-12-03,1449100800,513339.80
2015-12-04,1449187200,553105.56
2015-12-05,1449273600,632637.08
2015-12-06,1449360000,577650.16
2015-12-07,1449446400,578033.50
2015-12-08,1449532800,688135.12
2015-12-09,1449619200,660609.71
2015-12-10,1449705600,849355.35
2015-12-11,1449792000,629152.11
2015-12-12,1449878400,637016.51
2015-12-13,1449964800,558372.50
2015-12-14,1450051200,766779.13
2015-12-15,1450137600,719592.72
2015-12-16,1450224000,640948.71
2015-12-17,1450310400,609491.11
2015-12-18,1450396800,684510.34
2015-12-19,1450483200,729321.30
2015-12-20,1450569600,766484.17
2015-12-21,1450656000,692158.43
2015-12-22,1450742400,696803.79
2015-12-23,1450828800,729321.30
2015-12-24,1450915200,641059.49
2015-12-25,1451001600,752548.10
2015-12-26,1451088000,794356.32
2015-12-27,1451174400,952298.52
2015-12-28,1451260800,701449.15
2015-12-29,1451347200,738612.02
2015-12-30,1451433600,766484.17
2015-12-31,1451520000,702681.50
2016-01-01,1451606400,697129.17
2016-01-02,1451692800,748768.36
2016-01-03,1451779200,748768.36
2016-01-04,1451865600,934669.47
2016-01-05,1451952000,810735.40
2016-01-06,1452038400,728112.68
2016-01-07,1452124800,759096.20
2016-01-08,1452211200,893358.12
2016-01-09,1452297600,779751.88
2016-01-10,1452384000,903685.96
2016-01-11,1452470400,877866.36
2016-01-12,1452556800,877866.36
2016-01-13,1452643200,813710.19
2016-01-14,1452729600,749438.08
2016-01-15,1452816000,687454.48
2016-01-16,1452902400,800151.94
2016-01-17,1452988800,850865.79
2016-01-18,1453075200,974833.00
2016-01-19,1453161600,749438.08
2016-01-20,1453248000,856500.67
2016-01-21,1453334400,771977.57
2016-01-22,1453420800,991737.61
2016-01-23,1453507200,1008642.23
2016-01-24,1453593600,963563.25
2016-01-25,1453680000,912849.39
2016-01-26,1453766400,928141.00
2016-01-27,1453852800,924867.91
2016-01-28,1453939200,871165.90
2016-01-29,1454025600,1008404.36
2016-01-30,1454112000,1115808.38
2016-01-31,1454198400,1080007.04
2016-02-01,1454284800,960669.25
2016-02-02,1454371200,1074040.15
2016-02-03,1454457600,1068073.26
2016-02-04,1454544000,1002437.47
2016-02-05,1454630400,1121775.27
2016-02-06,1454716800,1193377.95
2016-02-07,1454803200,1234537.97
2016-02-08,1454889600,1060281.99
2016-02-09,1454976000,1260875.88
2016-02-10,1455062400,1174907.07
2016-02-11,1455148800,1375500.96
2016-02-12,1455235200,1225055.54
2016-02-13,1455321600,1117594.53
2016-02-14,1455408000,1189235.20
2016-02-15,1455494400,1088938.26
2016-02-16,1455580800,988641.31
2016-02-17,1455667200,1110430.46
2016-02-18,1455753600,1210727.40
2016-02-19,1455840000,1106210.06
2016-02-20,1455926400,1219082.14
2016-02-21,1456012800,1040283.42
2016-02-22,1456099200,1032156.21
2016-02-23,1456185600,1105301.14
2016-02-24,1456272000,959011.28
2016-02-25,1456358400,1259718.21
2016-02-26,1456444800,1137809.99
2016-02-27,1456531200,1194700.49
2016-02-28,1456617600,1089046.71
2016-02-29,1456704000,1080919.49
2016-03-01,1456790400,1145937.21
2016-03-02,1456876800,1275972.64
2016-03-03,1456963200,1097173.92
2016-03-04,1457049600,1257200.66
2016-03-05,1457136000,1181318.85
2016-03-06,1457222400,1165567.93
2016-03-07,1457308800,1047436.05
2016-03-08,1457395200,1212820.69
2016-03-09,1457481600,1323077.11
2016-03-10,1457568000,1220696.15
2016-03-11,1457654400,1260073.44
2016-03-12,1457740800,1134066.10
2016-03-13,1457827200,1047436.05
2016-03-14,1457913600,1197069.77
2016-03-15,1458000000,1267948.90
2016-03-16,1458086400,1197069.77
2016-03-17,1458172800,1110439.72
2016-03-18,1458259200,1099528.52
2016-03-19,1458345600,1118857.35
2016-03-20,1458432000,1201126.28
2016-03-21,1458518400,1143538.03
2016-03-22,1458604800,1217580.06
2016-03-23,1458691200,1225806.95
2016-03-24,1458777600,1209353.17
2016-03-25,1458864000,1201126.28
2016-03-26,1458950400,1258714.52
2016-03-27,1459036800,1159991.81
2016-03-28,1459123200,1398571.69
2016-03-29,1459209600,1291622.09
2016-03-30,1459296000,1209353.17
2016-03-31,1459382400,1020134.64
2016-04-01,1459468800,1266862.83
2016-04-02,1459555200,1152898.49
2016-04-03,1459641600,1177781.19
2016-04-04,1459728000,1376842.80
2016-04-05,1459814400,1285606.23
2016-04-06,1459900800,1302194.69
2016-04-07,1459987200,1152898.49
2016-04-08,1460073600,1194369.65
2016-04-09,1460160000,1343665.86
2016-04-10,1460246400,1434902.43
2016-04-11,1460332800,1269017.76
2016-04-12,1460419200,1227546.59
2016-04-13,1460505600,1360254.33
2016-04-14,1460592000,1425512.69
2016-04-15,1460678400,1234618.41
2016-04-16,1460764800,1225736.27
2016-04-17,1460851200,1403379.20
2016-04-18,1460937600,1190207.68
2016-04-19,1461024000,1332322.03
2016-04-20,1461110400,1465554.23
2016-04-21,1461196800,1341204.17
2016-04-22,1461283200,1270147.00
2016-04-23,1461369600,1279029.15
2016-04-24,1461456000,1172443.38
2016-04-25,1461542400,1128032.65
2016-04-26,1461628800,1341204.17
2016-04-27,1461715200,1145796.94
2016-04-28,1461801600,1199003.65
2016-04-29,1461888000,1403229.58
2016-04-30,1461974400,1296655.18
2016-05-01,1462060800,1376585.98
2016-05-02,1462147200,1394348.38
2016-05-03,1462233600,1341061.18
2016-05-04,1462320000,1483160.38
2016-05-05,1462406400,1376585.98
2016-05-06,1462492800,1438754.38
2016-05-07,1462579200,1332179.98
2016-05-08,1462665600,1492041.58
2016-05-09,1462752000,1518685.18
2016-05-10,1462838400,1403229.58
2016-05-11,1462924800,1263377.10
2016-05-12,1463011200,1342247.87
2016-05-13,1463097600,1467781.84
2016-05-14,1463184000,1390530.17
2016-05-15,1463270400,1342247.87
2016-05-16,1463356800,1361560.79
2016-05-17,1463443200,1361560.79
2016-05-18,1463529600,1477438.30
2016-05-19,1463616000,1158775.14
2016-05-20,1463702400,1438812.46
2016-05-21,1463788800,1361560.79
2016-05-22,1463875200,1776788.55
2016-05-23,1463961600,1738162.71
2016-05-24,1464048000,1424527.49
2016-05-25,1464134400,1367284.21
2016-05-26,1464220800,1337560.64
2016-05-27,1464307200,1377192.07
2016-05-28,1464393600,1317744.93
2016-05-29,1464480000,1456454.92
2016-05-30,1464566400,1426731.35
2016-05-31,1464652800,1258297.79
2016-06-01,1464739200,1416823.50
2016-06-02,1464825600,1367284.21
2016-06-03,1464912000,1406915.64
2016-06-04,1464998400,1179034.94
2016-06-05,1465084800,1684335.62
2016-06-06,1465171200,1684335.62
2016-06-07,1465257600,1387099.93
2016-06-08,1465344000,1405239.83
2016-06-09,1465430400,1608133.93
2016-06-10,1465516800,1403462.34
2016-06-11,1465603200,1520417.53
2016-06-12,1465689600,1422954.87
2016-06-13,1465776000,1569148.87
2016-06-14,1465862400,1286507.14
2016-06-15,1465948800,1481432.47
2016-06-16,1466035200,1452193.67
2016-06-17,1466121600,1452193.67
2016-06-18,1466208000,1539910.07
2016-06-19,1466294400,1725089.13
2016-06-20,1466380800,1598387.66
2016-06-21,1466467200,1531412.77
2016-06-22,1466553600,1343144.52
2016-06-23,1466640000,1457676.22
2016-06-24,1466726400,1343144.52
2016-06-25,1466812800,1686739.62
2016-06-26,1466899200,1520148.06
2016-06-27,1466985600,1530560.03
2016-06-28,1467072000,1540972.00
2016-06-29,1467158400,1520148.06
2016-06-30,1467244800,1561795.95
2016-07-01,1467331200,1613855.81
2016-07-02,1467417600,1551383.98
2016-07-03,1467504000,1603443.84
2016-07-04,1467590400,1573973.23
2016-07-05,1467676800,1538177.13
2016-07-06,1467763200,1485136.54
2016-07-07,1467849600,1453312.18
2016-07-08,1467936000,1538177.13
2016-07-09,1468022400,1580609.60
2016-07-10,1468108800,1654866.43
2016-07-11,1468195200,1516960.89
2016-07-12,1468281600,1516960.89
2016-07-13,1468368000,1368447.24
2016-07-14,1468454400,1495744.65
2016-07-15,1468540800,1432095.95
2016-07-16,1468627200,1665474.54
2016-07-17,1468713600,1580609.60
2016-07-18,1468800000,1570048.00
2016-07-19,1468886400,1358434.53
2016-07-20,1468972800,1591915.47
2016-07-21,1469059200,1411498.38
2016-07-22,1469145600,1369047.30
2016-07-23,1469232000,1390272.84
2016-07-24,1469318400,1315983.45
2016-07-25,1469404800,1390272.84
2016-07-26,1469491200,1369047.30
2016-07-27,1469577600,1358434.53
2016-07-28,1469664000,1443336.69
2016-07-29,1469750400,1560077.16
2016-07-30,1469836800,1262919.61
2016-07-31,1469923200,1634366.55
2016-08-01,1470009600,1623753.78
2016-08-02,1470096000,1611302.39
2016-08-03,1470182400,1666003.55
2016-08-04,1470268800,1535533.39
2016-08-05,1470355200,1696112.05
2016-08-06,1470441600,1666003.55
2016-08-07,1470528000,1485352.56
2016-08-08,1470614400,1485352.56
2016-08-09,1470700800,1244484.58
2016-08-10,1470787200,1515461.06
2016-08-11,1470873600,1505424.89
2016-08-12,1470960000,1495388.73
2016-08-13,1471046400,1635895.05
2016-08-14,1471132800,1635895.05
2016-08-15,1471219200,1480672.79
2016-08-16,1471305600,1458782.17
2016-08-17,1471392000,1329112.64
2016-08-18,1471478400,1664092.25
2016-08-19,1471564800,1664092.25
2016-08-20,1471651200,1674898.05
2016-08-21,1471737600,1761344.40
2016-08-22,1471824000,1707315.43
2016-08-23,1471910400,1588451.70
2016-08-24,1471996800,1642480.67
2016-08-25,1472083200,1404753.20
2016-08-26,1472169600,1426364.79
2016-08-27,1472256000,1556034.32
2016-08-28,1472342400,1642480.67
2016-08-29,1472428800,1618801.46
2016-08-30,1472515200,1799709.06
2016-08-31,1472601600,1470493.99
2016-09-01,1472688000,1536337.00
2016-09-02,1472774400,1678996.87
2016-09-03,1472860800,1382703.30
2016-09-04,1472947200,1964316.59
2016-09-05,1473033600,1536337.00
2016-09-06,1473120000,1492441.66
2016-09-07,1473206400,1668023.03
2016-09-08,1473292800,1580232.34
2016-09-09,1473379200,1558284.67
2016-09-10,1473465600,1700944.54
2016-09-11,1473552000,1799709.06
2016-09-12,1473638400,1821039.51
2016-09-13,1473724800,1852325.14
2016-09-14,1473811200,1751289.22
2016-09-15,1473897600,1728836.80
2016-09-16,1473984000,1560443.60
2016-09-17,1474070400,1829872.71
2016-09-18,1474156800,1627800.88
2016-09-19,1474243200,1493086.32
2016-09-20,1474329600,1695158.16
2016-09-21,1474416000,1863551.35
2016-09-22,1474502400,1582896.03
2016-09-23,1474588800,1526764.96
2016-09-24,1474675200,1863551.35
2016-09-25,1474761600,2162558.09
2016-09-26,1474848000,1834694.78
2016-09-27,1474934400,2002575.35
2016-09-28,1475020800,1774737.44
2016-09-29,1475107200,1714780.09
2016-09-30,1475193600,1702788.62
2016-10-01,1475280000,1882660.66
2016-10-02,1475366400,1690797.15
2016-10-03,1475452800,1810711.84
2016-10-04,1475539200,1894652.13
2016-10-05,1475625600,2002575.35
2016-10-06,1475712000,1930626.54
2016-10-07,1475798400,1714780.09
2016-10-08,1475884800,2109095.86
2016-10-09,1475971200,2056197.68
2016-10-10,1476057600,1593553.21
2016-10-11,1476144000,1786321.74
2016-10-12,1476230400,1850577.92
2016-10-13,1476316800,1644958.15
2016-10-14,1476403200,1747768.03
2016-10-15,1476489600,1824875.45
2016-10-16,1476576000,1670660.62
2016-10-17,1476662400,1606404.44
2016-10-18,1476748800,1991941.51
2016-10-19,1476835200,1606404.44
2016-10-20,1476921600,1722065.56
2016-10-21,1477008000,2107602.63
2016-10-22,1477094400,1906300.95
2016-10-23,1477180800,1815470.12
2016-10-24,1477267200,1802862.69
2016-10-25,1477353600,1752432.97
2016-10-26,1477440000,1739825.54
2016-10-27,1477526400,2042403.89
2016-10-28,1477612800,1916329.58
2016-10-29,1477699200,1878507.28
2016-10-30,1477785600,2118048.48
2016-10-31,1477872000,1853292.42
2016-11-01,1477958400,1815470.12
2016-11-02,1478044800,1676788.38
2016-11-03,1478131200,1954151.87
2016-11-04,1478217600,1462462.05
2016-11-05,1478304000,1856081.60
2016-11-06,1478390400,1936557.44
2016-11-07,1478476800,1847956.77
2016-11-08,1478563200,2139073.25
2016-11-09,1478649600,1860614.01
2016-11-10,1478736000,2126416.01
2016-11-11,1478822400,2063129.82
2016-11-12,1478908800,2126416.01
2016-11-13,1478995200,1797327.82
2016-11-14,1479081600,2177044.96
2016-11-15,1479168000,1974529.15
2016-11-16,1479254400,2164387.73
2016-11-17,1479340800,2012500.87
2016-11-18,1479427200,2011089.71
2016-11-19,1479513600,1989192.74
2016-11-20,1479600000,1793075.15
2016-11-21,1479686400,1947167.54
2016-11-22,1479772800,1877125.54
2016-11-23,1479859200,2059234.74
2016-11-24,1479945600,2269360.73
2016-11-25,1480032000,2129276.74
2016-11-26,1480118400,2143285.14
2016-11-27,1480204800,2017209.54
2016-11-28,1480291200,2297377.53
2016-11-29,1480377600,2087251.54
2016-11-30,1480464000,1989192.74
2016-12-01,1480550400,2045226.34
2016-12-02,1480636800,2035532.47
2016-12-03,1480723200,2451895.02
2016-12-04,1480809600,2109770.13
2016-12-05,1480896000,2166790.95
2016-12-06,1480982400,2138280.54
2016-12-07,1481068800,2480405.42
2016-12-08,1481155200,2238066.96
2016-12-09,1481241600,1924452.48
2016-12-10,1481328000,1881686.87
2016-12-11,1481414400,2665723.07
2016-12-12,1481500800,2223811.76
2016-12-13,1481587200,2537426.24
2016-12-14,1481673600,1981473.30
2016-12-15,1481760000,1952251.50
2016-12-16,1481846400,2050571.63
2016-12-17,1481932800,2220167.78
2016-12-18,1482019200,2173914.28
2016-12-19,1482105600,2328092.60
2016-12-20,1482192000,2127660.79
2016-12-21,1482278400,2451435.26
2016-12-22,1482364800,2451435.26
2016-12-23,1482451200,2343510.43
2016-12-24,1482537600,2112242.96
2016-12-25,1482624000,2543942.25
2016-12-26,1482710400,2189332.11
2016-12-27,1482796800,2405181.76
2016-12-28,1482883200,2546127.99
2016-12-29,1482969600,2368856.41
2016-12-30,1483056000,2479403.04
2016-12-31,1483142400,2337271.65
2017-01-01,1483228800,2463610.66
2017-01-02,1483315200,2510987.79
2017-01-03,1483401600,2589949.67
2017-01-04,1483488000,2416233.53
2017-01-05,1483574400,2210932.65
2017-01-06,1483660800,2542572.54
2017-01-07,1483747200,2179347.89
2017-01-08,1483833600,2637326.80
2017-01-09,1483920000,2147763.14
2017-01-10,1484006400,2545880.38
2017-01-11,1484092800,2562350.13
2017-01-12,1484179200,2880550.48
2017-01-13,1484265600,2512107.97
2017-01-14,1484352000,2880550.48
2017-01-15,1484438400,2796813.55
2017-01-16,1484524800,2830308.32
2017-01-17,1484611200,2646087.07
2017-01-18,1484697600,2512107.97
2017-01-19,1484784000,2914045.25
2017-01-20,1484870400,3165256.05
2017-01-21,1484956800,3031276.96
2017-01-22,1485043200,2950275.25
2017-01-23,1485129600,2695734.74
2017-01-24,1485216000,2910612.15
2017-01-25,1485302400,2910612.15
2017-01-26,1485388800,3027818.01
2017-01-27,1485475200,3320832.65
2017-01-28,1485561600,2969215.08
2017-01-29,1485648000,3262229.72
2017-01-30,1485734400,2812940.60
2017-01-31,1485820800,2832474.91
2017-02-01,1485907200,3750587.47
2017-02-02,1485993600,3066886.63
2017-02-03,1486080000,2910612.15
2017-02-04,1486166400,2824555.82
2017-02-05,1486252800,3336807.82
2017-02-06,1486339200,2623276.59
2017-02-07,1486425600,3168918.12
2017-02-08,1486512000,3063987.06
2017-02-09,1486598400,3546669.95
2017-02-10,1486684800,3084973.27
2017-02-11,1486771200,2917083.57
2017-02-12,1486857600,2938069.78
2017-02-13,1486944000,3420752.67
2017-02-14,1487030400,3546669.95
2017-02-15,1487116800,2917083.57
2017-02-16,1487203200,3168918.12
2017-02-17,1487289600,3168918.12
2017-02-18,1487376000,3254025.03
2017-02-19,1487462400,2936112.56
2017-02-20,1487548800,3242870.59
2017-02-21,1487635200,3023757.72
2017-02-22,1487721600,3023757.72
2017-02-23,1487808000,3286693.17
2017-02-24,1487894400,3571539.91
2017-02-25,1487980800,3659185.06
2017-02-26,1488067200,3900209.23
2017-02-27,1488153600,3155225.44
2017-02-28,1488240000,3352427.03
2017-03-01,1488326400,3155225.44
2017-03-02,1488412800,3440072.18
2017-03-03,1488499200,3349345.39
2017-03-04,1488585600,3023455.91
2017-03-05,1488672000,3367030.45
2017-03-06,1488758400,3252505.60
2017-03-07,1488844800,3504460.26
2017-03-08,1488931200,3252505.60
2017-03-09,1489017600,3389935.42
2017-03-10,1489104000,3573175.17
2017-03-11,1489190400,3412840.39
2017-03-12,1489276800,3550270.20
2017-03-13,1489363200,3321220.51
2017-03-14,1489449600,3573175.17
2017-03-15,1489536000,3252505.60
2017-03-16,1489622400,3504460.26
2017-03-17,1489708800,3600869.26
2017-03-18,1489795200,3712647.14
2017-03-19,1489881600,3901826.61
2017-03-20,1489968000,3216051.03
2017-03-21,1490054400,3357935.63
2017-03-22,1490140800,3759942.01
2017-03-23,1490227200,3499820.23
2017-03-24,1490313600,4161948.39
2017-03-25,1490400000,3145108.72
2017-03-26,1490486400,3925474.05
2017-03-27,1490572800,3121461.29
2017-03-28,1490659200,3665352.27
2017-03-29,1490745600,3263345.89
2017-03-30,1490832000,3942417.73
2017-03-31,1490918400,3352999.97
2017-04-01,1491004800,3278488.86
2017-04-02,1491091200,3924251.81
2017-04-03,1491177600,4371318.47
2017-04-04,1491264000,3104629.60
2017-04-05,1491350400,4023599.96
2017-04-06,1491436800,3651044.41
2017-04-07,1491523200,4023599.96
2017-04-08,1491609600,3402674.04
2017-04-09,1491696000,3949088.85
2017-04-10,1491782400,3651044.41
2017-04-11,1491868800,4147785.14
2017-04-12,1491955200,3526859.22
2017-04-13,1492041600,3274289.42
2017-04-14,1492128000,3598646.53
2017-04-15,1492214400,3883431.50
2017-04-16,1492300800,3779873.33
2017-04-17,1492387200,3572756.98
2017-04-18,1492473600,3779873.33
2017-04-19,1492560000,3702204.70
2017-04-20,1492646400,3572756.98
2017-04-21,1492732800,4323553.74
2017-04-22,1492819200,3753983.79
2017-04-23,1492905600,3961100.13
2017-04-24,1492992000,3210303.38
2017-04-25,1493078400,3831652.42
2017-04-26,1493164800,3961100.13
2017-04-27,1493251200,3813586.22
2017-04-28,1493337600,3528859.20
2017-04-29,1493424000,4488916.48
2017-04-30,1493510400,3918071.61
2017-05-01,1493596800,3892124.12
2017-05-02,1493683200,4099704.07
2017-05-03,1493769600,3425069.22
2017-05-04,1493856000,4359179.01
2017-05-05,1493942400,3347226.74
2017-05-06,1494028800,4359179.01
2017-05-07,1494115200,4333231.52
2017-05-08,1494201600,4670548.94
2017-05-09,1494288000,4021861.59
2017-05-10,1494374400,4093329.66
2017-05-11,1494460800,3757901.05
2017-05-12,1494547200,4286790.83
2017-05-13,1494633600,4398136.04
2017-05-14,1494720000,4565153.87
2017-05-15,1494806400,4732171.69
2017-05-16,1494892800,3674392.14
2017-05-17,1494979200,4314627.13
2017-05-18,1495065600,3952755.18
2017-05-19,1495152000,4565153.87
2017-05-20,1495238400,4592990.17
2017-05-21,1495324800,4091936.70
2017-05-22,1495411200,4064100.39
2017-05-23,1495497600,4887381.03
2017-05-24,1495584000,4562009.63
2017-05-25,1495670400,4828620.59
2017-05-26,1495756800,4532386.19
2017-05-27,1495843200,4976737.78
2017-05-28,1495929600,4887867.46
2017-05-29,1496016000,4473139.32
2017-05-30,1496102400,5302595.61
2017-05-31,1496188800,4858244.02
2017-06-01,1496275200,5035984.66
2017-06-02,1496361600,4325022.12
2017-06-03,1496448000,5687700.32
2017-06-04,1496534400,5049391.51
2017-06-05,1496620800,5533581.09
2017-06-06,1496707200,5094943.56
2017-06-07,1496793600,5567322.43
2017-06-08,1496880000,5567322.43
2017-06-09,1496966400,5094943.56
2017-06-10,1497052800,4757530.08
2017-06-11,1497139200,4926236.82
2017-06-12,1497225600,4959978.17
2017-06-13,1497312000,4757530.08
2017-06-14,1497398400,4723788.73
2017-06-15,1497484800,5162426.26
2017-06-16,1497571200,4993719.52
2017-06-17,1497657600,4907231.28
2017-06-18,1497744000,5129905.64
2017-06-19,1497830400,5342177.60
2017-06-20,1497916800,4882255.03
2017-06-21,1498003200,4953012.35
2017-06-22,1498089600,4917633.69
2017-06-23,1498176000,5660585.54
2017-06-24,1498262400,5165284.30
2017-06-25,1498348800,4316196.47
2017-06-26,1498435200,5023769.67
2017-06-27,1498521600,4634604.41
2017-06-28,1498608000,5554449.56
2017-06-29,1498694400,4245439.15
2017-06-30,1498780800,5448313.58
2017-07-01,1498867200,5801798.16
2017-07-02,1498953600,6622798.79
2017-07-03,1499040000,5988701.03
2017-07-04,1499126400,5389830.93
2017-07-05,1499212800,5248920.32
2017-07-06,1499299200,5002326.75
2017-07-07,1499385600,5213692.67
2017-07-08,1499472000,5812562.77
2017-07-09,1499558400,4861416.13
2017-07-10,1499644800,6939847.67
2017-07-11,1499731200,6094383.99
2017-07-12,1499817600,6235294.61
2017-07-13,1499904000,5530741.54
2017-07-14,1499990400,5287415.71
2017-07-15,1500076800,5079131.87
2017-07-16,1500163200,6518885.79
2017-07-17,1500249600,5918988.32
2017-07-18,1500336000,6598872.12
2017-07-19,1500422400,5958981.49
2017-07-20,1500508800,6478892.62
2017-07-21,1500595200,6158947.31
2017-07-22,1500681600,6398906.30
2017-07-23,1500768000,6878824.27
2017-07-24,1500854400,7118783.25
2017-07-25,1500940800,5918988.32
2017-07-26,1501027200,5878995.16
2017-07-27,1501113600,6416436.64
2017-07-28,1501200000,6414280.02
2017-07-29,1501286400,6713613.09
2017-07-30,1501372800,6285994.42
2017-07-31,1501459200,6200470.68
2017-08-01,1501545600,6371518.15
2017-08-02,1501632000,6499803.75
2017-08-03,1501718400,5901137.62
2017-08-04,1501804800,7654374.15
2017-08-05,1501891200,7568850.42
2017-08-06,1501977600,5986661.35
2017-08-07,1502064000,6542565.62
2017-08-08,1502150400,7012946.15
2017-08-09,1502236800,6107869.28
2017-08-10,1502323200,6149818.08
2017-08-11,1502409600,6608759.73
2017-08-12,1502496000,6195712.24
2017-08-13,1502582400,6792336.39
2017-08-14,1502668800,5966241.42
2017-08-15,1502755200,6975913.04
2017-08-16,1502841600,5966241.42
2017-08-17,1502928000,8215055.49
2017-08-18,1503014400,6838230.55
2017-08-19,1503100800,6930018.88
2017-08-20,1503187200,5966241.42
2017-08-21,1503273600,5277828.95
2017-08-22,1503360000,4084580.66
2017-08-23,1503446400,7297172.20
2017-08-24,1503532800,4467992.02
2017-08-25,1503619200,4459277.51
2017-08-26,1503705600,4635882.56
2017-08-27,1503792000,6843445.68
2017-08-28,1503878400,5695512.86
2017-08-29,1503964800,6578538.11
2017-08-30,1504051200,7417412.09
2017-08-31,1504137600,7196655.78
2017-09-01,1504224000,7682319.67
2017-09-02,1504310400,7240807.04
2017-09-03,1504396800,6799294.42
2017-09-04,1504483200,7726470.93
2017-09-05,1504569600,8697798.70
2017-09-06,1504656000,7283044.49
2017-09-07,1504742400,8072925.28
2017-09-08,1504828800,8027056.38
2017-09-09,1504915200,7751843.02
2017-09-10,1505001600,6329907.32
2017-09-11,1505088000,7981187.49
2017-09-12,1505174400,8623352.00
2017-09-13,1505260800,8715089.79
2017-09-14,1505347200,7981187.49
2017-09-15,1505433600,8256400.85
2017-09-16,1505520000,7751843.02
2017-09-17,1505606400,8072925.28
2017-09-18,1505692800,6687570.06
2017-09-19,1505779200,8556655.83
2017-09-20,1505865600,6417491.87
2017-09-21,1505952000,9653662.99
2017-09-22,1506038400,7624199.75
2017-09-23,1506124800,9105159.41
2017-09-24,1506211200,7953301.89
2017-09-25,1506297600,6856294.74
2017-09-26,1506384000,7569349.39
2017-09-27,1506470400,8063002.61
2017-09-28,1506556800,9708513.35
2017-09-29,1506643200,9269710.48
2017-09-30,1506729600,7569349.39
2017-10-01,1506816000,7133598.09
2017-10-02,1506902400,8380132.04
2017-10-03,1506988800,10223761.09
2017-10-04,1507075200,7486251.29
2017-10-05,1507161600,6983443.37
2017-10-06,1507248000,8882939.96
2017-10-07,1507334400,8827072.42
2017-10-08,1507420800,10167893.54
2017-10-09,1507507200,8994675.06
2017-10-10,1507593600,8938807.51
2017-10-11,1507680000,7765589.02
2017-10-12,1507766400,8547734.68
2017-10-13,1507852800,7597986.38
2017-10-14,1507939200,7877324.12
2017-10-15,1508025600,11485102.17
2017-10-16,1508112000,10351762.43
2017-10-17,1508198400,9756833.55
2017-10-18,1508284800,8983426.01
2017-10-19,1508371200,10589733.98
2017-10-20,1508457600,10649226.87
2017-10-21,1508544000,9102411.79
2017-10-22,1508630400,10827705.53
2017-10-23,1508716800,10173283.76
2017-10-24,1508803200,9935312.21
2017-10-25,1508889600,11006184.19
2017-10-26,1508976000,11103293.01
2017-10-27,1509062400,7510989.94
2017-10-28,1509148800,6138789.86
2017-10-29,1509235200,11122042.80
2017-10-30,1509321600,10616495.40
2017-10-31,1509408000,9966505.89
2017-11-01,1509494400,11266484.92
2017-11-02,1509580800,10833158.57
2017-11-03,1509667200,8594305.80
2017-11-04,1509753600,9388737.43
2017-11-05,1509840000,10183169.06
2017-11-06,1509926400,9605400.60
2017-11-07,1510012800,11266484.92
2017-11-08,1510099200,10399832.23
2017-11-09,1510185600,11049821.74
2017-11-10,1510272000,8468739.82
2017-11-11,1510358400,5426063.16
2017-11-12,1510444800,5426063.16
2017-11-13,1510531200,9495610.54
2017-11-14,1510617600,8681701.06
2017-11-15,1510704000,10309520.01
2017-11-16,1510790400,10309520.01
2017-11-17,1510876800,11326906.85
2017-11-18,1510963200,9224307.38
2017-11-19,1511049600,10852126.33
2017-11-20,1511136000,11869513.17
2017-11-21,1511222400,11733861.59
2017-11-22,1511308800,10038216.85
2017-11-23,1511395200,10648648.96
2017-11-24,1511481600,10083527.03
2017-11-25,1511568000,10445729.47
