d,unixTs,sopr
2014-02-06,1391644800,1.0030089567974405
2014-02-07,1391731200,0.9857622108075794
2014-02-08,1391817600,0.9932442640384409
2014-02-09,1391904000,1.002734270696561
2014-02-10,1391990400,0.9925550765106051
2014-02-11,1392076800,0.9947709826963336
2014-02-12,1392163200,0.9870595634191587
2014-02-13,1392249600,0.991566198640261
2014-02-14,1392336000,1.0018052435493863
2014-02-15,1392422400,0.9989268590950081
2014-02-16,1392508800,0.9933187660099796
2014-02-17,1392595200,0.9946784073142309
2014-02-18,1392681600,0.998892982557051
2014-02-19,1392768000,0.9755187362576251
2014-02-20,1392854400,0.9885141751079516
2014-02-21,1392940800,0.9932337864409492
2014-02-22,1393027200,0.9891744105964154
2014-02-23,1393113600,1.0008763102951739
2014-02-24,1393200000,0.9582954018307938
2014-02-25,1393286400,0.9298629472113357
2014-02-26,1393372800,1.0108509047821819
2014-02-27,1393459200,0.9867606306980319
2014-02-28,1393545600,1.0230000349146056
2014-03-01,1393632000,0.9888162159578626
2014-03-02,1393718400,0.9870125828153513
2014-03-03,1393804800,1.0115830203484795
2014-03-04,1393891200,1.0052344135066316
2014-03-05,1393977600,1.0101738330959822
2014-03-06,1394064000,1.013777733998665
2014-03-07,1394150400,1.085327188417141
2014-03-08,1394236800,1.001347874488207
2014-03-09,1394323200,1.1443917365247618
2014-03-10,1394409600,1.011183924545204
2014-03-11,1394496000,1.0048410192141388
2014-03-12,1394582400,1.0152992740169589
2014-03-13,1394668800,1.006358142811277
2014-03-14,1394755200,0.994948639378295
2014-03-15,1394841600,0.9972330106927441
2014-03-16,1394928000,1.0028233576945234
2014-03-17,1395014400,0.999680141295376
2014-03-18,1395100800,1.001327139134198
2014-03-19,1395187200,0.99994267424975
2014-03-20,1395273600,0.9912764625649433
2014-03-21,1395360000,1.0439517851845042
2014-03-22,1395446400,0.9957444574489808
2014-03-23,1395532800,0.9933080227129414
2014-03-24,1395619200,1.0006274489818978
2014-03-25,1395705600,1.0087671920925207
2014-03-26,1395792000,1.0025508019236153
2014-03-27,1395878400,0.9867701059192591
2014-03-28,1395964800,0.98226197835388
2014-03-29,1396051200,0.9857477822985999
2014-03-30,1396137600,0.9730442855361205
2014-03-31,1396224000,0.969381854479672
2014-04-01,1396310400,0.9922609397577647
2014-04-02,1396396800,0.9790019268754551
2014-04-03,1396483200,0.9890788062211383
2014-04-04,1396569600,0.9870041452829629
2014-04-05,1396656000,0.9499335350698593
2014-04-06,1396742400,1.0010989107965194
2014-04-07,1396828800,0.9898712898192269
2014-04-08,1396915200,0.9835579264756144
2014-04-09,1397001600,1.0019110060071041
2014-04-10,1397088000,0.9480585983661345
2014-04-11,1397174400,0.9618074639711287
2014-04-12,1397260800,0.992495274492048
2014-04-13,1397347200,0.9942136036181681
2014-04-14,1397433600,1.0022561159279715
2014-04-15,1397520000,1.0049204698789103
2014-04-16,1397606400,1.0451158850166409
2014-04-17,1397692800,1.0129193117088917
2014-04-18,1397779200,0.9888772092608737
2014-04-19,1397865600,1.0019140655650358
2014-04-20,1397952000,0.9873749887693398
2014-04-21,1398038400,0.9998475889026905
2014-04-22,1398124800,0.995568511450861
2014-04-23,1398211200,1.0201984282216958
2014-04-24,1398297600,1.0018771174811896
2014-04-25,1398384000,0.9825451577022838
2014-04-26,1398470400,0.9929937565280441
2014-04-27,1398556800,0.9921613372375103
2014-04-28,1398643200,0.9810010480411432
2014-04-29,1398729600,0.9917187770975165
2014-04-30,1398816000,0.9954009079603383
2014-05-01,1398902400,0.9984587063158057
2014-05-02,1398988800,0.9963287677870748
2014-05-03,1399075200,0.9929389952056893
2014-05-04,1399161600,0.9905316695211759
2014-05-05,1399248000,0.9878637525769284
2014-05-06,1399334400,0.9869873328632494
2014-05-07,1399420800,0.9966533462048223
2014-05-08,1399507200,0.998908880882183
2014-05-09,1399593600,0.9999602013726685
2014-05-10,1399680000,0.9992243637137606
2014-05-11,1399766400,0.9952241805238489
2014-05-12,1399852800,0.992913034279926
2014-05-13,1399939200,0.9937763166526841
2014-05-14,1400025600,0.9921137624148127
2014-05-15,1400112000,0.9811966307
2014-05-16,1400198400,0.9930390585276107
2014-05-17,1400284800,0.9977541424637609
2014-05-18,1400371200,0.9995823777081084
2014-05-19,1400457600,0.9939368052142789
2014-05-20,1400544000,1.0044565682514304
2014-05-21,1400630400,1.008060980617873
2014-05-22,1400716800,1.0145649156363592
2014-05-23,1400803200,1.0055759488881386
2014-05-24,1400889600,1.009212657754899
2014-05-25,1400976000,1.022303254437131
2014-05-26,1401062400,1.0100353352660931
2014-05-27,1401148800,1.067764527120908
2014-05-28,1401235200,1.007301083411631
2014-05-29,1401321600,1.004406658589738
2014-05-30,1401408000,1.0409240987749728
2014-05-31,1401494400,1.0212124930325939
2014-06-01,1401580800,1.016313379683908
2014-06-02,1401667200,1.0236419198893374
2014-06-03,1401753600,1.0161926457465642
2014-06-04,1401840000,1.0063992661291878
2014-06-05,1401926400,1.0106005384694459
2014-06-06,1402012800,1.010892149949482
2014-06-07,1402099200,1.0068230960378497
2014-06-08,1402185600,1.0078818270902257
2014-06-09,1402272000,1.0320544976496207
2014-06-10,1402358400,1.0203919801714632
2014-06-11,1402444800,1.0130491293072417
2014-06-12,1402531200,1.1033327805250694
2014-06-13,1402617600,1.0095182164642882
2014-06-14,1402704000,0.9899792470636196
2014-06-15,1402790400,0.9992041596358512
2014-06-16,1402876800,1.0063569365517655
2014-06-17,1402963200,1.002265436227374
2014-06-18,1403049600,1.004708339631447
2014-06-19,1403136000,1.0016311789862333
2014-06-20,1403222400,1.0012930142322647
2014-06-21,1403308800,1.0010421987966915
2014-06-22,1403395200,1.0047368629586004
2014-06-23,1403481600,1.0054204296943763
2014-06-24,1403568000,1.004917076039597
2014-06-25,1403654400,0.9936932832614531
2014-06-26,1403740800,1.0116725748269342
2014-06-27,1403827200,1.0077178945216854
2014-06-28,1403913600,1.0058283078752073
2014-06-29,1404000000,1.0386339047261637
2014-06-30,1404086400,1.0196992685475341
2014-07-01,1404172800,1.0138396993396026
2014-07-02,1404259200,1.0179413491658678
2014-07-03,1404345600,1.0196530164619972
2014-07-04,1404432000,1.0068492520297472
2014-07-05,1404518400,1.006068601364798
2014-07-06,1404604800,1.0060438329881125
2014-07-07,1404691200,1.0073185652668495
2014-07-08,1404777600,1.00145481937429
2014-07-09,1404864000,1.0242834690049163
2014-07-10,1404950400,1.006250251895232
2014-07-11,1405036800,1.006994168189518
2014-07-12,1405123200,1.0050453245841842
2014-07-13,1405209600,1.004720063591551
2014-07-14,1405296000,1.0013432101068633
2014-07-15,1405382400,1.0046108326547032
2014-07-16,1405468800,1.0013452251423627
2014-07-17,1405555200,1.0074337884059295
2014-07-18,1405641600,1.005803791393719
2014-07-19,1405728000,0.9967359379942847
2014-07-20,1405814400,1.0057791001048662
2014-07-21,1405900800,1.017657006980213
2014-07-22,1405987200,1.0060340644591999
2014-07-23,1406073600,1.0168625068165267
2014-07-24,1406160000,1.0024983455062673
2014-07-25,1406246400,1.0007855075622183
2014-07-26,1406332800,0.9985972792480136
2014-07-27,1406419200,1.003255880124421
2014-07-28,1406505600,0.9954488409282561
2014-07-29,1406592000,0.994515910299673
2014-07-30,1406678400,0.989235699849451
2014-07-31,1406764800,1.007858751349299
2014-08-01,1406851200,1.0192391557583003
2014-08-02,1406937600,1.0040139387838143
2014-08-03,1407024000,0.997847986211862
2014-08-04,1407110400,1.018243547545343
2014-08-05,1407196800,1.080687059826112
2014-08-06,1407283200,1.0013074536207887
2014-08-07,1407369600,1.005559509067967
2014-08-08,1407456000,1.0049692128965664
2014-08-09,1407542400,1.006366126699349
2014-08-10,1407628800,1.0050413243417091
2014-08-11,1407715200,0.9995441967868665
2014-08-12,1407801600,0.9983638585339777
2014-08-13,1407888000,0.9955181851252213
2014-08-14,1407974400,0.9772139722326635
2014-08-15,1408060800,0.9906070527078724
2014-08-16,1408147200,0.9967675066207117
2014-08-17,1408233600,1.0010731375803283
2014-08-18,1408320000,0.9752221313196493
2014-08-19,1408406400,0.9932591437756477
2014-08-20,1408492800,1.0007535882660776
2014-08-21,1408579200,0.999286437232646
2014-08-22,1408665600,0.9996204026995321
2014-08-23,1408752000,0.9885339595096501
2014-08-24,1408838400,0.9981586110975851
2014-08-25,1408924800,0.9984887500282867
2014-08-26,1409011200,1.0005307383163902
2014-08-27,1409097600,0.9995475806214632
2014-08-28,1409184000,0.9465293126668368
2014-08-29,1409270400,0.9905868178424468
2014-08-30,1409356800,0.9980015443639028
2014-08-31,1409443200,0.9972869183822662
2014-09-01,1409529600,1.0016955269080867
2014-09-02,1409616000,0.9856820969448933
2014-09-03,1409702400,0.9939375870944719
2014-09-04,1409788800,1.0021324290120226
2014-09-05,1409875200,1.005720292385864
2014-09-06,1409961600,1.0040187767643562
2014-09-07,1410048000,0.9793388915400023
2014-09-08,1410134400,0.9900513496015279
2014-09-09,1410220800,0.9783996845018857
2014-09-10,1410307200,0.9921919819557559
2014-09-11,1410393600,0.9912548591164557
2014-09-12,1410480000,0.9832194142772734
2014-09-13,1410566400,0.9980264637242549
2014-09-14,1410652800,0.9996557861950351
2014-09-15,1410739200,0.9903824638868536
2014-09-16,1410825600,0.9910605693612121
2014-09-17,1410912000,0.9916878152647193
2014-09-18,1410998400,0.9718253235870272
2014-09-19,1411084800,0.959798333504556
2014-09-20,1411171200,0.9692343218512235
2014-09-21,1411257600,0.9488374789
2014-09-22,1411344000,0.9835880549415091
2014-09-23,1411430400,0.9906610363372944
2014-09-24,1411516800,0.9949104314401778
2014-09-25,1411603200,0.9896684083632694
2014-09-26,1411689600,0.9678452045411088
2014-09-27,1411776000,0.9875330033703588
2014-09-28,1411862400,0.9907586944434685
2014-09-29,1411948800,0.9550932360603855
2014-09-30,1412035200,0.9807638179064166
2014-10-01,1412121600,0.9810881997139408
2014-10-02,1412208000,0.980830614767115
2014-10-03,1412294400,0.9461874817390534
2014-10-04,1412380800,0.9623524242355858
2014-10-05,1412467200,0.9777497836117705
2014-10-06,1412553600,0.908418161460034
2014-10-07,1412640000,0.973394917689668
2014-10-08,1412726400,1.0036706449414317
2014-10-09,1412812800,0.9888231342985506
2014-10-10,1412899200,0.9872499184667124
2014-10-11,1412985600,0.9794840347083343
2014-10-12,1413072000,0.9777688736180455
2014-10-13,1413158400,1.0177248542424457
2014-10-14,1413244800,1.0068924117654632
2014-10-15,1413331200,0.9779733840528901
2014-10-16,1413417600,0.9986557220716425
2014-10-17,1413504000,0.9840009714395626
2014-10-18,1413590400,1.002847679222309
2014-10-19,1413676800,1.000243190395692
2014-10-20,1413763200,0.9952262096804284
2014-10-21,1413849600,0.9957661020619828
2014-10-22,1413936000,0.9941094900919126
2014-10-23,1414022400,0.986821286970654
2014-10-24,1414108800,0.9768484954425605
2014-10-25,1414195200,0.9866497484324016
2014-10-26,1414281600,0.9943541250535726
2014-10-27,1414368000,0.9890920631456596
2014-10-28,1414454400,0.9939689844611214
2014-10-29,1414540800,0.9780059511808391
2014-10-30,1414627200,0.9829281757529708
2014-10-31,1414713600,0.9849964275914793
2014-11-01,1414800000,0.9867956347824245
2014-11-02,1414886400,0.9834463257506608
2014-11-03,1414972800,0.9882696520434123
2014-11-04,1415059200,0.9833113213152167
2014-11-05,1415145600,0.9940561547961981
2014-11-06,1415232000,1.0231519135982237
2014-11-07,1415318400,0.9892666161057593
2014-11-08,1415404800,1.0001053132385547
2014-11-09,1415491200,0.9790356960538179
2014-11-10,1415577600,1.0029458782155127
2014-11-11,1415664000,0.994257702233203
2014-11-12,1415750400,1.0141850712759397
2014-11-13,1415836800,1.0214222563979438
2014-11-14,1415923200,0.9949377686571069
2014-11-15,1416009600,0.9935643919370952
2014-11-16,1416096000,1.0001519655940427
2014-11-17,1416182400,0.9919406630870131
2014-11-18,1416268800,0.9930551858227669
2014-11-19,1416355200,0.9892925059270669
2014-11-20,1416441600,0.9815611249606939
2014-11-21,1416528000,0.9908044176776609
2014-11-22,1416614400,0.9965427943658601
2014-11-23,1416700800,0.9969820904603847
2014-11-24,1416787200,1.0020647385495176
2014-11-25,1416873600,0.997318323105516
2014-11-26,1416960000,0.9935942575602814
2014-11-27,1417046400,0.9970942028013653
2014-11-28,1417132800,0.9152908032457686
2014-11-29,1417219200,0.9980368098819296
2014-11-30,1417305600,1.0002860939107165
2014-12-01,1417392000,0.9979343308946148
2014-12-02,1417478400,0.9894669256362492
2014-12-03,1417564800,0.9991292919086313
2014-12-04,1417651200,0.966223116524988
2014-12-05,1417737600,0.9979499604046138
2014-12-06,1417824000,0.9978326731511682
2014-12-07,1417910400,0.9974612345092214
2014-12-08,1417996800,0.9442847229819756
2014-12-09,1418083200,0.9984370057067573
2014-12-10,1418169600,0.9804933670343574
2014-12-11,1418256000,0.9928336947879918
2014-12-12,1418342400,0.9935761070269657
2014-12-13,1418428800,0.9940965090085397
2014-12-14,1418515200,0.9958570124772431
2014-12-15,1418601600,0.9897540307426115
2014-12-16,1418688000,0.991077079511285
2014-12-17,1418774400,0.9867235448834181
2014-12-18,1418860800,0.9829707496824843
2014-12-19,1418947200,0.9811676344528725
2014-12-20,1419033600,0.9879901743330104
2014-12-21,1419120000,0.9645834013727456
2014-12-22,1419206400,0.994316943892482
2014-12-23,1419292800,0.9549351244743925
2014-12-24,1419379200,0.9953946375130812
2014-12-25,1419465600,0.994063179325756
2014-12-26,1419552000,0.9947061926950698
2014-12-27,1419638400,0.9918398667943417
2014-12-28,1419724800,0.9842803010816146
2014-12-29,1419811200,0.9874132248893135
2014-12-30,1419897600,0.946821029360591
2014-12-31,1419984000,0.9769298000103682
2015-01-01,1420070400,0.995987453416135
2015-01-02,1420156800,0.9944332519499773
2015-01-03,1420243200,0.9666128549042854
2015-01-04,1420329600,0.9731539196914475
2015-01-05,1420416000,0.9712569479991568
2015-01-06,1420502400,0.9922860682039694
2015-01-07,1420588800,0.9867793694860172
2015-01-08,1420675200,0.9803067371617827
2015-01-09,1420761600,0.9732159399030433
2015-01-10,1420848000,0.9858640211240458
2015-01-11,1420934400,0.9932499868609586
2015-01-12,1421020800,0.9795413759890509
2015-01-13,1421107200,0.9652791935162192
2015-01-14,1421193600,0.9393975642988575
2015-01-15,1421280000,0.9905664334573523
2015-01-16,1421366400,0.9860812627601666
2015-01-17,1421452800,0.979941777854885
2015-01-18,1421539200,0.9901724034152711
2015-01-19,1421625600,0.9880820812661973
2015-01-20,1421712000,0.9865107398549454
2015-01-21,1421798400,0.9203551092701182
2015-01-22,1421884800,1.0001048729626045
2015-01-23,1421971200,0.994064312006672
2015-01-24,1422057600,1.001305807913033
2015-01-25,1422144000,0.9995583164977943
2015-01-26,1422230400,0.9848397833025049
2015-01-27,1422316800,0.9903731216454582
2015-01-28,1422403200,1.0131333340881783
2015-01-29,1422489600,0.9759011961482384
2015-01-30,1422576000,0.9763286759463644
2015-01-31,1422662400,0.9644722274803003
2015-02-01,1422748800,0.9868072658312511
2015-02-02,1422835200,0.985529196125041
2015-02-03,1422921600,0.9960412868430076
2015-02-04,1423008000,0.9854301656053721
2015-02-05,1423094400,0.9822762873139494
2015-02-06,1423180800,0.9920350538464154
2015-02-07,1423267200,0.9898033647790376
2015-02-08,1423353600,0.9893925814907164
2015-02-09,1423440000,0.9798852165602373
2015-02-10,1423526400,0.9868529631903984
2015-02-11,1423612800,0.9768698835647329
2015-02-12,1423699200,0.9911623294947853
2015-02-13,1423785600,1.0004151360653637
2015-02-14,1423872000,0.9985623701821497
2015-02-15,1423958400,0.9977454242094301
2015-02-16,1424044800,0.9881019901412846
2015-02-17,1424131200,0.9967702766967023
2015-02-18,1424217600,0.9949036629721916
2015-02-19,1424304000,0.9496139180264389
2015-02-20,1424390400,1.0320848752883165
2015-02-21,1424476800,0.9979308293541814
2015-02-22,1424563200,0.9844325158161005
2015-02-23,1424649600,0.984469624538773
2015-02-24,1424736000,0.9868269809517896
2015-02-25,1424822400,0.9727728739083447
2015-02-26,1424908800,0.9949225150104858
2015-02-27,1424995200,1.0022933763611888
2015-02-28,1425081600,0.9908853647369682
2015-03-01,1425168000,1.0058379693929793
2015-03-02,1425254400,1.001347252249625
2015-03-03,1425340800,0.9816649365943615
2015-03-04,1425427200,1.006907173292571
2015-03-05,1425513600,0.9891166019825707
2015-03-06,1425600000,1.0028641850279294
2015-03-07,1425686400,0.9819781608999217
2015-03-08,1425772800,0.989910532513289
2015-03-09,1425859200,0.9843489169891191
2015-03-10,1425945600,1.0297064137323535
2015-03-11,1426032000,1.0083137533069233
2015-03-12,1426118400,1.0234357494753987
2015-03-13,1426204800,0.9806860161171507
2015-03-14,1426291200,0.9979606649379438
2015-03-15,1426377600,0.9969941285002429
2015-03-16,1426464000,0.9947837414902682
2015-03-17,1426550400,1.0018681481791563
2015-03-18,1426636800,0.9890087800027637
2015-03-19,1426723200,0.9734810598
2015-03-20,1426809600,0.9912731976195234
2015-03-21,1426896000,0.9944361982379297
2015-03-22,1426982400,0.9910491944257117
2015-03-23,1427068800,0.9942198013129119
2015-03-24,1427155200,0.9851327346737017
2015-03-25,1427241600,0.985311130352455
2015-03-26,1427328000,0.9906581693815826
2015-03-27,1427414400,0.9902481828711946
2015-03-28,1427500800,0.9953863298396967
2015-03-29,1427587200,0.9901931633352381
2015-03-30,1427673600,0.9885047993807821
2015-03-31,1427760000,0.9921758001107475
2015-04-01,1427846400,0.9624908786392332
2015-04-02,1427932800,1.0014827821640357
2015-04-03,1428019200,0.9922220383615717
2015-04-04,1428105600,0.9999277015276823
2015-04-05,1428192000,0.9993202097149478
2015-04-06,1428278400,0.9988693214125027
2015-04-07,1428364800,0.9951018330802107
2015-04-08,1428451200,0.9928724140320866
2015-04-09,1428537600,0.9827963482525502
2015-04-10,1428624000,0.9571919066022472
2015-04-11,1428710400,0.9921363845801705
2015-04-12,1428796800,0.9832362253368435
2015-04-13,1428883200,0.977139722411765
2015-04-14,1428969600,0.9796901136370814
2015-04-15,1429056000,0.9295697348764779
2015-04-16,1429142400,0.9935197356937263
2015-04-17,1429228800,0.991240945890393
2015-04-18,1429315200,0.9949646890629271
2015-04-19,1429401600,0.9974756647591555
2015-04-20,1429488000,0.9917921226594989
2015-04-21,1429574400,0.9914851041444862
2015-04-22,1429660800,0.9983386612899366
2015-04-23,1429747200,1.0004850395878284
2015-04-24,1429833600,0.9943268752656303
2015-04-25,1429920000,0.9952035142479523
2015-04-26,1430006400,0.9904277241432808
2015-04-27,1430092800,0.9906681921485494
2015-04-28,1430179200,0.9964763387837042
2015-04-29,1430265600,0.9961017575745531
2015-04-30,1430352000,1.0009215820229345
2015-05-01,1430438400,0.9977845178690777
2015-05-02,1430524800,0.9978576308495557
2015-05-03,1430611200,1.0026220263215122
2015-05-04,1430697600,0.9988346774373017
2015-05-05,1430784000,0.9940128161923293
2015-05-06,1430870400,0.9971672251742397
2015-05-07,1430956800,0.9950656994961432
2015-05-08,1431043200,1.0007386172418227
2015-05-09,1431129600,0.9994274141877486
2015-05-10,1431216000,0.9969012219948653
2015-05-11,1431302400,0.9883177911466194
2015-05-12,1431388800,0.993847623682621
2015-05-13,1431475200,0.9972893461242972
2015-05-14,1431561600,0.9928129629513701
2015-05-15,1431648000,0.9969064496338098
2015-05-16,1431734400,0.9957762329645742
2015-05-17,1431820800,0.9969297360601515
2015-05-18,1431907200,0.993147722013188
2015-05-19,1431993600,0.9951486356901104
2015-05-20,1432080000,0.9974412569563746
2015-05-21,1432166400,0.9969780752359401
2015-05-22,1432252800,0.9963377577095311
2015-05-23,1432339200,0.9956565277446633
2015-05-24,1432425600,0.9991096126052227
2015-05-25,1432512000,0.991068916735043
2015-05-26,1432598400,0.9956582338158501
2015-05-27,1432684800,0.9931786387139553
2015-05-28,1432771200,0.9911607458552392
2015-05-29,1432857600,0.9979793227321
2015-05-30,1432944000,0.9434908252058257
2015-05-31,1433030400,0.990230289724636
2015-06-01,1433116800,0.9869738773460047
2015-06-02,1433203200,0.9902019506177234
2015-06-03,1433289600,0.9923915802904371
2015-06-04,1433376000,0.9953815037002945
2015-06-05,1433462400,0.9968573118182078
2015-06-06,1433548800,0.9976619760950635
2015-06-07,1433635200,0.9858014886011026
2015-06-08,1433721600,0.9979565534681909
2015-06-09,1433808000,0.9993894072257296
2015-06-10,1433894400,0.9935438424198992
2015-06-11,1433980800,0.9928464611267066
2015-06-12,1434067200,1.0007338379915531
2015-06-13,1434153600,0.9922403201625614
2015-06-14,1434240000,0.996919495173376
2015-06-15,1434326400,0.9996187655648733
2015-06-16,1434412800,1.0051991909861404
2015-06-17,1434499200,1.0013554831137301
2015-06-18,1434585600,0.9979560235319593
2015-06-19,1434672000,1.0014379977211738
2015-06-20,1434758400,0.9994730312384663
2015-06-21,1434844800,1.0014658983160116
2015-06-22,1434931200,0.9999362100748289
2015-06-23,1435017600,0.9976853760379731
2015-06-24,1435104000,0.994128939193306
2015-06-25,1435190400,0.9940767887712818
2015-06-26,1435276800,0.9979333274086271
2015-06-27,1435363200,1.00127492517799
2015-06-28,1435449600,1.0016688557475895
2015-06-29,1435536000,1.0027515002875942
2015-06-30,1435622400,1.0071817705925512
2015-07-01,1435708800,1.000109077393908
2015-07-02,1435795200,0.997289460435589
2015-07-03,1435881600,0.9809177391818344
2015-07-04,1435968000,1.0007259139399007
2015-07-05,1436054400,0.9999408228339698
2015-07-06,1436140800,1.0049080262216554
2015-07-07,1436227200,1.0049201537410948
2015-07-08,1436313600,1.0008609776501376
2015-07-09,1436400000,0.9910040075318582
2015-07-10,1436486400,1.007196368284375
2015-07-11,1436572800,1.0042828864772646
2015-07-12,1436659200,1.014347925686194
2015-07-13,1436745600,0.9983941686465718
2015-07-14,1436832000,1.001485946884514
2015-07-15,1436918400,1.0023419283037516
2015-07-16,1437004800,0.9954596167287488
2015-07-17,1437091200,1.0006551208056151
2015-07-18,1437177600,0.9952739937607954
2015-07-19,1437264000,0.9982596662723882
2015-07-20,1437350400,0.9872949844052397
2015-07-21,1437436800,0.998119000404375
2015-07-22,1437523200,0.9986234642142973
2015-07-23,1437609600,1.0011416528987185
2015-07-24,1437696000,1.0038245217327224
2015-07-25,1437782400,1.0079400614830116
2015-07-26,1437868800,1.005769638075538
2015-07-27,1437955200,1.001869952320789
2015-07-28,1438041600,1.0023665053296447
2015-07-29,1438128000,0.9976008153
2015-07-30,1438214400,0.995977256346968
2015-07-31,1438300800,1.0017991103737973
2015-08-01,1438387200,0.99756591334507
2015-08-02,1438473600,0.9993034643145812
2015-08-03,1438560000,1.000311687008029
2015-08-04,1438646400,0.9947079867000185
2015-08-05,1438732800,0.99903279607637
2015-08-06,1438819200,0.9979709698396684
2015-08-07,1438905600,0.9980822725864317
2015-08-08,1438992000,1.0023695553229304
2015-08-09,1439078400,0.941522671616611
2015-08-10,1439164800,0.9952103361436924
2015-08-11,1439251200,0.9979453881783016
2015-08-12,1439337600,0.9988953183899034
2015-08-13,1439424000,0.996377101675058
2015-08-14,1439510400,0.9934488887707517
2015-08-15,1439596800,0.9939620370996387
2015-08-16,1439683200,0.9886141871037777
2015-08-17,1439769600,0.9954097711547325
2015-08-18,1439856000,0.9886752374368828
2015-08-19,1439942400,0.9791027254219732
2015-08-20,1440028800,0.9859544343143125
2015-08-21,1440115200,0.988687139947711
2015-08-22,1440201600,0.9896154425048003
2015-08-23,1440288000,0.9991743578471293
2015-08-24,1440374400,0.9766554721599368
2015-08-25,1440460800,0.9538664383434544
2015-08-26,1440547200,0.9789537258659087
2015-08-27,1440633600,0.9969932907496625
2015-08-28,1440720000,0.9993762684591742
2015-08-29,1440806400,0.9931672034437365
2015-08-30,1440892800,0.9955755997522212
2015-08-31,1440979200,0.9976014676041315
2015-09-01,1441065600,0.995048395505637
2015-09-02,1441152000,0.995087603074947
2015-09-03,1441238400,0.9895217206057977
2015-09-04,1441324800,0.9962677014634198
2015-09-05,1441411200,0.9992511235657708
2015-09-06,1441497600,1.002339726517461
2015-09-07,1441584000,1.0009903470011274
2015-09-08,1441670400,1.0018700057978749
2015-09-09,1441756800,0.9988891905380967
2015-09-10,1441843200,0.9892477358758208
2015-09-11,1441929600,0.9984363259178638
2015-09-12,1442016000,0.9958530335945425
2015-09-13,1442102400,0.9935292570332105
2015-09-14,1442188800,0.9936747163432904
2015-09-15,1442275200,0.9959057975306045
2015-09-16,1442361600,0.9965365543054316
2015-09-17,1442448000,0.9987204468069932
2015-09-18,1442534400,0.9990755476683002
2015-09-19,1442620800,0.9968116579832419
2015-09-20,1442707200,0.9963717807097158
2015-09-21,1442793600,0.9990304760185781
2015-09-22,1442880000,0.9972800168421704
2015-09-23,1442966400,0.9869518196671737
2015-09-24,1443052800,0.9999751699446451
2015-09-25,1443139200,0.9992370736310304
2015-09-26,1443225600,0.998095345451338
2015-09-27,1443312000,0.9978414800815572
2015-09-28,1443398400,0.9969558639168469
2015-09-29,1443484800,1.0000804625519868
2015-09-30,1443571200,0.9989014814027942
2015-10-01,1443657600,0.9972218230237835
2015-10-02,1443744000,1.0001588437017073
2015-10-03,1443830400,1.0008309697196793
2015-10-04,1443916800,0.9983690361304037
2015-10-05,1444003200,0.9990446741709136
2015-10-06,1444089600,1.0015982642407075
2015-10-07,1444176000,0.9939245265256244
2015-10-08,1444262400,0.9965629005975586
2015-10-09,1444348800,1.0000665276416716
2015-10-10,1444435200,0.9984305810930686
2015-10-11,1444521600,0.9994011389764538
2015-10-12,1444608000,0.987752499338988
2015-10-13,1444694400,1.002022807391231
2015-10-14,1444780800,0.9943397922311062
2015-10-15,1444867200,1.001376359057938
2015-10-16,1444953600,1.004666893650867
2015-10-17,1445040000,1.0064355527436564
2015-10-18,1445126400,1.001041729500302
2015-10-19,1445212800,1.000919051807953
2015-10-20,1445299200,1.0065177271954817
2015-10-21,1445385600,1.0022101699154997
2015-10-22,1445472000,1.0030900319714557
2015-10-23,1445558400,1.0058388662354052
2015-10-24,1445644800,1.0054850288181643
2015-10-25,1445731200,1.0088499011187924
2015-10-26,1445817600,1.003260885661884
2015-10-27,1445904000,1.0089173009129975
2015-10-28,1445990400,1.011266121621442
2015-10-29,1446076800,1.012761517057677
2015-10-30,1446163200,1.0182747119046687
2015-10-31,1446249600,1.0102974255919492
2015-11-01,1446336000,1.0080737731125895
2015-11-02,1446422400,1.0162156413558099
2015-11-03,1446508800,1.0111745272767585
2015-11-04,1446595200,1.0158275058004311
2015-11-05,1446681600,1.009193713713411
2015-11-06,1446768000,0.99846773900998
2015-11-07,1446854400,1.011218663597078
2015-11-08,1446940800,0.999154071800971
2015-11-09,1447027200,1.004011680420012
2015-11-10,1447113600,0.9884193960728809
2015-11-11,1447200000,0.9860600521573668
2015-11-12,1447286400,0.9997990580084564
2015-11-13,1447372800,1.002171920746185
2015-11-14,1447459200,1.0004136415858529
2015-11-15,1447545600,0.9973811970414371
2015-11-16,1447632000,0.997718304756802
2015-11-17,1447718400,1.011669991514365
2015-11-18,1447804800,1.001246538825134
2015-11-19,1447891200,0.9984463696749086
2015-11-20,1447977600,0.9970668829138869
2015-11-21,1448064000,1.000452844064711
2015-11-22,1448150400,1.0023539211738401
2015-11-23,1448236800,0.9986983968957612
2015-11-24,1448323200,0.9984398113347678
2015-11-25,1448409600,1.0003318643989392
2015-11-26,1448496000,1.0080708775935303
2015-11-27,1448582400,1.0058210937107843
2015-11-28,1448668800,1.0024377996807101
2015-11-29,1448755200,1.0062789093952778
2015-11-30,1448841600,1.010886558119418
2015-12-01,1448928000,1.0017511902456173
2015-12-02,1449014400,0.9999252354313527
2015-12-03,1449100800,1.002043013568066
2015-12-04,1449187200,1.0015905226161894
2015-12-05,1449273600,1.0029073001836788
2015-12-06,1449360000,1.0043396244700895
2015-12-07,1449446400,1.0056103950290587
2015-12-08,1449532800,1.005319467484226
2015-12-09,1449619200,1.0112483984114153
