d,unixTs,nupl
2016-02-01,1454284800,0.18313333333333334
2016-02-02,1454371200,0.18847
2016-02-03,1454457600,0.1812
2016-02-04,1454544000,0.2034
2016-02-05,1454630400,0.20500000000000002
2016-02-06,1454716800,0.195
2016-02-07,1454803200,0.19544444444444445
2016-02-08,1454889600,0.19119999999999998
2016-02-09,1454976000,0.1912
2016-02-10,1455062400,0.199
2016-02-11,1455148800,0.2015
2016-02-12,1455235200,0.211
2016-02-13,1455321600,0.2253
2016-02-14,1455408000,0.2494
2016-02-15,1455494400,0.2429
2016-02-16,1455580800,0.2562
2016-02-17,1455667200,0.2695
2016-02-18,1455753600,0.2791
2016-02-19,1455840000,0.2753
2016-02-20,1455926400,0.3079
2016-02-21,1456012800,0.3051
2016-02-22,1456099200,0.3026
2016-02-23,1456185600,0.2738
2016-02-24,1456272000,0.28
2016-02-25,1456358400,0.2799
2016-02-26,1456444800,0.2921
2016-02-27,1456531200,0.2937
2016-02-28,1456617600,0.2932
2016-02-29,1456704000,0.2993
2016-03-01,1456790400,0.29
2016-03-02,1456876800,0.2736
2016-03-03,1456963200,0.2667
2016-03-04,1457049600,0.2468
2016-03-05,1457136000,0.2266
2016-03-06,1457222400,0.2387
2016-03-07,1457308800,0.2554
2016-03-08,1457395200,0.2521
2016-03-09,1457481600,0.2544
2016-03-10,1457568000,0.2607
2016-03-11,1457654400,0.2659
2016-03-12,1457740800,0.2494
2016-03-13,1457827200,0.2521
2016-03-14,1457913600,0.2574
2016-03-15,1458000000,0.2576
2016-03-16,1458086400,0.2604
2016-03-17,1458172800,0.2627
2016-03-18,1458259200,0.2453
2016-03-19,1458345600,0.2458
2016-03-20,1458432000,0.2511
2016-03-21,1458518400,0.2498
2016-03-22,1458604800,0.2582
2016-03-23,1458691200,0.2594
2016-03-24,1458777600,0.2522
2016-03-25,1458864000,0.2568
2016-03-26,1458950400,0.2572
2016-03-27,1459036800,0.2716
2016-03-28,1459123200,0.2667
2016-03-29,1459209600,0.2542
2016-03-30,1459296000,0.2486
2016-03-31,1459382400,0.254
2016-04-01,1459468800,0.2559
2016-04-02,1459555200,0.2602
2016-04-03,1459641600,0.2605
2016-04-04,1459728000,0.2593
2016-04-05,1459814400,0.2641
2016-04-06,1459900800,0.2624
2016-04-07,1459987200,0.2599
2016-04-08,1460073600,0.2549
2016-04-09,1460160000,0.255
2016-04-10,1460246400,0.2597
2016-04-11,1460332800,0.2617
2016-04-12,1460419200,0.2682
2016-04-13,1460505600,0.2637
2016-04-14,1460592000,0.2652
2016-04-15,1460678400,0.273
2016-04-16,1460764800,0.2752
2016-04-17,1460851200,0.2703
2016-04-18,1460937600,0.2706
2016-04-19,1461024000,0.2832
2016-04-20,1461110400,0.2908
2016-04-21,1461196800,0.3048
2016-04-22,1461283200,0.298
2016-04-23,1461369600,0.3062
2016-04-24,1461456000,0.3197
2016-04-25,1461542400,0.3211
2016-04-26,1461628800,0.3261
2016-04-27,1461715200,0.2905
2016-04-28,1461801600,0.2984
2016-04-29,1461888000,0.3069
2016-04-30,1461974400,0.2959
2016-05-01,1462060800,0.303
2016-05-02,1462147200,0.2873
2016-05-03,1462233600,0.2975
2016-05-04,1462320000,0.2922
2016-05-05,1462406400,0.2935
2016-05-06,1462492800,0.3114
2016-05-07,1462579200,0.3105
2016-05-08,1462665600,0.3102
2016-05-09,1462752000,0.3128
2016-05-10,1462838400,0.2939
2016-05-11,1462924800,0.2978
2016-05-12,1463011200,0.3001
2016-05-13,1463097600,0.3023
2016-05-14,1463184000,0.3032
2016-05-15,1463270400,0.307
2016-05-16,1463356800,0.2985
2016-05-17,1463443200,0.2935
2016-05-18,1463529600,0.2947
2016-05-19,1463616000,0.2678
2016-05-20,1463702400,0.2751
2016-05-21,1463788800,0.2776
2016-05-22,1463875200,0.2718
2016-05-23,1463961600,0.2773
2016-05-24,1464048000,0.2795
2016-05-25,1464134400,0.2867
2016-05-26,1464220800,0.2922
2016-05-27,1464307200,0.3156
2016-05-28,1464393600,0.3883
2016-05-29,1464480000,0.3825
2016-05-30,1464566400,0.3875
2016-05-31,1464652800,0.3831
2016-06-01,1464739200,0.3893
2016-06-02,1464825600,0.3887
2016-06-03,1464912000,0.4207
2016-06-04,1464998400,0.4237
2016-06-05,1465084800,0.4235
2016-06-06,1465171200,0.4322
2016-06-07,1465257600,0.4241
2016-06-08,1465344000,0.4274
2016-06-09,1465430400,0.4207
2016-06-10,1465516800,0.4224
2016-06-11,1465603200,0.4454
2016-06-12,1465689600,0.4949
2016-06-13,1465776000,0.5132
2016-06-14,1465862400,0.4979
2016-06-15,1465948800,0.502
2016-06-16,1466035200,0.5422
2016-06-17,1466121600,0.5296
2016-06-18,1466208000,0.5331
2016-06-19,1466294400,0.5369
2016-06-20,1466380800,0.5081
2016-06-21,1466467200,0.4689
2016-06-22,1466553600,0.4055
2016-06-23,1466640000,0.4356
2016-06-24,1466726400,0.4652
2016-06-25,1466812800,0.4678
2016-06-26,1466899200,0.436
2016-06-27,1466985600,0.4538
2016-06-28,1467072000,0.4492
2016-06-29,1467158400,0.4418
2016-06-30,1467244800,0.4694
2016-07-01,1467331200,0.4711
2016-07-02,1467417600,0.4889
2016-07-03,1467504000,0.4579
2016-07-04,1467590400,0.4709
2016-07-05,1467676800,0.4609
2016-07-06,1467763200,0.4677
2016-07-07,1467849600,0.4369
2016-07-08,1467936000,0.4571
2016-07-09,1468022400,0.4455
2016-07-10,1468108800,0.4433
2016-07-11,1468195200,0.4429
2016-07-12,1468281600,0.4585
2016-07-13,1468368000,0.4487
2016-07-14,1468454400,0.4505
2016-07-15,1468540800,0.4549
2016-07-16,1468627200,0.4534
2016-07-17,1468713600,0.4649
2016-07-18,1468800000,0.4599
2016-07-19,1468886400,0.4586
2016-07-20,1468972800,0.4525
2016-07-21,1469059200,0.4519
2016-07-22,1469145600,0.4383
2016-07-23,1469232000,0.444
2016-07-24,1469318400,0.4462
2016-07-25,1469404800,0.4406
2016-07-26,1469491200,0.4398
2016-07-27,1469577600,0.4407
2016-07-28,1469664000,0.4404
2016-07-29,1469750400,0.4411
2016-07-30,1469836800,0.4389
2016-07-31,1469923200,0.4121
2016-08-01,1470009600,0.3951
2016-08-02,1470096000,0.3087
2016-08-03,1470182400,0.3608
2016-08-04,1470268800,0.3741
2016-08-05,1470355200,0.3716
2016-08-06,1470441600,0.3817
2016-08-07,1470528000,0.3855
2016-08-08,1470614400,0.3822
2016-08-09,1470700800,0.3785
2016-08-10,1470787200,0.3809
2016-08-11,1470873600,0.3806
2016-08-12,1470960000,0.378
2016-08-13,1471046400,0.376
2016-08-14,1471132800,0.3608
2016-08-15,1471219200,0.3556
2016-08-16,1471305600,0.3685
2016-08-17,1471392000,0.3633
2016-08-18,1471478400,0.3628
2016-08-19,1471564800,0.3635
2016-08-20,1471651200,0.3708
2016-08-21,1471737600,0.3696
2016-08-22,1471824000,0.3739
2016-08-23,1471910400,0.3714
2016-08-24,1471996800,0.3672
2016-08-25,1472083200,0.3632
2016-08-26,1472169600,0.3661
2016-08-27,1472256000,0.3565
2016-08-28,1472342400,0.3619
2016-08-29,1472428800,0.3603
2016-08-30,1472515200,0.3625
2016-08-31,1472601600,0.3582
2016-09-01,1472688000,0.3581
2016-09-02,1472774400,0.3631
2016-09-03,1472860800,0.3874
2016-09-04,1472947200,0.3971
2016-09-05,1473033600,0.3938
2016-09-06,1473120000,0.3986
2016-09-07,1473206400,0.4007
2016-09-08,1473292800,0.4141
2016-09-09,1473379200,0.4066
2016-09-10,1473465600,0.4079
2016-09-11,1473552000,0.3918
2016-09-12,1473638400,0.3911
2016-09-13,1473724800,0.3914
2016-09-14,1473811200,0.3919
2016-09-15,1473897600,0.3893
2016-09-16,1473984000,0.3897
2016-09-17,1474070400,0.3891
2016-09-18,1474156800,0.393
2016-09-19,1474243200,0.3902
2016-09-20,1474329600,0.3888
2016-09-21,1474416000,0.3772
2016-09-22,1474502400,0.3757
2016-09-23,1474588800,0.3826
2016-09-24,1474675200,0.383
2016-09-25,1474761600,0.3803
2016-09-26,1474848000,0.3863
2016-09-27,1474934400,0.3843
2016-09-28,1475020800,0.3837
2016-09-29,1475107200,0.3841
2016-09-30,1475193600,0.3876
2016-10-01,1475280000,0.3938
2016-10-02,1475366400,0.3901
2016-10-03,1475452800,0.3903
2016-10-04,1475539200,0.3872
2016-10-05,1475625600,0.389
2016-10-06,1475712000,0.3884
2016-10-07,1475798400,0.3942
2016-10-08,1475884800,0.3952
2016-10-09,1475971200,0.3929
2016-10-10,1476057600,0.3936
2016-10-11,1476144000,0.4158
2016-10-12,1476230400,0.4089
2016-10-13,1476316800,0.4075
2016-10-14,1476403200,0.4109
2016-10-15,1476489600,0.4086
2016-10-16,1476576000,0.4134
2016-10-17,1476662400,0.409
2016-10-18,1476748800,0.4051
2016-10-19,1476835200,0.3992
2016-10-20,1476921600,0.398
2016-10-21,1477008000,0.3995
2016-10-22,1477094400,0.4206
2016-10-23,1477180800,0.418
2016-10-24,1477267200,0.4157
2016-10-25,1477353600,0.4201
2016-10-26,1477440000,0.4354
2016-10-27,1477526400,0.4433
2016-10-28,1477612800,0.4457
2016-10-29,1477699200,0.4639
2016-10-30,1477785600,0.4513
2016-10-31,1477872000,0.4501
2016-11-01,1477958400,0.4725
2016-11-02,1478044800,0.4785
2016-11-03,1478131200,0.4405
2016-11-04,1478217600,0.4521
2016-11-05,1478304000,0.4529
2016-11-06,1478390400,0.4593
2016-11-07,1478476800,0.4515
2016-11-08,1478563200,0.4549
2016-11-09,1478649600,0.4611
2016-11-10,1478736000,0.4545
2016-11-11,1478822400,0.4557
2016-11-12,1478908800,0.4464
2016-11-13,1478995200,0.446
2016-11-14,1479081600,0.4471
2016-11-15,1479168000,0.4516
2016-11-16,1479254400,0.4716
2016-11-17,1479340800,0.4658
2016-11-18,1479427200,0.475
2016-11-19,1479513600,0.4756
2016-11-20,1479600000,0.4605
2016-11-21,1479686400,0.4644
2016-11-22,1479772800,0.4716
2016-11-23,1479859200,0.4651
2016-11-24,1479945600,0.4609
2016-11-25,1480032000,0.4622
2016-11-26,1480118400,0.4581
2016-11-27,1480204800,0.4526
2016-11-28,1480291200,0.4538
2016-11-29,1480377600,0.4546
2016-11-30,1480464000,0.4616
2016-12-01,1480550400,0.4688
2016-12-02,1480636800,0.4802
2016-12-03,1480723200,0.472
2016-12-04,1480809600,0.4718
2016-12-05,1480896000,0.4617
2016-12-06,1480982400,0.4658
2016-12-07,1481068800,0.4692
2016-12-08,1481155200,0.4701
2016-12-09,1481241600,0.4725
2016-12-10,1481328000,0.4741
2016-12-11,1481414400,0.4703
2016-12-12,1481500800,0.475
2016-12-13,1481587200,0.4746
2016-12-14,1481673600,0.4726
2016-12-15,1481760000,0.4713
2016-12-16,1481846400,0.4747
2016-12-17,1481932800,0.479
2016-12-18,1482019200,0.4789
2016-12-19,1482105600,0.4782
2016-12-20,1482192000,0.4833
2016-12-21,1482278400,0.4989
2016-12-22,1482364800,0.5141
2016-12-23,1482451200,0.5408
2016-12-24,1482537600,0.5275
2016-12-25,1482624000,0.5292
2016-12-26,1482710400,0.5318
2016-12-27,1482796800,0.5416
2016-12-28,1482883200,0.5638
2016-12-29,1482969600,0.5587
2016-12-30,1483056000,0.5516
2016-12-31,1483142400,0.5544
2017-01-01,1483228800,0.5656
2017-01-02,1483315200,0.5718
2017-01-03,1483401600,0.5759
2017-01-04,1483488000,0.609
2017-01-05,1483574400,0.553
2017-01-06,1483660800,0.5004
2017-01-07,1483747200,0.5062
2017-01-08,1483833600,0.5105
2017-01-09,1483920000,0.5051
2017-01-10,1484006400,0.5062
2017-01-11,1484092800,0.4345
2017-01-12,1484179200,0.4478
2017-01-13,1484265600,0.4605
2017-01-14,1484352000,0.4562
2017-01-15,1484438400,0.4589
2017-01-16,1484524800,0.4628
2017-01-17,1484611200,0.5057
2017-01-18,1484697600,0.4915
2017-01-19,1484784000,0.5025
2017-01-20,1484870400,0.4982
2017-01-21,1484956800,0.5132
2017-01-22,1485043200,0.5113
2017-01-23,1485129600,0.5089
2017-01-24,1485216000,0.491
2017-01-25,1485302400,0.4946
2017-01-26,1485388800,0.5052
2017-01-27,1485475200,0.5067
2017-01-28,1485561600,0.5076
2017-01-29,1485648000,0.5023
2017-01-30,1485734400,0.5043
2017-01-31,1485820800,0.5277
2017-02-01,1485907200,0.5356
2017-02-02,1485993600,0.5435
2017-02-03,1486080000,0.5452
2017-02-04,1486166400,0.5524
2017-02-05,1486252800,0.5432
2017-02-06,1486339200,0.546
2017-02-07,1486425600,0.5573
2017-02-08,1486512000,0.5557
2017-02-09,1486598400,0.5239
2017-02-10,1486684800,0.5292
2017-02-11,1486771200,0.5356
2017-02-12,1486857600,0.5327
2017-02-13,1486944000,0.5289
2017-02-14,1487030400,0.5338
2017-02-15,1487116800,0.5342
2017-02-16,1487203200,0.5435
2017-02-17,1487289600,0.5512
2017-02-18,1487376000,0.5513
2017-02-19,1487462400,0.5498
2017-02-20,1487548800,0.5612
2017-02-21,1487635200,0.5751
2017-02-22,1487721600,0.5732
2017-02-23,1487808000,0.5921
2017-02-24,1487894400,0.588
2017-02-25,1487980800,0.5754
2017-02-26,1488067200,0.5854
2017-02-27,1488153600,0.5885
2017-02-28,1488240000,0.5855
2017-03-01,1488326400,0.597
2017-03-02,1488412800,0.6056
2017-03-03,1488499200,0.6111
2017-03-04,1488585600,0.6038
2017-03-05,1488672000,0.6051
2017-03-06,1488758400,0.6052
2017-03-07,1488844800,0.5891
2017-03-08,1488931200,0.5595
2017-03-09,1489017600,0.5739
2017-03-10,1489104000,0.5376
2017-03-11,1489190400,0.5673
2017-03-12,1489276800,0.5855
2017-03-13,1489363200,0.5852
2017-03-14,1489449600,0.5865
2017-03-15,1489536000,0.5886
2017-03-16,1489622400,0.5596
2017-03-17,1489708800,0.517
2017-03-18,1489795200,0.4631
2017-03-19,1489881600,0.4927
2017-03-20,1489968000,0.5012
2017-03-21,1490054400,0.5326
2017-03-22,1490140800,0.4987
2017-03-23,1490227200,0.4944
2017-03-24,1490313600,0.4447
2017-03-25,1490400000,0.4632
2017-03-26,1490486400,0.4596
2017-03-27,1490572800,0.4997
2017-03-28,1490659200,0.4998
2017-03-29,1490745600,0.4968
2017-03-30,1490832000,0.4954
2017-03-31,1490918400,0.5139
2017-04-01,1491004800,0.5166
2017-04-02,1491091200,0.5229
2017-04-03,1491177600,0.5376
2017-04-04,1491264000,0.5356
2017-04-05,1491350400,0.5321
2017-04-06,1491436800,0.5535
2017-04-07,1491523200,0.5509
2017-04-08,1491609600,0.5475
2017-04-09,1491696000,0.5573
2017-04-10,1491782400,0.5555
2017-04-11,1491868800,0.5608
2017-04-12,1491955200,0.5548
2017-04-13,1492041600,0.5381
2017-04-14,1492128000,0.5382
2017-04-15,1492214400,0.5383
2017-04-16,1492300800,0.5373
2017-04-17,1492387200,0.5429
2017-04-18,1492473600,0.5458
2017-04-19,1492560000,0.5478
2017-04-20,1492646400,0.5561
2017-04-21,1492732800,0.5594
2017-04-22,1492819200,0.5576
2017-04-23,1492905600,0.5592
2017-04-24,1492992000,0.5606
2017-04-25,1493078400,0.567
2017-04-26,1493164800,0.5712
2017-04-27,1493251200,0.5851
2017-04-28,1493337600,0.5835
2017-04-29,1493424000,0.5854
2017-04-30,1493510400,0.5912
2017-05-01,1493596800,0.6041
2017-05-02,1493683200,0.6089
2017-05-03,1493769600,0.6208
2017-05-04,1493856000,0.6223
2017-05-05,1493942400,0.617
2017-05-06,1494028800,0.6256
2017-05-07,1494115200,0.6132
2017-05-08,1494201600,0.6454
2017-05-09,1494288000,0.6491
2017-05-10,1494374400,0.6587
2017-05-11,1494460800,0.6646
2017-05-12,1494547200,0.6375
2017-05-13,1494633600,0.651
2017-05-14,1494720000,0.6528
2017-05-15,1494806400,0.6397
2017-05-16,1494892800,0.6422
2017-05-17,1494979200,0.6493
2017-05-18,1495065600,0.663
2017-05-19,1495152000,0.6724
2017-05-20,1495238400,0.6825
2017-05-21,1495324800,0.6798
2017-05-22,1495411200,0.68
2017-05-23,1495497600,0.6995
2017-05-24,1495584000,0.7139
2017-05-25,1495670400,0.6967
2017-05-26,1495756800,0.6882
2017-05-27,1495843200,0.6522
2017-05-28,1495929600,0.6785
2017-05-29,1496016000,0.6847
2017-05-30,1496102400,0.6662
2017-05-31,1496188800,0.6818
2017-06-01,1496275200,0.6915
2017-06-02,1496361600,0.699
2017-06-03,1496448000,0.7046
2017-06-04,1496534400,0.6997
2017-06-05,1496620800,0.7142
2017-06-06,1496707200,0.7288
2017-06-07,1496793600,0.7106
2017-06-08,1496880000,0.7175
2017-06-09,1496966400,0.715
2017-06-10,1497052800,0.7225
2017-06-11,1497139200,0.7253
2017-06-12,1497225600,0.6902
2017-06-13,1497312000,0.6915
2017-06-14,1497398400,0.6575
2017-06-15,1497484800,0.652
2017-06-16,1497571200,0.6592
2017-06-17,1497657600,0.6802
2017-06-18,1497744000,0.6595
2017-06-19,1497830400,0.6675
2017-06-20,1497916800,0.6821
2017-06-21,1498003200,0.6694
2017-06-22,1498089600,0.6729
2017-06-23,1498176000,0.6712
2017-06-24,1498262400,0.6551
2017-06-25,1498348800,0.6459
2017-06-26,1498435200,0.6353
2017-06-27,1498521600,0.6488
2017-06-28,1498608000,0.6515
2017-06-29,1498694400,0.6471
2017-06-30,1498780800,0.6328
2017-07-01,1498867200,0.6263
2017-07-02,1498953600,0.6409
2017-07-03,1499040000,0.6437
2017-07-04,1499126400,0.6489
2017-07-05,1499212800,0.6482
2017-07-06,1499299200,0.6464
2017-07-07,1499385600,0.6298
2017-07-08,1499472000,0.6372
2017-07-09,1499558400,0.6301
2017-07-10,1499644800,0.6011
2017-07-11,1499731200,0.6006
2017-07-12,1499817600,0.6095
2017-07-13,1499904000,0.6037
2017-07-14,1499990400,0.5808
2017-07-15,1500076800,0.5352
2017-07-16,1500163200,0.5175
2017-07-17,1500249600,0.5811
2017-07-18,1500336000,0.5956
2017-07-19,1500422400,0.5864
2017-07-20,1500508800,0.6644
2017-07-21,1500595200,0.6433
2017-07-22,1500681600,0.6618
2017-07-23,1500768000,0.6514
2017-07-24,1500854400,0.65
2017-07-25,1500940800,0.62
2017-07-26,1501027200,0.6135
2017-07-27,1501113600,0.6309
2017-07-28,1501200000,0.6398
2017-07-29,1501286400,0.6227
2017-07-30,1501372800,0.6204
2017-07-31,1501459200,0.6247
2017-08-01,1501545600,0.602
2017-08-02,1501632000,0.5929
2017-08-03,1501718400,0.6026
2017-08-04,1501804800,0.6043
2017-08-05,1501891200,0.6436
2017-08-06,1501977600,0.6355
2017-08-07,1502064000,0.6451
2017-08-08,1502150400,0.6425
2017-08-09,1502236800,0.63
2017-08-10,1502323200,0.6362
2017-08-11,1502409600,0.6547
2017-08-12,1502496000,0.6689
2017-08-13,1502582400,0.6804
2017-08-14,1502668800,0.6928
2017-08-15,1502755200,0.679
2017-08-16,1502841600,0.6903
2017-08-17,1502928000,0.6819
2017-08-18,1503014400,0.6639
2017-08-19,1503100800,0.6641
2017-08-20,1503187200,0.6539
2017-08-21,1503273600,0.644
2017-08-22,1503360000,0.6481
2017-08-23,1503446400,0.6509
2017-08-24,1503532800,0.6631
2017-08-25,1503619200,0.663
2017-08-26,1503705600,0.6603
2017-08-27,1503792000,0.6588
2017-08-28,1503878400,0.6591
2017-08-29,1503964800,0.6709
2017-08-30,1504051200,0.6674
2017-08-31,1504137600,0.6739
2017-09-01,1504224000,0.6818
2017-09-02,1504310400,0.6575
2017-09-03,1504396800,0.6581
2017-09-04,1504483200,0.6366
2017-09-05,1504569600,0.6412
2017-09-06,1504656000,0.6506
2017-09-07,1504742400,0.6486
2017-09-08,1504828800,0.6249
2017-09-09,1504915200,0.6234
2017-09-10,1505001600,0.6152
2017-09-11,1505088000,0.6101
2017-09-12,1505174400,0.6049
2017-09-13,1505260800,0.5777
2017-09-14,1505347200,0.4988
2017-09-15,1505433600,0.5581
2017-09-16,1505520000,0.5587
2017-09-17,1505606400,0.5585
2017-09-18,1505692800,0.5966
2017-09-19,1505779200,0.58
2017-09-20,1505865600,0.5762
2017-09-21,1505952000,0.544
2017-09-22,1506038400,0.5437
2017-09-23,1506124800,0.5619
2017-09-24,1506211200,0.55
2017-09-25,1506297600,0.5732
2017-09-26,1506384000,0.5691
2017-09-27,1506470400,0.5995
2017-09-28,1506556800,0.596
2017-09-29,1506643200,0.5918
2017-09-30,1506729600,0.6066
2017-10-01,1506816000,0.6097
2017-10-02,1506902400,0.6081
2017-10-03,1506988800,0.5996
2017-10-04,1507075200,0.5903
2017-10-05,1507161600,0.5972
2017-10-06,1507248000,0.6002
2017-10-07,1507334400,0.6057
2017-10-08,1507420800,0.6176
2017-10-09,1507507200,0.6282
2017-10-10,1507593600,0.6229
2017-10-11,1507680000,0.6272
2017-10-12,1507766400,0.6637
2017-10-13,1507852800,0.6722
2017-10-14,1507939200,0.6797
2017-10-15,1508025600,0.6722
2017-10-16,1508112000,0.673
2017-10-17,1508198400,0.661
2017-10-18,1508284800,0.6589
2017-10-19,1508371200,0.6632
2017-10-20,1508457600,0.6772
2017-10-21,1508544000,0.677
2017-10-22,1508630400,0.672
2017-10-23,1508716800,0.6598
2017-10-24,1508803200,0.635
2017-10-25,1508889600,0.6469
2017-10-26,1508976000,0.6548
2017-10-27,1509062400,0.6457
2017-10-28,1509148800,0.6442
2017-10-29,1509235200,0.6659
2017-10-30,1509321600,0.6606
2017-10-31,1509408000,0.6743
2017-11-01,1509494400,0.6847
2017-11-02,1509580800,0.694
2017-11-03,1509667200,0.6969
2017-11-04,1509753600,0.7037
2017-11-05,1509840000,0.6988
2017-11-06,1509926400,0.6804
2017-11-07,1510012800,0.6836
2017-11-08,1510099200,0.6949
2017-11-09,1510185600,0.6776
2017-11-10,1510272000,0.6514
2017-11-11,1510358400,0.6344
2017-11-12,1510444800,0.5951
2017-11-13,1510531200,0.6332
2017-11-14,1510617600,0.6351
2017-11-15,1510704000,0.664
2017-11-16,1510790400,0.6831
2017-11-17,1510876800,0.6738
2017-11-18,1510963200,0.674
2017-11-19,1511049600,0.6802
2017-11-20,1511136000,0.6859
2017-11-21,1511222400,0.675
2017-11-22,1511308800,0.6788
2017-11-23,1511395200,0.6695
2017-11-24,1511481600,0.6721
2017-11-25,1511568000,0.6873
2017-11-26,1511654400,0.7014
2017-11-27,1511740800,0.7086
2017-11-28,1511827200,0.7079
2017-11-29,1511913600,0.6984
2017-11-30,1512000000,0.7006
2017-12-01,1512086400,0.7185
2017-12-02,1512172800,0.7179
2017-12-03,1512259200,0.7222
2017-12-04,1512345600,0.7263
2017-12-05,1512432000,0.7263
2017-12-06,1512518400,0.7625
2017-12-07,1512604800,0.788
2017-12-08,1512691200,0.7699
2017-12-09,1512777600,0.7478
2017-12-10,1512864000,0.7505
2017-12-11,1512950400,0.765
2017-12-12,1513036800,0.7641
2017-12-13,1513123200,0.7459
2017-12-14,1513209600,0.7436
2017-12-15,1513296000,0.7548
2017-12-16,1513382400,0.7743
2017-12-17,1513468800,0.7648
2017-12-18,1513555200,0.7579
2017-12-19,1513641600,0.7372
2017-12-20,1513728000,0.7137
2017-12-21,1513814400,0.6971
2017-12-22,1513900800,0.6678
2017-12-23,1513987200,0.6794
2017-12-24,1514073600,0.6581
2017-12-25,1514160000,0.6586
2017-12-26,1514246400,0.6912
2017-12-27,1514332800,0.6806
2017-12-28,1514419200,0.6552
2017-12-29,1514505600,0.66
2017-12-30,1514592000,0.6157
2017-12-31,1514678400,0.6412
2018-01-01,1514764800,0.6288
2018-01-02,1514851200,0.6582
2018-01-03,1514937600,0.6622
2018-01-04,1515024000,0.6603
2018-01-05,1515110400,0.6934
2018-01-06,1515196800,0.692
2018-01-07,1515283200,0.6714
2018-01-08,1515369600,0.6431
2018-01-09,1515456000,0.6283
2018-01-10,1515542400,0.6341
2018-01-11,1515628800,0.5925
2018-01-12,1515715200,0.609
2018-01-13,1515801600,0.62
2018-01-14,1515888000,0.6041
2018-01-15,1515974400,0.6013
2018-01-16,1516060800,0.5285
2018-01-17,1516147200,0.5178
2018-01-18,1516233600,0.5223
2018-01-19,1516320000,0.5305
2018-01-20,1516406400,0.5782
2018-01-21,1516492800,0.5297
2018-01-22,1516579200,0.5007
2018-01-23,1516665600,0.5068
2018-01-24,1516752000,0.5233
2018-01-25,1516838400,0.5192
2018-01-26,1516924800,0.5141
2018-01-27,1517011200,0.5258
2018-01-28,1517097600,0.5358
2018-01-29,1517184000,0.5159
2018-01-30,1517270400,0.4621
2018-01-31,1517356800,0.4675
2018-02-01,1517443200,0.4107
2018-02-02,1517529600,0.3981
2018-02-03,1517616000,0.4216
2018-02-04,1517702400,0.3597
2018-02-05,1517788800,0.2357
2018-02-06,1517875200,0.3248
2018-02-07,1517961600,0.3173
2018-02-08,1518048000,0.3674
2018-02-09,1518134400,0.3998
2018-02-10,1518220800,0.3908
2018-02-11,1518307200,0.3589
2018-02-12,1518393600,0.4164
2018-02-13,1518480000,0.3911
2018-02-14,1518566400,0.4504
2018-02-15,1518652800,0.4832
2018-02-16,1518739200,0.4865
2018-02-17,1518825600,0.5269
2018-02-18,1518912000,0.4978
2018-02-19,1518998400,0.5272
2018-02-20,1519084800,0.53
2018-02-21,1519171200,0.4945
2018-02-22,1519257600,0.4583
2018-02-23,1519344000,0.4725
2018-02-24,1519430400,0.4473
2018-02-25,1519516800,0.4426
2018-02-26,1519603200,0.4803
2018-02-27,1519689600,0.4961
2018-02-28,1519776000,0.4786
2018-03-01,1519862400,0.5068
2018-03-02,1519948800,0.5101
2018-03-03,1520035200,0.5271
2018-03-04,1520121600,0.5277
2018-03-05,1520208000,0.5293
2018-03-06,1520294400,0.4917
2018-03-07,1520380800,0.4527
2018-03-08,1520467200,0.4202
2018-03-09,1520553600,0.4202
2018-03-10,1520640000,0.3889
2018-03-11,1520726400,0.4349
2018-03-12,1520812800,0.4129
2018-03-13,1520899200,0.4142
2018-03-14,1520985600,0.3493
2018-03-15,1521072000,0.3538
2018-03-16,1521158400,0.3629
2018-03-17,1521244800,0.3239
2018-03-18,1521331200,0.3495
2018-03-19,1521417600,0.376
2018-03-20,1521504000,0.4011
2018-03-21,1521590400,0.4001
2018-03-22,1521676800,0.389
2018-03-23,1521763200,0.3933
2018-03-24,1521849600,0.3819
2018-03-25,1521936000,0.3702
2018-03-26,1522022400,0.3509
2018-03-27,1522108800,0.3242
2018-03-28,1522195200,0.3333
2018-03-29,1522281600,0.2587
2018-03-30,1522368000,0.2312
2018-03-31,1522454400,0.2417
2018-04-01,1522540800,0.2296
2018-04-02,1522627200,0.2552
2018-04-03,1522713600,0.2945
2018-04-04,1522800000,0.2296
2018-04-05,1522886400,0.2326
2018-04-06,1522972800,0.2124
2018-04-07,1523059200,0.2444
2018-04-08,1523145600,0.2579
2018-04-09,1523232000,0.2292
2018-04-10,1523318400,0.2392
2018-04-11,1523404800,0.2533
2018-04-12,1523491200,0.343
2018-04-13,1523577600,0.3437
2018-04-14,1523664000,0.3508
2018-04-15,1523750400,0.3766
2018-04-16,1523836800,0.3539
2018-04-17,1523923200,0.3412
2018-04-18,1524009600,0.3631
2018-04-19,1524096000,0.3695
2018-04-20,1524182400,0.4087
2018-04-21,1524268800,0.4096
2018-04-22,1524355200,0.4051
2018-04-23,1524441600,0.4129
2018-04-24,1524528000,0.4551
2018-04-25,1524614400,0.4064
2018-04-26,1524700800,0.4309
2018-04-27,1524787200,0.4132
2018-04-28,1524873600,0.4353
2018-04-29,1524960000,0.4384
2018-04-30,1525046400,0.4277
2018-05-01,1525132800,0.4177
2018-05-02,1525219200,0.4248
2018-05-03,1525305600,0.4562
2018-05-04,1525392000,0.4525
2018-05-05,1525478400,0.4577
2018-05-06,1525564800,0.4462
